Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2008,Moberg Pharma AB (publ),Pharmaceuticals,Health Care,0.0,0.0,9.05,22.4,0.05,13.54,0.0,0.9822747415066468
2009,Moberg Pharma AB (publ),Pharmaceuticals,Health Care,1.33,0.0,8.440000000000001,12.91,0.03,24.44,0.0,0.23608837970540092
2010,Moberg Pharma AB (publ),Pharmaceuticals,Health Care,7.15,2.39,16.4,15.87,0.06,0.6,0.0,6.950000000000002
2011,Moberg Pharma AB (publ),Pharmaceuticals,Health Care,48.32,14.36,20.42,23.15,0.02,66.63,0.0,0.5503526939816898
2012,Moberg Pharma AB (publ),Pharmaceuticals,Health Care,96.66,21.38,40.34,26.45,0.24,152.57,0.0,0.40079963295536475
2013,Moberg Pharma AB (publ),Pharmaceuticals,Health Care,142.05,36.07,93.42,26.21,2.06,189.9,0.0,0.1933122696155872
2014,Moberg Pharma AB (publ),Pharmaceuticals,Health Care,183.88,45.07,110.0,18.31,1.21,291.14,0.0,0.15769045819880473
2015,Moberg Pharma AB (publ),Pharmaceuticals,Health Care,273.03,68.76,154.81,22.23,0.44,369.25,0.0,0.19295870006770474
2016,Moberg Pharma AB (publ),Pharmaceuticals,Health Care,328.27,99.53,203.8,12.22,19.44,532.6,0.0,0.03327074727750651
2017,Moberg Pharma AB (publ),Pharmaceuticals,Health Care,425.13,121.22,257.24,13.95,35.39,552.77,0.0,0.04564285326627702
2018,Moberg Pharma AB (publ),Pharmaceuticals,Health Care,4.26,0.0,25.82,11.91,0.0,579.68,0.0,-0.016647115650013804
2019,Moberg Pharma AB (publ),Pharmaceuticals,Health Care,14.39,0.0,14.92,6.63,0.55,1030.42,0.0,0.005386153219075718
2020,Moberg Pharma AB (publ),Pharmaceuticals,Health Care,50.19,0.0,32.949999999999996,8.26,1.52,405.01,0.0,0.05920841460704674
2021,Moberg Pharma AB (publ),Pharmaceuticals,Health Care,0.0,0.0,18.55,3.46,0.13,422.89,0.0,-0.03599044668826409
2022,Moberg Pharma AB (publ),Pharmaceuticals,Health Care,0.2,0.0,20.02,1.12,0.07,502.24,0.0,-0.03737257088244664
2023,Moberg Pharma AB (publ),Pharmaceuticals,Health Care,0.0,0.0,24.74,3.64,0.26,614.86,0.0,-0.0347396155222327
2024,Moberg Pharma AB (publ),Pharmaceuticals,Health Care,9.98,3.56,29.46,307.37,0.23,706.12,0.0,0.40233954568628566
