Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2009,Bufab AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1419.76,1044.55,381.22,0.0,58.84,294.03,0.0,-0.22055572560623066
2010,Bufab AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1643.26,1175.9,410.49999999999994,0.0,29.56,301.42,0.0,0.09057129586623303
2011,Bufab AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1853.92,1341.32,383.39,0.0,73.41,350.21,0.0,0.15933297164558452
2012,Bufab AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1747.8,1265.07,387.95,0.0,72.71,749.88,0.0,0.0294313756867766
2013,Bufab AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1833.02,1295.11,377.26,0.0,22.56,953.76,0.0,0.14478485153497744
2014,Bufab AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2019.04,1430.23,449.19000000000005,0.0,18.37,1099.4,0.0,0.11028742950700371
2015,Bufab AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2350.11,1702.82,492.39,0.0,17.21,1238.08,0.0,0.11121252261566313
2016,Bufab AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2795.63,1982.57,577.4,0.0,22.58,1229.97,0.0,0.1732399977235219
2017,Bufab AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3099.68,2211.7,624.59,0.0,20.34,1416.92,0.0,0.1715340315614149
2018,Bufab AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3545.47,2526.59,730.44,0.0,24.35,1561.38,0.0,0.16913883871959393
2019,Bufab AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4046.18,2945.3,794.7199999999999,0.0,35.36,1640.91,0.0,0.16503037948455412
2020,Bufab AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4867.68,3586.28,875.08,0.0,48.1,2016.35,0.0,0.17765764872170012
2021,Bufab AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5890.97,4249.36,1013.23,0.0,28.06,2315.86,0.0,0.2592211964453812
2022,Bufab AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,8010.67,5740.77,1319.75,0.0,97.86,2857.68,0.0,0.29824542985918634
2023,Bufab AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,8639.0,6156.78,1465.04,0.0,212.99,3441.12,0.0,0.2337000743943833
2024,Bufab AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,8171.57,5741.97,1656.69,0.0,193.23,4008.54,0.0,0.14461125497063754
