Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2013,Balco Group AB,Construction & Engineering,Industrials,489.21,420.17,81.44,0.0,31.59,124.33,0.0,-0.3538164562052605
2014,Balco Group AB,Construction & Engineering,Industrials,522.1,428.9,76.89999999999999,0.0,44.54,103.38,0.0,-0.27316695685819253
2015,Balco Group AB,Construction & Engineering,Industrials,610.56,455.34,108.04,0.0,38.6,132.47,0.0,0.06476938174681032
2016,Balco Group AB,Construction & Engineering,Industrials,787.15,600.69,134.77,0.0,40.15,132.31,0.0,0.08721940896379649
2017,Balco Group AB,Construction & Engineering,Industrials,957.65,717.66,157.31000000000003,0.0,35.9,386.6,0.0,0.1210036213140196
2018,Balco Group AB,Construction & Engineering,Industrials,990.83,753.16,139.46,0.0,5.83,429.87,0.0,0.21490217972875536
2019,Balco Group AB,Construction & Engineering,Industrials,1135.88,856.7,150.02,0.0,8.85,482.47,0.0,0.2493626546728295
2020,Balco Group AB,Construction & Engineering,Industrials,1228.18,931.96,178.14,0.0,10.05,625.09,0.0,0.17282311347166016
2021,Balco Group AB,Construction & Engineering,Industrials,1122.96,826.03,183.61,0.0,6.55,674.2,0.0,0.15836547018688824
2022,Balco Group AB,Construction & Engineering,Industrials,1267.07,993.8,187.57,0.0,8.4,688.09,1.16,0.11215088864708013
2023,Balco Group AB,Construction & Engineering,Industrials,1209.15,964.95,184.40000000000003,0.0,17.99,753.01,1.83,0.05538922155688625
2024,Balco Group AB,Construction & Engineering,Industrials,1442.02,1189.84,220.54,0.0,34.92,823.58,4.36,-0.00396163973234767
