Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,Profilgruppen AB,Metals & Mining,Materials,742.9,624.16,79.56,0.0,4.5,204.51,0.0,0.1695760598503741
2005,Profilgruppen AB,Metals & Mining,Materials,800.42,689.09,76.96,0.0,3.45,201.93,0.0,0.1531223691378197
2006,Profilgruppen AB,Metals & Mining,Materials,945.78,813.6,94.76,0.0,4.09,135.12,0.0,0.24666962699822337
2007,Profilgruppen AB,Metals & Mining,Materials,1022.24,880.7,87.89,0.0,4.25,144.9,0.0,0.3409247757073841
2008,Profilgruppen AB,Metals & Mining,Materials,928.96,825.64,89.72,0.0,4.53,126.54,0.0,0.07167694009799312
2009,Profilgruppen AB,Metals & Mining,Materials,629.02,566.47,71.35,7.9,3.87,115.22,0.0,-0.04139906266273252
2010,Profilgruppen AB,Metals & Mining,Materials,757.01,647.75,84.99,8.23,4.53,145.16,0.0,0.19268393496831082
2011,Profilgruppen AB,Metals & Mining,Materials,722.65,1303.48,85.50999999999999,8.38,5.35,140.05,0.0,-4.7362370581935025
2012,Profilgruppen AB,Metals & Mining,Materials,675.5,1231.54,60.08,6.02,5.33,153.06,0.0,-4.020841500065333
2013,Profilgruppen AB,Metals & Mining,Materials,658.84,1836.81,93.14,6.95,4.24,149.0,0.0,-8.512751677852348
2014,Profilgruppen AB,Metals & Mining,Materials,742.77,1998.84,107.19,6.06,4.41,191.99,0.0,-7.092088129590082
2015,Profilgruppen AB,Metals & Mining,Materials,937.17,2520.01,68.46000000000001,6.21,3.63,226.58,3.87,-7.154350184421784
2016,Profilgruppen AB,Metals & Mining,Materials,1111.57,2856.23,80.23,6.68,2.95,249.22,7.4,-7.096718883952927
2017,Profilgruppen AB,Metals & Mining,Materials,1339.03,3432.3999999999996,85.41000000000001,7.65,3.29,312.7,12.11,-6.694436747637081
2018,Profilgruppen AB,Metals & Mining,Materials,1515.49,3915.46,88.59,7.59,3.84,352.68,12.69,-6.800804663765499
2019,Profilgruppen AB,Metals & Mining,Materials,1509.5,3896.07,95.48,7.82,6.51,373.94,16.97,-6.346064311478346
2020,Profilgruppen AB,Metals & Mining,Materials,1447.61,3890.45,112.68,7.98,7.06,440.34,24.96,-5.490221362561789
2021,Profilgruppen AB,Metals & Mining,Materials,2124.28,5441.99,117.96,7.92,7.22,525.04,13.35,-6.380077638886308
2022,Profilgruppen AB,Metals & Mining,Materials,2562.16,6820.9,128.36,6.46,12.35,503.86,13.18,-8.496421940275415
2023,Profilgruppen AB,Metals & Mining,Materials,2427.58,6439.25,131.87,0.0,24.58,602.35,17.32,-6.726354349895911
2024,Profilgruppen AB,Metals & Mining,Materials,2310.41,5956.66,137.2,0.0,23.49,676.08,17.17,-5.491438874864767
