Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2012,Evolution AB (publ),Hotels & Entertainment Services,Consumer Discretionary,233.73,0.0,150.82,0.0,0.01,98.34,0.0,0.8429936953426885
2013,Evolution AB (publ),Hotels & Entertainment Services,Consumer Discretionary,302.74,0.0,214.22,0.0,0.09,117.19,0.0,0.7545865688198653
2014,Evolution AB (publ),Hotels & Entertainment Services,Consumer Discretionary,405.56,0.0,263.63,0.0,0.0,214.36,0.0,0.6621104683709648
2015,Evolution AB (publ),Hotels & Entertainment Services,Consumer Discretionary,683.01,0.0,441.28,0.0,0.09,420.6,0.0,0.5745126010461246
2016,Evolution AB (publ),Hotels & Entertainment Services,Consumer Discretionary,1072.42,0.0,657.95,0.0,2.27,580.18,0.0,0.7104691647419767
2017,Evolution AB (publ),Hotels & Entertainment Services,Consumer Discretionary,1664.37,0.0,912.03,0.0,2.09,1081.79,0.0,0.6935264700172861
2018,Evolution AB (publ),Hotels & Entertainment Services,Consumer Discretionary,2356.37,0.0,1322.47,0.0,1.64,1607.72,0.0,0.6420645386012488
2019,Evolution AB (publ),Hotels & Entertainment Services,Consumer Discretionary,3600.79,0.0,1799.6799999999998,0.0,2.41,2764.19,0.0,0.6507150376783072
2020,Evolution AB (publ),Hotels & Entertainment Services,Consumer Discretionary,6017.16,0.0,2454.77,0.0,11.42,28559.87,0.0,0.1243342494206031
2021,Evolution AB (publ),Hotels & Entertainment Services,Consumer Discretionary,10860.57,0.0,3395.29,0.0,79.57,31946.14,0.0,0.23119256348341302
2022,Evolution AB (publ),Hotels & Entertainment Services,Consumer Discretionary,14703.96,0.0,4525.0,0.0,106.37,36278.51,0.0,0.27764618778444866
2023,Evolution AB (publ),Hotels & Entertainment Services,Consumer Discretionary,20517.37,0.0,6059.4800000000005,0.0,110.79,44809.67,0.0,0.32017865786559013
2024,Evolution AB (publ),Hotels & Entertainment Services,Consumer Discretionary,25727.47,0.0,7580.26,0.0,83.88,46736.4,0.0,0.38649382494158724
