Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,Rejlers AB (publ),Professional & Commercial Services,Industrials,268.43,0.0,249.88,0.0,0.32,66.34,0.0,0.2747965028640339
2005,Rejlers AB (publ),Professional & Commercial Services,Industrials,362.94,0.0,329.34000000000003,0.0,0.0,99.27,0.0,0.3384708371109093
2006,Rejlers AB (publ),Professional & Commercial Services,Industrials,483.32,0.0,433.01,0.0,0.49,130.1,0.0,0.38293620292083014
2007,Rejlers AB (publ),Professional & Commercial Services,Industrials,562.31,0.0,492.2,0.0,1.2,151.04,0.02,0.4561763537667149
2008,Rejlers AB (publ),Professional & Commercial Services,Industrials,679.93,0.0,587.69,0.0,1.42,206.91,0.01,0.4389135897931563
2009,Rejlers AB (publ),Professional & Commercial Services,Industrials,637.4,0.0,592.02,0.0,0.99,186.55,0.02,0.23792678351289054
2010,Rejlers AB (publ),Professional & Commercial Services,Industrials,704.49,0.0,649.31,0.0,0.0,233.27,11.12,0.22578665248168936
2011,Rejlers AB (publ),Professional & Commercial Services,Industrials,986.0,0.0,890.21,0.0,4.4,272.63,0.17,0.33500733137829897
2012,Rejlers AB (publ),Professional & Commercial Services,Industrials,1141.74,0.0,1060.26,0.0,4.81,285.91,0.09,0.26807692307692316
2013,Rejlers AB (publ),Professional & Commercial Services,Industrials,1320.57,0.0,1240.87,0.0,2.98,335.04,0.09,0.22892608838361245
2014,Rejlers AB (publ),Professional & Commercial Services,Industrials,1569.49,0.0,1499.68,0.0,3.58,423.08,0.19,0.15647222812861755
2015,Rejlers AB (publ),Professional & Commercial Services,Industrials,1790.21,0.0,1695.27,0.0,1.91,540.55,8.69,0.16937950622678621
2016,Rejlers AB (publ),Professional & Commercial Services,Industrials,2297.09,0.0,2229.14,0.0,4.22,508.49,15.17,0.12170110376962204
2017,Rejlers AB (publ),Professional & Commercial Services,Industrials,2386.68,0.0,2323.26,0.0,4.26,737.98,8.91,0.07920845104366055
2018,Rejlers AB (publ),Professional & Commercial Services,Industrials,2214.93,0.0,2139.08,0.0,4.03,690.23,0.0,0.10405227243092868
2019,Rejlers AB (publ),Professional & Commercial Services,Industrials,1988.38,0.0,1816.22,0.0,0.0,872.21,0.0,0.19738365760539328
2020,Rejlers AB (publ),Professional & Commercial Services,Industrials,2422.48,0.0,2224.64,0.0,13.82,1207.3,0.0,0.1524227615340016
2021,Rejlers AB (publ),Professional & Commercial Services,Industrials,2905.1,0.0,2636.71,0.0,9.32,1184.24,0.0,0.21876477740998435
2022,Rejlers AB (publ),Professional & Commercial Services,Industrials,3337.86,0.0,2953.8,0.0,11.12,1399.76,0.0,0.2664313882379836
2023,Rejlers AB (publ),Professional & Commercial Services,Industrials,4068.99,0.0,3645.1,0.0,30.36,1813.99,0.0,0.21694165899481246
2024,Rejlers AB (publ),Professional & Commercial Services,Industrials,4506.01,0.0,4012.87,0.0,28.68,1991.22,0.0,0.23325398499412436
