Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,SSAB AB,Metals & Mining,Materials,21758.58,16866.75,1241.54,0.0,130.3,11878.53,169.89,0.29215365998197285
2005,SSAB AB,Metals & Mining,Materials,24015.28,17900.04,1457.98,0.0,53.55,12044.45,152.85,0.3774368097857721
2006,SSAB AB,Metals & Mining,Materials,27022.12,20089.51,1191.26,0.0,76.57,13962.86,196.67,0.40006836385106004
2007,SSAB AB,Metals & Mining,Materials,35052.14,25920.95,1412.8,0.0,919.62,24296.44,192.59,0.277625124392432
2008,SSAB AB,Metals & Mining,Materials,46468.38,36091.71,1520.75,0.0,716.75,31117.58,176.96,0.2600827492591359
2009,SSAB AB,Metals & Mining,Materials,24556.69,23883.48,1372.77,0.0,359.65,24907.69,130.27,-0.04230416535532452
2010,SSAB AB,Metals & Mining,Materials,33494.19,30172.74,1212.69,0.0,302.33,25881.32,165.72,0.06935260206150107
2011,SSAB AB,Metals & Mining,Materials,38555.38,34426.05,1303.32,0.0,412.85,26697.64,0.0,0.0903885137412893
2012,SSAB AB,Metals & Mining,Materials,33451.18,62099.92,1265.07,0.0,450.34,24627.14,0.0,-1.2329547807825025
2013,SSAB AB,Metals & Mining,Materials,32901.32,63183.52,1135.37,0.0,496.39,25565.03,21.68,-1.2472865796345054
2014,SSAB AB,Metals & Mining,Materials,43864.11,81621.48,1526.68,0.0,706.39,41998.67,59.43,-0.9508380074230647
2015,SSAB AB,Metals & Mining,Materials,54367.97,100490.48,2215.3,0.0,674.05,46460.1,50.24,-1.0537841692836476
2016,SSAB AB,Metals & Mining,Materials,54355.19,98666.94,2052.29,0.0,726.65,50157.51,46.47,-0.9379871874699974
2017,SSAB AB,Metals & Mining,Materials,63967.97,113474.66,2015.13,0.0,998.36,53265.4,63.04,-0.9848437344126323
2018,SSAB AB,Metals & Mining,Materials,70179.87,122375.8,2105.18,0.0,650.85,58002.17,76.12,-0.946170419273708
2019,SSAB AB,Metals & Mining,Materials,71175.7,130637.2,2198.97,0.0,570.45,56554.2,96.58,-1.0985006737771308
2020,SSAB AB,Metals & Mining,Materials,66931.63,126127.78,2021.38,0.0,511.74,56373.26,113.82,-1.0928033454729822
2021,SSAB AB,Metals & Mining,Materials,96102.64,145169.7,2129.69,0.0,438.97,71587.08,30.2,-0.7209952681810873
2022,SSAB AB,Metals & Mining,Materials,122326.37,241519.16,2521.68,342.05,447.52,63181.49,62.12,-1.926201556173027
2023,SSAB AB,Metals & Mining,Materials,118924.6,192956.24,2937.06,385.17,755.41,68331.13,76.51,-1.1305599783883786
2024,SSAB AB,Metals & Mining,Materials,105175.85,180875.04,2981.84,496.29,740.37,72959.83,50.38,-1.0810146964376626
