Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,Bong AB,Paper & Forest Products,Materials,1658.54,1354.47,272.44,0.0,37.52,465.97,0.0,-0.012640298731678143
2005,Bong AB,Paper & Forest Products,Materials,1539.29,1247.23,253.86,0.0,30.86,476.73,0.0,0.01539655570238905
2006,Bong AB,Paper & Forest Products,Materials,1726.85,1401.59,317.49,0.0,28.63,489.39,0.29,-0.042599248488809055
2007,Bong AB,Paper & Forest Products,Materials,1726.05,1389.84,309.65999999999997,0.0,36.15,480.12,0.58,-0.019970875806115937
2008,Bong AB,Paper & Forest Products,Materials,1656.83,1325.57,280.8,0.0,0.0,557.9,1.39,0.09022153086949522
2009,Bong AB,Paper & Forest Products,Materials,1575.81,1243.21,283.57000000000005,0.0,24.49,481.88,2.08,0.05070666997272473
2010,Bong AB,Paper & Forest Products,Materials,1953.51,1600.32,654.0600000000001,0.0,29.72,459.11,1.83,-0.7172083134464357
2011,Bong AB,Paper & Forest Products,Materials,2766.17,2257.63,453.49,0.0,46.41,429.2,1.11,0.02007854802351783
2012,Bong AB,Paper & Forest Products,Materials,2531.79,2062.25,482.6799999999999,0.0,51.14,328.32,-10.31,-0.20213200842740772
2013,Bong AB,Paper & Forest Products,Materials,2313.62,1912.18,527.53,0.0,48.78,504.75,-12.98,-0.3555930617971819
2014,Bong AB,Paper & Forest Products,Materials,2326.67,1898.09,562.73,0.0,33.82,361.61,0.0,-0.46450595945908535
2015,Bong AB,Paper & Forest Products,Materials,2242.16,1853.74,436.18000000000006,0.0,31.18,327.97,3.88,-0.23787855959017695
2016,Bong AB,Paper & Forest Products,Materials,2096.03,1729.89,399.64,0.0,24.49,657.37,3.89,-0.08769621631430886
2017,Bong AB,Paper & Forest Products,Materials,2028.95,1659.93,338.46999999999997,0.0,24.53,685.66,11.03,0.008640858918600829
2018,Bong AB,Paper & Forest Products,Materials,2079.36,1735.78,418.9,0.0,20.61,555.35,0.48,-0.1725887411618657
2019,Bong AB,Paper & Forest Products,Materials,2015.48,1676.69,368.07,0.0,28.14,495.64,0.07,-0.11583385447136438
2020,Bong AB,Paper & Forest Products,Materials,1886.34,1564.03,414.21,0.0,34.1,430.5,-0.42,-0.29296875000000006
2021,Bong AB,Paper & Forest Products,Materials,1808.03,1501.71,323.03,0.0,28.4,430.64,-1.98,-0.1052349181169226
2022,Bong AB,Paper & Forest Products,Materials,2056.78,1691.18,351.75,0.0,27.19,540.99,-2.74,-0.024784022294472578
2023,Bong AB,Paper & Forest Products,Materials,2078.17,1752.22,335.61,0.0,35.64,558.72,-0.2,-0.08110721191720971
2024,Bong AB,Paper & Forest Products,Materials,1946.81,1630.66,327.34,0.0,36.8,590.25,-0.75,-0.08140797285835472
