Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2015,BioArctic AB,Biotechnology & Medical Research,Health Care,39.75,0.0,5.82,36.56,0.01,113.33,0.0,0.6219006441365923
2016,BioArctic AB,Biotechnology & Medical Research,Health Care,103.71,0.23,15.86,52.7,0.0,57.62,0.0,2.4352655328011106
2017,BioArctic AB,Biotechnology & Medical Research,Health Care,136.25,0.0,72.45,0.0,0.63,636.55,0.0,0.09923808027649046
2018,BioArctic AB,Biotechnology & Medical Research,Health Care,668.61,0.0,88.05,0.0,1.28,993.17,0.0,0.5832636910095956
2019,BioArctic AB,Biotechnology & Medical Research,Health Care,262.21,0.0,95.33,0.0,1.11,913.75,0.0,0.18141723666210668
2020,BioArctic AB,Biotechnology & Medical Research,Health Care,63.81,0.0,91.81,0.0,1.73,947.4,0.0,-0.03138062064597847
2021,BioArctic AB,Biotechnology & Medical Research,Health Care,23.2,0.0,98.46,0.0,0.99,768.39,0.0,-0.09923346217415634
2022,BioArctic AB,Biotechnology & Medical Research,Health Care,216.91,0.0,149.17,0.0,2.01,740.06,0.0,0.08881712293597818
2023,BioArctic AB,Biotechnology & Medical Research,Health Care,613.09,0.0,258.15,0.0,10.33,1053.65,0.0,0.32706306648317757
2024,BioArctic AB,Biotechnology & Medical Research,Health Care,261.73,27.44,154.05,316.43,1.88,920.09,0.0,0.4290775902357378
