Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2015,Wastbygg Gruppen AB (publ),Homebuilding & Construction Supplies,Other,1790.79,3036.59,109.0,0.0,9.56,164.31,24.07,-7.242594755281878
2016,Wastbygg Gruppen AB (publ),Homebuilding & Construction Supplies,Other,2288.94,4132.07,139.44,0.0,10.8,177.34,33.19,-9.468341804018428
2017,Wastbygg Gruppen AB (publ),Homebuilding & Construction Supplies,Other,2748.17,4815.59,164.62,0.0,4.84,383.25,3.0,-5.791275080906149
2018,Wastbygg Gruppen AB (publ),Homebuilding & Construction Supplies,Other,3419.98,6009.32,170.44,0.0,9.36,454.75,2.93,-6.050384548155916
2019,Wastbygg Gruppen AB (publ),Homebuilding & Construction Supplies,Other,3619.04,6273.07,187.05,0.0,11.17,533.53,2.81,-5.317988589327666
2020,Wastbygg Gruppen AB (publ),Homebuilding & Construction Supplies,Other,3705.0,6189.0,275.32,0.0,5.12,1660.28,3.13,-1.6619113748264107
2021,Wastbygg Gruppen AB (publ),Homebuilding & Construction Supplies,Other,3957.72,6663.67,292.64,0.0,12.03,1702.06,3.9,-1.7647658796220311
2022,Wastbygg Gruppen AB (publ),Homebuilding & Construction Supplies,Other,4922.7,8925.66,342.05,0.0,37.06,1499.44,3.77,-2.915141596982458
2023,Wastbygg Gruppen AB (publ),Homebuilding & Construction Supplies,Other,4967.43,9634.28,392.14,0.0,73.65,1184.96,4.03,-4.3168067014861355
2024,Wastbygg Gruppen AB (publ),Homebuilding & Construction Supplies,Other,5073.8,9636.05,352.9,0.0,54.92,991.08,4.11,-4.994091580502214
