Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2013,AddLife AB,Healthcare Equipment & Supplies,Health Care,783.04,477.94,221.30999999999997,0.0,2.68,261.9,0.9,0.30863774733637744
2014,AddLife AB,Healthcare Equipment & Supplies,Health Care,903.96,559.29,250.18,0.0,2.39,250.53,0.74,0.3665379870259086
2015,AddLife AB,Healthcare Equipment & Supplies,Health Care,967.45,605.12,264.93,0.0,2.84,245.62,0.28,0.3845465636437577
2016,AddLife AB,Healthcare Equipment & Supplies,Health Care,1439.74,945.1,383.38,1.84,5.14,679.85,0.0,0.1587997352357137
2017,AddLife AB,Healthcare Equipment & Supplies,Health Care,2259.44,1445.16,652.27,17.04,6.29,748.48,0.0,0.23081445061992298
2018,AddLife AB,Healthcare Equipment & Supplies,Health Care,2323.94,1490.67,672.95,18.26,5.15,909.5,0.0,0.19068719076415605
2019,AddLife AB,Healthcare Equipment & Supplies,Health Care,3237.87,2122.85,941.85,22.61,7.44,1375.46,8.72,0.13606611856839426
2020,AddLife AB,Healthcare Equipment & Supplies,Health Care,5397.13,3536.03,1189.0800000000002,24.46,13.41,1965.29,8.56,0.3460597309825974
2021,AddLife AB,Healthcare Equipment & Supplies,Health Care,8010.24,5147.34,1930.86,33.57,52.72,4174.98,5.55,0.21836704915405455
2022,AddLife AB,Healthcare Equipment & Supplies,Health Care,8631.11,5374.97,2618.6,76.96,100.72,4676.21,2.82,0.1311767609953346
2023,AddLife AB,Healthcare Equipment & Supplies,Health Care,9639.25,6057.25,3067.4400000000005,166.21,260.76,4991.54,2.01,0.0841105025482872
2024,AddLife AB,Healthcare Equipment & Supplies,Health Care,10460.84,6536.24,3156.76,77.29,285.78,5455.08,3.08,0.10247959019156641
