Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,KABE Group AB,Automobiles & Auto Parts,Consumer Discretionary,885.76,758.16,61.62,0.0,4.13,180.61,0.0,0.3424505841315542
2005,KABE Group AB,Automobiles & Auto Parts,Consumer Discretionary,982.73,824.82,67.9,0.0,5.15,235.1,0.0,0.36095278604848985
2006,KABE Group AB,Automobiles & Auto Parts,Consumer Discretionary,1069.69,914.14,69.83,0.0,7.85,290.06,0.0,0.2684616975798113
2007,KABE Group AB,Automobiles & Auto Parts,Consumer Discretionary,1240.7,1065.7,79.79,0.0,12.46,311.28,0.0,0.26583783089180163
2008,KABE Group AB,Automobiles & Auto Parts,Consumer Discretionary,1156.94,1007.04,81.37,0.0,14.37,344.99,0.0,0.15699005768283164
2009,KABE Group AB,Automobiles & Auto Parts,Consumer Discretionary,942.11,814.66,73.38,0.0,5.79,337.57,0.0,0.14302218799063912
2010,KABE Group AB,Automobiles & Auto Parts,Consumer Discretionary,1182.28,1010.95,82.96,0.0,4.76,422.91,0.0,0.19770163864652035
2011,KABE Group AB,Automobiles & Auto Parts,Consumer Discretionary,1333.78,1127.26,86.72999999999999,0.0,7.5,481.15,0.0,0.23337836433544631
2012,KABE Group AB,Automobiles & Auto Parts,Consumer Discretionary,1117.72,936.65,89.37,0.0,6.3,515.58,0.0,0.1656386981651733
2013,KABE Group AB,Automobiles & Auto Parts,Consumer Discretionary,1141.57,965.33,96.84,0.0,4.8,598.03,0.0,0.12474290587428707
2014,KABE Group AB,Automobiles & Auto Parts,Consumer Discretionary,1222.68,1038.84,100.72,0.0,3.73,640.53,0.0,0.12394423368148275
2015,KABE Group AB,Automobiles & Auto Parts,Consumer Discretionary,1614.86,1401.65,112.82,0.0,3.82,752.48,0.0,0.12833563682755664
2016,KABE Group AB,Automobiles & Auto Parts,Consumer Discretionary,2008.1,1707.62,143.37,0.0,5.89,775.72,0.0,0.1949414737276337
2017,KABE Group AB,Automobiles & Auto Parts,Consumer Discretionary,2233.01,1909.58,147.19,0.0,0.97,907.59,0.0,0.19311583424233442
2018,KABE Group AB,Automobiles & Auto Parts,Consumer Discretionary,2577.16,2203.51,167.62,0.0,3.75,994.4,0.0,0.2034191472244566
2019,KABE Group AB,Automobiles & Auto Parts,Consumer Discretionary,2194.32,1904.9,151.69,0.0,2.79,1022.05,0.0,0.13202876571596311
2020,KABE Group AB,Automobiles & Auto Parts,Consumer Discretionary,2182.06,1943.59,140.22,0.0,4.09,1202.92,0.0,0.07827619459315667
2021,KABE Group AB,Automobiles & Auto Parts,Consumer Discretionary,3273.21,2806.18,218.48,0.0,3.01,1265.59,0.0,0.1940122788580822
2022,KABE Group AB,Automobiles & Auto Parts,Consumer Discretionary,3484.18,2988.2,242.27999999999997,0.0,1.9,1378.95,0.94,0.18247831348875637
2023,KABE Group AB,Automobiles & Auto Parts,Consumer Discretionary,4064.71,3477.5,302.56,0.0,3.98,1633.98,3.02,0.17145387904703727
2024,KABE Group AB,Automobiles & Auto Parts,Consumer Discretionary,3860.52,3343.89,307.13,0.0,3.05,1809.45,2.06,0.11396569712560245
