Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,Studsvik AB,Professional & Commercial Services,Industrials,940.91,770.13,165.17000000000002,31.7,0.0,404.68,0.23,0.0921439332197277
2005,Studsvik AB,Professional & Commercial Services,Industrials,939.98,693.48,162.68,30.63,9.63,481.13,0.0,0.21786211626795252
2006,Studsvik AB,Professional & Commercial Services,Industrials,1061.26,788.84,181.65,34.62,12.6,508.4,0.26,0.22173947233908695
2007,Studsvik AB,Professional & Commercial Services,Industrials,1139.47,866.76,203.02,36.19,19.25,478.0,2.91,0.18013765569441273
2008,Studsvik AB,Professional & Commercial Services,Industrials,1099.89,843.6,211.15,38.33,14.65,542.84,0.28,0.12671232876712343
2009,Studsvik AB,Professional & Commercial Services,Industrials,1001.06,781.37,208.36,37.96,14.16,437.67,0.24,0.08022196341714036
2010,Studsvik AB,Professional & Commercial Services,Industrials,1128.8,862.65,213.14,33.82,12.74,451.64,0.24,0.1639594582632557
2011,Studsvik AB,Professional & Commercial Services,Industrials,1037.09,798.75,192.89,24.53,10.03,475.93,0.25,0.12589776975093436
2012,Studsvik AB,Professional & Commercial Services,Industrials,870.49,662.76,184.07,21.84,12.18,409.14,0.23,0.08139336052959432
2013,Studsvik AB,Professional & Commercial Services,Industrials,903.64,669.8,211.16000000000005,24.01,17.8,269.54,0.26,0.1070793180133431
2014,Studsvik AB,Professional & Commercial Services,Industrials,835.51,606.69,192.79,23.66,15.62,280.48,0.26,0.1569779867493052
2015,Studsvik AB,Professional & Commercial Services,Industrials,689.54,496.79,151.45,23.9,13.0,311.8,0.36,0.16722193746796502
2016,Studsvik AB,Professional & Commercial Services,Industrials,745.11,525.64,180.28000000000003,27.0,24.55,330.1,0.35,0.12600998638220606
2017,Studsvik AB,Professional & Commercial Services,Industrials,682.52,522.06,184.59,27.29,13.01,288.32,0.34,-0.03412318991200712
2018,Studsvik AB,Professional & Commercial Services,Industrials,679.97,516.18,150.12,8.43,14.04,308.21,0.36,0.026120491298571087
2019,Studsvik AB,Professional & Commercial Services,Industrials,608.61,462.37,161.04999999999998,8.23,7.51,283.54,0.36,-0.049630151461782256
2020,Studsvik AB,Professional & Commercial Services,Industrials,738.88,539.34,152.95000000000002,8.5,4.42,326.91,0.36,0.15482629021908498
2021,Studsvik AB,Professional & Commercial Services,Industrials,800.09,592.52,138.89,9.02,7.12,376.96,0.36,0.18705607972013163
2022,Studsvik AB,Professional & Commercial Services,Industrials,774.15,580.05,126.56,8.05,5.45,410.39,0.0,0.17091059723677482
2023,Studsvik AB,Professional & Commercial Services,Industrials,822.12,613.46,136.88,11.89,10.3,391.83,0.0,0.18724957251869428
2024,Studsvik AB,Professional & Commercial Services,Industrials,908.3,706.53,174.39,14.2,16.09,414.31,0.0,0.06152397962878035
