Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,Sweco AB (publ),Construction & Engineering,Industrials,2882.61,0.0,2646.1400000000003,0.0,0.0,595.71,12.97,0.388496418479332
2005,Sweco AB (publ),Construction & Engineering,Industrials,2912.69,0.0,2633.79,0.0,0.0,736.73,11.12,0.37293574914755645
2006,Sweco AB (publ),Construction & Engineering,Industrials,3389.03,0.0,3023.83,0.0,0.0,751.73,9.38,0.4798255179934573
2007,Sweco AB (publ),Construction & Engineering,Industrials,3960.6,0.0,3520.4700000000003,0.0,0.0,783.73,15.47,0.5507132132132128
2008,Sweco AB (publ),Construction & Engineering,Industrials,4723.73,0.0,4129.12,0.0,0.0,1246.61,11.47,0.4726329009283986
2009,Sweco AB (publ),Construction & Engineering,Industrials,4393.75,0.0,3939.29,0.0,0.0,1282.36,8.74,0.3519944233599257
2010,Sweco AB (publ),Construction & Engineering,Industrials,4427.82,0.0,3988.43,0.0,0.0,1231.72,8.68,0.35423250564334074
2011,Sweco AB (publ),Construction & Engineering,Industrials,5171.47,0.0,4617.92,0.0,0.0,1149.71,9.11,0.4776841959924753
2012,Sweco AB (publ),Construction & Engineering,Industrials,6448.65,0.0,5720.9,0.0,22.0,1413.91,19.09,0.4924982554082345
2013,Sweco AB (publ),Construction & Engineering,Industrials,7369.07,0.0,6658.33,0.0,0.0,1524.42,14.23,0.46192441425925307
2014,Sweco AB (publ),Construction & Engineering,Industrials,8463.53,0.0,7577.290000000001,0.0,31.87,1795.94,13.51,0.4721711017159909
2015,Sweco AB (publ),Construction & Engineering,Industrials,10889.08,0.0,9998.94,0.0,24.86,5127.12,9.42,0.16845580877399952
2016,Sweco AB (publ),Construction & Engineering,Industrials,16232.72,0.0,14657.66,0.0,42.22,5143.68,9.48,0.29745631806503187
2017,Sweco AB (publ),Construction & Engineering,Industrials,16352.46,0.0,14646.23,0.0,31.96,5970.86,12.01,0.27984395449006905
2018,Sweco AB (publ),Construction & Engineering,Industrials,17544.73,0.0,15173.6,0.0,28.09,6009.34,9.76,0.3892674984632252
2019,Sweco AB (publ),Construction & Engineering,Industrials,19197.01,0.0,16517.86,0.0,32.57,6708.04,9.38,0.39398757260972184
2020,Sweco AB (publ),Construction & Engineering,Industrials,21347.79,0.0,18462.59,0.0,30.7,7881.63,10.44,0.36169217961827516
2021,Sweco AB (publ),Construction & Engineering,Industrials,21840.1,0.0,18752.29,0.0,19.04,8372.95,9.74,0.36608415675636313
2022,Sweco AB (publ),Construction & Engineering,Industrials,23084.71,0.0,19969.19,0.0,32.3,9355.23,3.77,0.3294390426327599
2023,Sweco AB (publ),Construction & Engineering,Industrials,28388.27,0.0,24661.95,0.0,174.17,10661.64,5.03,0.33301395843313797
2024,Sweco AB (publ),Construction & Engineering,Industrials,31197.42,0.0,26697.2,0.0,201.37,12252.84,5.14,0.3506980758656808
