Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,Svenska Cellulosa Aktiebolaget SCA,Paper & Forest Products,Materials,83807.04,0.0,0.0,526.71,1384.69,49642.31,701.48,1.647652272504712
2005,Svenska Cellulosa Aktiebolaget SCA,Paper & Forest Products,Materials,84893.9,0.0,0.0,470.74,1400.11,47844.09,651.3,1.7313919941668683
2006,Svenska Cellulosa Aktiebolaget SCA,Paper & Forest Products,Materials,90274.45,0.0,0.0,489.03,1608.94,53082.55,604.59,1.6606312051638437
2007,Svenska Cellulosa Aktiebolaget SCA,Paper & Forest Products,Materials,91799.84,0.0,0.0,0.0,0.0,53479.09,579.45,1.6981561100244291
2008,Svenska Cellulosa Aktiebolaget SCA,Paper & Forest Products,Materials,94468.63,75430.19,11743.47,523.45,2122.04,59089.07,713.16,0.09525363853488412
2009,Svenska Cellulosa Aktiebolaget SCA,Paper & Forest Products,Materials,70536.92,51834.23,11050.43,0.0,1492.1,54336.69,606.83,0.1121180441296807
2010,Svenska Cellulosa Aktiebolaget SCA,Paper & Forest Products,Materials,69478.42,51989.35,10435.49,0.0,973.34,58354.22,491.09,0.1033258215480554
2011,Svenska Cellulosa Aktiebolaget SCA,Paper & Forest Products,Materials,70250.43,53290.9,10347.94,0.0,1171.17,52715.0,467.69,0.10229681875813335
2012,Svenska Cellulosa Aktiebolaget SCA,Paper & Forest Products,Materials,76685.13,115222.34,11450.04,726.21,1202.33,51110.16,1706.07,-0.9554519510385348
2013,Svenska Cellulosa Aktiebolaget SCA,Paper & Forest Products,Materials,83819.62,125603.52,11842.85,900.71,1166.05,59630.07,4278.75,-0.8432652957760761
2014,Svenska Cellulosa Aktiebolaget SCA,Paper & Forest Products,Materials,95582.08,142817.38,13593.17,964.51,1175.78,64815.8,5032.13,-0.8738947596585898
2015,Svenska Cellulosa Aktiebolaget SCA,Paper & Forest Products,Materials,110254.23,163756.91999999998,16277.69,1045.02,1025.9,73679.13,5536.32,-0.8806521960046931
2016,Svenska Cellulosa Aktiebolaget SCA,Paper & Forest Products,Materials,15095.61,0.0,0.0,45.17,107.03,69361.91,6047.43,0.19936190928073366
2017,Svenska Cellulosa Aktiebolaget SCA,Paper & Forest Products,Materials,16136.52,0.0,0.0,50.35,69.72,36774.75,2.0,0.4382429116221526
2018,Svenska Cellulosa Aktiebolaget SCA,Paper & Forest Products,Materials,17563.46,0.0,0.0,44.95,60.87,38119.03,0.0,0.4603354282624716
2019,Svenska Cellulosa Aktiebolaget SCA,Paper & Forest Products,Materials,18231.07,0.0,0.0,38.15,61.42,64239.28,0.0,0.2834371742647178
2020,Svenska Cellulosa Aktiebolaget SCA,Paper & Forest Products,Materials,18842.3,0.0,0.0,42.99,76.76,75352.66,0.0,0.24960671594075115
2021,Svenska Cellulosa Aktiebolaget SCA,Paper & Forest Products,Materials,18863.54,0.0,0.0,31.07,46.1,80918.72,0.0,0.23293139090682602
2022,Svenska Cellulosa Aktiebolaget SCA,Paper & Forest Products,Materials,19757.31,0.0,0.0,42.76,1.9,90698.43,0.0,0.21828569689684815
2023,Svenska Cellulosa Aktiebolaget SCA,Paper & Forest Products,Materials,17995.59,0.0,0.0,44.79,416.03,104989.45,0.0,0.1678678190999191
2024,Svenska Cellulosa Aktiebolaget SCA,Paper & Forest Products,Materials,20575.89,0.0,0.0,48.82,529.86,106957.93,0.0,0.18787620515842068
