Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,Novotek AB,Software & IT Services,Information Technology,176.11,67.23,91.59,0.0,0.15,78.09,1.02,0.2166603463531792
2005,Novotek AB,Software & IT Services,Information Technology,171.97,73.2,81.36,0.0,0.07,76.59,1.1,0.2231947483588621
2006,Novotek AB,Software & IT Services,Information Technology,184.81,78.45,89.78,0.0,0.08,83.2,2.25,0.1930953774136922
2007,Novotek AB,Software & IT Services,Information Technology,227.65,101.11,112.58,0.0,0.2,78.54,3.18,0.16837983357807154
2008,Novotek AB,Software & IT Services,Information Technology,249.4,113.07,122.82,0.0,0.42,86.68,4.58,0.14343633574402825
2009,Novotek AB,Software & IT Services,Information Technology,198.39,83.79,115.08,0.0,0.97,0.0,0.0,
2010,Novotek AB,Software & IT Services,Information Technology,176.7,76.08,89.85,0.0,2.03,72.54,3.04,0.11563905795183904
2011,Novotek AB,Software & IT Services,Information Technology,185.91,79.73,94.26,0.0,1.17,70.62,3.3,0.14542748917748902
2012,Novotek AB,Software & IT Services,Information Technology,165.73,70.85,84.67,0.0,0.86,60.09,2.74,0.1488142607034855
2013,Novotek AB,Software & IT Services,Information Technology,176.37,74.82,88.34,0.0,0.53,65.71,3.15,0.18414173685739194
2014,Novotek AB,Software & IT Services,Information Technology,202.19,87.36,99.04,0.0,0.82,72.35,2.89,0.19896331738436993
2015,Novotek AB,Software & IT Services,Information Technology,208.21,90.18,99.51,0.0,0.36,80.73,2.81,0.21738089537945887
2016,Novotek AB,Software & IT Services,Information Technology,208.01,78.62,107.12,0.0,0.38,79.64,3.41,0.26357615894039715
2017,Novotek AB,Software & IT Services,Information Technology,228.06,92.26,108.46,0.0,0.96,91.83,4.34,0.27430591660601034
2018,Novotek AB,Software & IT Services,Information Technology,266.02,116.43,117.94,0.0,0.24,102.01,3.43,0.2978945371775415
2019,Novotek AB,Software & IT Services,Information Technology,282.8,120.71,123.07,0.0,0.54,112.15,2.59,0.33536691650688544
2020,Novotek AB,Software & IT Services,Information Technology,326.54,140.0,139.57,0.0,0.9,147.14,2.19,0.30851135069979263
2021,Novotek AB,Software & IT Services,Information Technology,391.58,167.67,165.14,0.0,0.66,159.05,1.4,0.36216889996883767
2022,Novotek AB,Software & IT Services,Information Technology,411.16,177.18,183.37,0.0,1.37,175.26,1.41,0.2787117224203318
2023,Novotek AB,Software & IT Services,Information Technology,410.02,121.67,231.61,0.0,0.37,176.27,4.27,0.312229976736457
2024,Novotek AB,Software & IT Services,Information Technology,496.87,153.08,259.95,0.0,0.78,235.53,6.13,0.3437060332698832
