Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2012,Dustin Group AB,"Computers, Phones & Household Electronics",Information Technology,3862.98,3338.03,358.44,0.0,1.57,456.33,0.0,0.3614489514167375
2013,Dustin Group AB,"Computers, Phones & Household Electronics",Information Technology,4782.34,4115.04,503.57,0.0,2.52,513.19,0.0,0.31413316705313854
2014,Dustin Group AB,"Computers, Phones & Household Electronics",Information Technology,6796.31,5820.67,714.22,0.0,3.66,658.46,0.0,0.3914588585487353
2015,Dustin Group AB,"Computers, Phones & Household Electronics",Information Technology,7365.67,6328.99,765.49,0.0,64.25,1293.31,0.0,0.1600080413821901
2016,Dustin Group AB,"Computers, Phones & Household Electronics",Information Technology,8331.13,7080.48,914.83,0.0,29.71,1382.27,0.0,0.22145456386957657
2017,Dustin Group AB,"Computers, Phones & Household Electronics",Information Technology,8868.86,7554.18,968.54,0.0,36.12,1451.94,0.0,0.21352121988511943
2018,Dustin Group AB,"Computers, Phones & Household Electronics",Information Technology,9816.91,8256.95,1127.75,0.0,52.13,1509.42,0.0,0.2518053291992945
2019,Dustin Group AB,"Computers, Phones & Household Electronics",Information Technology,11617.87,9681.45,1477.57,0.0,35.68,2284.68,0.0,0.18522068736103095
2020,Dustin Group AB,"Computers, Phones & Household Electronics",Information Technology,13056.06,11034.24,1600.82,0.0,39.78,2476.76,0.0,0.15391882943845983
2021,Dustin Group AB,"Computers, Phones & Household Electronics",Information Technology,15340.17,12805.7,1863.11,0.0,92.18,4713.44,0.0,0.12287840727791155
2022,Dustin Group AB,"Computers, Phones & Household Electronics",Information Technology,22752.91,19419.54,2533.86,0.0,111.25,4732.58,0.0,0.14543018818487988
2023,Dustin Group AB,"Computers, Phones & Household Electronics",Information Technology,23029.28,19699.92,2798.69,0.0,214.1,5238.11,0.0,0.060435920589678435
2024,Dustin Group AB,"Computers, Phones & Household Electronics",Information Technology,21680.7,18442.39,2839.45,0.0,202.76,7234.57,0.0,0.027105964832740786
