Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
1994,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,10520.82,8934.13,143.37,0.0,21.92,3411.01,0.0,0.4167094203769559
1995,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,10937.28,9563.64,172.87,0.0,25.24,4135.55,0.0,0.2842499788419923
1996,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,14030.92,11909.14,227.92,0.0,17.45,4927.39,0.0,0.3808121541018674
1997,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,16712.32,14092.39,268.26,0.0,11.78,6028.87,0.0,0.3881141905531219
1998,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,21389.22,10492.11,7740.36,0.0,26.19,7749.92,0.0,0.40394739558601905
1999,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,26328.65,12416.85,9587.91,0.0,13.88,9753.99,0.0,0.441871480286529
2000,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,29291.01,14482.04,11186.17,0.0,17.12,10999.43,0.0,0.3278060772240014
2001,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,34864.66,16861.74,13192.15,0.0,16.6,12923.79,0.0,0.3709569716004362
2002,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,37516.63,16827.9,13882.1,0.0,10.88,15443.09,0.0,0.4400511814669211
2003,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,41881.53,18358.86,15514.97,0.0,2.43,18147.13,0.0,0.44113146266103775
2004,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,49268.22,21082.71,18397.66,0.0,2.94,20273.27,0.0,0.4826508007834948
2005,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,53285.18,21814.38,20013.04,0.0,3.48,21646.07,0.0,0.5291621065625307
2006,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,59175.96,23995.68,21945.28,0.0,4.33,24981.71,0.0,0.529614265796857
2007,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,68265.58,26574.83,25673.87,0.0,4.36,27880.83,0.0,0.5743200614902785
2008,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,75517.46,29056.46,29283.36,0.0,6.82,32057.9,0.0,0.5356189893910708
2009,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,84052.45,32262.95,33847.12,0.0,6.63,33057.77,0.0,0.5425577708357218
2010,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,90505.28,33549.77,36382.99,0.0,5.84,39037.52,0.0,0.5268439183636667
2011,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,95118.17,37919.63,39576.43,0.0,4.32,37641.69,0.0,0.46803929366614516
2012,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,103911.94,41731.14,43110.91,0.0,4.3,37313.07,0.0,0.5109627806020786
2013,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,115066.67,46601.46,48273.37,0.0,8.06,42240.8,0.0,0.47782665101039723
2014,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,138896.4,56688.12,58220.01,0.0,14.68,48591.83,0.0,0.49336668324695726
2015,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,171854.25,73136.0,72429.05,0.0,9.5,57839.47,0.0,0.45435582310833755
2016,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,190321.85,84380.6,81520.83,0.0,7.92,56552.35,0.0,0.4316796737889761
2017,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,192631.37,87816.96,84294.76,0.0,39.49,59312.95,0.0,0.34528985659961264
2018,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,197672.42,92968.98,89623.4,0.0,137.17,55238.36,0.0,0.2705161775259081
2019,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,216589.01,102110.57,97806.8,0.0,308.01,54964.32,0.0,0.29771368043850993
2020,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,190067.03,93024.93,91913.17,0.0,1320.09,56669.01,0.0,0.06721204411370531
2021,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,200347.8,92984.85,90373.86,0.0,1166.04,60105.83,0.0,0.2632531652919522
2022,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,213091.09,103486.25,101142.32,0.0,1062.82,47600.93,0.0,0.1554528451439917
2023,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,233391.86,111762.3,105824.55,0.0,2119.0,48926.1,84.43,0.2792463170669646
2024,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,238566.06,108735.28,109498.36,0.0,2801.0,46708.79,69.85,0.37477404216967397
