Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5025.8,3620.01,1042.41,28.45,86.26,2163.8,1.83,0.14109981852855746
2005,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5367.25,3834.98,1096.08,34.55,71.69,2422.65,0.0,0.1647163230346934
2006,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,6621.09,4569.24,1303.51,37.42,93.11,1994.04,0.0,0.34736013319692705
2007,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,8043.42,5531.58,1405.0,40.74,129.15,2496.92,0.0,0.40787450138570724
2008,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,8416.29,5777.65,1733.73,49.61,156.52,2975.35,0.0,0.26820374073638437
2009,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5776.64,4227.75,1420.5,38.68,116.87,2429.76,0.0,0.020660476754905992
2010,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5481.45,3938.71,1269.8,30.23,150.33,2390.39,0.0,0.0639393571760256
2011,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5940.5,4307.25,1327.5,34.55,145.1,2323.72,0.0,0.08400323619024666
2012,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5720.3,4113.18,1355.3000000000002,37.81,139.23,2296.73,0.0,0.06548440609039795
2013,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5887.13,4190.39,1356.48,40.61,114.62,2796.26,0.0,0.09521646771044168
2014,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,6432.83,4620.47,1394.41,46.85,72.57,3205.23,0.0,0.12237187346929847
2015,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,7255.88,5275.79,1585.22,55.45,46.85,3674.49,2.09,0.10974057412051422
2016,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,7707.37,5606.97,1633.0,63.83,42.22,3650.08,0.95,0.13393754639101832
2017,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,7981.11,5865.27,1650.05,65.85,34.86,4132.67,1.0,0.12017892091047402
2018,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,8733.5,6456.95,1767.12,67.43,24.35,4356.24,0.0,0.1268318549942153
2019,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,9186.72,6652.74,1687.15,59.56,46.53,4713.63,0.0,0.18241991840683283
2020,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,8413.02,5967.92,1665.1999999999998,56.29,40.94,5406.87,0.0,0.14708139829513203
2021,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,9669.29,6714.79,1705.7600000000002,53.12,39.09,5504.67,0.0,0.22939976420021557
2022,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,11749.49,8463.89,2076.07,57.96,77.91,6354.48,0.0,0.18720335889010592
2023,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,13052.06,9510.86,2403.5899999999997,67.68,179.15,7285.96,0.0,0.14083799526761043
2024,Lindab International AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,13549.46,9795.72,3207.61,88.48,276.62,7566.78,0.0,0.04731074512540336
