Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2009,Lifco AB (publ),Consumer Goods Conglomerates,Other,3412.26,2290.21,916.41,37.73,36.38,699.98,125.94,0.2506174932196826
2010,Lifco AB (publ),Consumer Goods Conglomerates,Other,3855.85,2530.92,941.3,39.84,37.51,838.1,7.98,0.45617435703479564
2011,Lifco AB (publ),Consumer Goods Conglomerates,Other,4928.99,3284.11,1203.49,40.63,79.9,1581.06,10.94,0.2525879396984923
2012,Lifco AB (publ),Consumer Goods Conglomerates,Other,5314.39,3480.29,1191.93,44.8,38.94,1831.51,11.31,0.3516512735915609
2013,Lifco AB (publ),Consumer Goods Conglomerates,Other,5441.86,3526.61,1319.97,47.49,27.63,2229.95,15.09,0.27399957239069217
2014,Lifco AB (publ),Consumer Goods Conglomerates,Other,6248.19,3903.05,1470.65,50.52,35.82,3311.62,17.25,0.2671146665384948
2015,Lifco AB (publ),Consumer Goods Conglomerates,Other,7554.19,4651.45,1796.5299999999995,69.8,28.68,4122.41,26.16,0.2765603569422717
2016,Lifco AB (publ),Consumer Goods Conglomerates,Other,8824.84,5307.47,2248.68,86.41,40.26,4468.48,43.62,0.29140311606569
2017,Lifco AB (publ),Consumer Goods Conglomerates,Other,9712.51,5583.48,2573.87,101.68,41.64,5499.55,50.03,0.29104905236071926
2018,Lifco AB (publ),Consumer Goods Conglomerates,Other,11196.42,6403.57,2903.99,134.85,39.33,6523.62,61.48,0.3013439431443715
2019,Lifco AB (publ),Consumer Goods Conglomerates,Other,12883.93,7475.38,3377.09,159.13,52.11,7421.6,53.45,0.28608236734202447
2020,Lifco AB (publ),Consumer Goods Conglomerates,Other,14105.63,8155.1,3556.6,123.84,63.46,8994.74,64.74,0.270910692445924
2021,Lifco AB (publ),Consumer Goods Conglomerates,Other,17518.58,10172.4,4136.11,140.31,63.14,10371.2,108.14,0.3136876940723369
2022,Lifco AB (publ),Consumer Goods Conglomerates,Other,20477.52,11918.61,4756.420000000001,154.87,121.62,12460.47,95.07,0.30550179442700187
2023,Lifco AB (publ),Consumer Goods Conglomerates,Other,24338.49,13572.59,6015.46,195.07,423.99,15314.9,119.8,0.29294511717104976
2024,Lifco AB (publ),Consumer Goods Conglomerates,Other,26581.26,14795.28,6715.240000000001,258.32,524.77,18769.94,156.27,0.25384321530829457
