Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,Addnode Group AB (publ),Software & IT Services,Information Technology,295.61,36.15,160.66,0.0,0.54,237.29,0.0,0.41409246070209466
2005,Addnode Group AB (publ),Software & IT Services,Information Technology,353.89,73.17,187.71,0.0,0.95,334.58,0.0,0.2751509355012253
2006,Addnode Group AB (publ),Software & IT Services,Information Technology,547.09,195.76,295.46000000000004,2.59,0.61,478.88,0.0,0.12080270631473435
2007,Addnode Group AB (publ),Software & IT Services,Information Technology,689.06,235.67,370.11,4.77,0.41,424.45,0.0,0.2064789727883142
2008,Addnode Group AB (publ),Software & IT Services,Information Technology,876.81,299.81,468.71,5.97,0.87,523.19,0.0,0.21672814847378588
2009,Addnode Group AB (publ),Software & IT Services,Information Technology,814.28,259.87,489.61,9.75,0.47,485.92,0.0,0.15245307869608157
2010,Addnode Group AB (publ),Software & IT Services,Information Technology,890.09,315.11,509.16,16.02,0.44,615.23,0.0,0.1323082424459145
2011,Addnode Group AB (publ),Software & IT Services,Information Technology,1123.13,382.18,640.4,2.9,0.46,669.68,0.0,0.15378986978855583
2012,Addnode Group AB (publ),Software & IT Services,Information Technology,1172.86,362.29,692.67,5.12,0.45,678.44,0.0,0.18066446553858848
2013,Addnode Group AB (publ),Software & IT Services,Information Technology,1302.82,413.37,795.9000000000001,8.51,1.61,786.17,0.0,0.12777134716409916
2014,Addnode Group AB (publ),Software & IT Services,Information Technology,1468.42,473.87,864.59,11.86,2.07,836.42,0.0,0.16708113148896495
2015,Addnode Group AB (publ),Software & IT Services,Information Technology,1817.37,676.96,1008.02,19.13,2.43,959.32,0.0,0.15541216695159055
2016,Addnode Group AB (publ),Software & IT Services,Information Technology,2155.41,847.76,1167.49,21.77,3.19,914.8,0.0,0.17352426759947512
2017,Addnode Group AB (publ),Software & IT Services,Information Technology,2440.04,937.68,1326.12,28.53,6.72,983.14,0.0,0.20144638606912568
2018,Addnode Group AB (publ),Software & IT Services,Information Technology,2755.09,1041.35,1468.38,29.03,14.05,1306.68,0.0,0.19923776287997066
2019,Addnode Group AB (publ),Software & IT Services,Information Technology,3195.62,1326.08,1539.18,24.2,15.82,1322.1,0.0,0.2562135995764314
2020,Addnode Group AB (publ),Software & IT Services,Information Technology,3896.4,1755.27,1771.65,30.7,16.38,1578.83,0.0,0.24309140312763255
2021,Addnode Group AB (publ),Software & IT Services,Information Technology,4086.0,1771.9,1847.07,26.06,16.04,1649.45,0.0,0.2892176179938767
2022,Addnode Group AB (publ),Software & IT Services,Information Technology,5914.65,2841.88,2403.87,32.3,35.16,1887.24,0.0,0.352917487971853
2023,Addnode Group AB (publ),Software & IT Services,Information Technology,7376.99,3691.48,3080.38,50.76,88.58,2130.31,0.0,0.26630396515061183
2024,Addnode Group AB (publ),Software & IT Services,Information Technology,7888.85,3619.49,3436.4300000000003,58.99,160.69,2527.06,0.0,0.2893599677095123
