Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2014,Actic Group AB,Hotels & Entertainment Services,Consumer Discretionary,633.77,5.56,222.55,0.0,44.0,306.11,0.0,1.1814707131423345
2015,Actic Group AB,Hotels & Entertainment Services,Consumer Discretionary,706.41,6.98,242.37,0.0,39.01,365.79,0.0,1.1428688591814975
2016,Actic Group AB,Hotels & Entertainment Services,Consumer Discretionary,787.53,11.73,310.66,0.0,43.12,345.68,0.0,1.2208400833140474
2017,Actic Group AB,Hotels & Entertainment Services,Consumer Discretionary,853.31,9.76,343.58000000000004,0.0,34.05,606.03,0.0,0.7688068247446495
2018,Actic Group AB,Hotels & Entertainment Services,Consumer Discretionary,881.4,10.61,344.18,0.0,39.86,574.89,0.0,0.8466837134060428
2019,Actic Group AB,Hotels & Entertainment Services,Consumer Discretionary,886.14,9.43,356.88,0.0,44.44,263.51,0.0,1.8040681568061936
2020,Actic Group AB,Hotels & Entertainment Services,Consumer Discretionary,765.68,3.43,297.37,0.0,46.73,290.33,0.0,1.4402576378603658
2021,Actic Group AB,Hotels & Entertainment Services,Consumer Discretionary,630.61,2.42,291.71,0.0,42.51,185.01,0.51,1.5845730918499359
2022,Actic Group AB,Hotels & Entertainment Services,Consumer Discretionary,648.79,2.29,261.14,0.0,41.09,189.8,0.29,1.8110894839286653
2023,Actic Group AB,Hotels & Entertainment Services,Consumer Discretionary,675.12,4.65,260.36,0.0,53.75,168.15,0.18,2.117032020436048
2024,Actic Group AB,Hotels & Entertainment Services,Consumer Discretionary,705.59,5.48,256.66,0.0,54.21,164.62,0.26,2.3607472100921885
