Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,VBG Group AB (publ),Consumer Goods Conglomerates,Other,554.69,357.1,9.71,9.58,2.21,246.83,0.0,0.7910302637442775
2005,VBG Group AB (publ),Consumer Goods Conglomerates,Other,672.39,419.89,0.0,10.04,3.91,280.65,0.0,0.9215392838054517
2006,VBG Group AB (publ),Consumer Goods Conglomerates,Other,1012.12,624.43,3.69,11.3,8.65,370.39,0.0,1.0438996733173145
2007,VBG Group AB (publ),Consumer Goods Conglomerates,Other,1146.99,705.06,243.65,15.9,7.29,448.14,0.0,0.4616637657874773
2008,VBG Group AB (publ),Consumer Goods Conglomerates,Other,1177.49,799.92,259.2,17.96,6.06,591.09,0.0,0.22038944999915422
2009,VBG Group AB (publ),Consumer Goods Conglomerates,Other,682.27,450.63,2.52,18.28,6.8,481.44,0.0,0.49975074775672973
2010,VBG Group AB (publ),Consumer Goods Conglomerates,Other,857.7,554.94,3.92,18.81,6.37,490.51,0.0,0.6346047990866649
2011,VBG Group AB (publ),Consumer Goods Conglomerates,Other,1020.06,647.46,4.18,24.62,5.74,552.36,0.0,0.7011731479469909
2012,VBG Group AB (publ),Consumer Goods Conglomerates,Other,949.48,1198.94,230.49999999999997,29.2,5.53,538.98,0.0,-0.8465805781290585
2013,VBG Group AB (publ),Consumer Goods Conglomerates,Other,1057.24,1248.8,248.73,26.53,7.42,695.1,0.0,-0.6059272047187454
2014,VBG Group AB (publ),Consumer Goods Conglomerates,Other,1090.21,1319.1,328.73,33.26,6.87,783.74,0.0,-0.6778140709929312
2015,VBG Group AB (publ),Consumer Goods Conglomerates,Other,1257.52,1487.36,331.48,38.83,6.27,912.08,0.0,-0.5797298482589246
2016,VBG Group AB (publ),Consumer Goods Conglomerates,Other,1516.04,1802.84,372.89,45.96,9.72,972.35,0.0,-0.6411785879570114
2017,VBG Group AB (publ),Consumer Goods Conglomerates,Other,2907.02,3745.84,554.84,103.03,30.88,2006.16,0.0,-0.6587261235394984
2018,VBG Group AB (publ),Consumer Goods Conglomerates,Other,3270.57,4310.7,582.0500000000001,127.74,26.0,2172.7,0.0,-0.6997928844295116
2019,VBG Group AB (publ),Consumer Goods Conglomerates,Other,3466.84,4599.96,590.2,127.18,26.28,2276.33,0.0,-0.7127349725215588
2020,VBG Group AB (publ),Consumer Goods Conglomerates,Other,3221.06,4265.06,560.9,116.3,19.65,2610.69,0.0,-0.5777208324236123
2021,VBG Group AB (publ),Consumer Goods Conglomerates,Other,3619.19,4903.6,561.16,110.24,14.16,2721.7,0.0,-0.642793107249146
2022,VBG Group AB (publ),Consumer Goods Conglomerates,Other,4351.64,6143.04,671.58,127.68,35.55,3095.14,0.0,-0.7659911991056947
2023,VBG Group AB (publ),Consumer Goods Conglomerates,Other,5712.64,7844.22,811.25,141.45,69.84,3698.93,0.0,-0.7762298826958067
2024,VBG Group AB (publ),Consumer Goods Conglomerates,Other,5673.69,7674.64,823.93,165.64,45.73,4248.85,0.0,-0.6366357955682127
