Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2005,Dios Fastigheter AB,Real Estate Operations,Real Estate,97.56,0.0,5.78,0.0,14.51,498.2,0.0,0.1550983540746688
2006,Dios Fastigheter AB,Real Estate Operations,Real Estate,204.22,0.0,15.05,0.0,28.61,1107.19,0.0,0.14501576061922525
2007,Dios Fastigheter AB,Real Estate Operations,Real Estate,322.43,0.0,19.66,0.0,67.46,1151.55,0.0,0.20434197386131736
2008,Dios Fastigheter AB,Real Estate Operations,Real Estate,401.88,0.0,23.47,0.0,0.0,960.91,0.0,0.39380379015724676
2009,Dios Fastigheter AB,Real Estate Operations,Real Estate,392.94,0.0,26.7,0.0,85.9,934.13,0.0,0.30010812199586784
2010,Dios Fastigheter AB,Real Estate Operations,Real Estate,419.23,0.0,25.97,0.0,103.45,1317.33,0.0,0.21999802631079535
2011,Dios Fastigheter AB,Real Estate Operations,Real Estate,519.41,0.0,30.69,0.0,126.44,2364.04,0.0,0.15324613796720868
2012,Dios Fastigheter AB,Real Estate Operations,Real Estate,1143.89,0.0,51.57,0.0,276.73,2641.77,0.0,0.308728617555654
2013,Dios Fastigheter AB,Real Estate Operations,Real Estate,1179.59,0.0,52.35,0.0,264.44,3048.84,0.0,0.28299287597906086
2014,Dios Fastigheter AB,Real Estate Operations,Real Estate,1205.18,0.0,53.28,0.0,240.67,3225.36,0.0,0.282520400823474
2015,Dios Fastigheter AB,Real Estate Operations,Real Estate,1257.28,515.34,55.45,0.0,193.13,3828.33,37.68,0.12761477595764106
2016,Dios Fastigheter AB,Real Estate Operations,Real Estate,1315.82,524.36,61.86,0.0,188.54,4049.32,40.78,0.13228527419867483
2017,Dios Fastigheter AB,Real Estate Operations,Real Estate,1664.59,618.77,70.69,0.0,163.65,6845.42,45.03,0.11776879594220986
2018,Dios Fastigheter AB,Real Estate Operations,Real Estate,1695.01,627.43,66.49,0.0,147.03,7601.95,47.82,0.11164518671803204
2019,Dios Fastigheter AB,Real Estate Operations,Real Estate,1725.3,620.7,67.93,0.0,136.8,7900.75,54.38,0.11311820171386261
2020,Dios Fastigheter AB,Real Estate Operations,Real Estate,1922.1,674.47,77.78,0.0,173.99,9492.83,59.52,0.10425288018131662
2021,Dios Fastigheter AB,Real Estate Operations,Real Estate,1971.34,679.5,75.17,0.0,161.36,11445.83,72.1,0.09162323438326157
2022,Dios Fastigheter AB,Real Estate Operations,Real Estate,2098.87,703.11,85.51,0.0,259.39,11391.19,0.0,0.09225199474330598
2023,Dios Fastigheter AB,Real Estate Operations,Real Estate,2492.17,789.25,88.58,0.0,811.15,11042.19,0.0,0.07273828832867395
2024,Dios Fastigheter AB,Real Estate Operations,Real Estate,2569.95,812.58,86.44,0.0,732.24,11986.57,0.0,0.07831181063473536
