Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
1997,Nolato AB,Chemicals,Materials,1443.81,1113.25,53.56,0.0,10.84,476.88,0.0,0.5581278309008555
2004,Nolato AB,Chemicals,Materials,2203.2,1840.74,51.39,0.0,0.0,603.75,0.0,0.515229813664596
2005,Nolato AB,Chemicals,Materials,1948.59,1598.77,39.73,0.0,11.23,706.5,0.0,0.42301486199575355
2006,Nolato AB,Chemicals,Materials,2351.19,2113.63,59.17,187.96,9.57,718.4,0.0,0.49663140311804005
2007,Nolato AB,Chemicals,Materials,2098.4,1762.1,46.8,0.0,0.0,740.92,0.0,0.3907304432327379
2008,Nolato AB,Chemicals,Materials,2415.41,2039.93,57.31,182.18,18.82,940.8,0.0,0.511830357142857
2009,Nolato AB,Chemicals,Materials,2141.45,1870.68,58.43,134.15,8.23,878.7,0.0,0.38495504722886054
2010,Nolato AB,Chemicals,Materials,2834.36,2423.7,55.43,157.88,6.72,1022.97,0.0,0.4950194042836059
2011,Nolato AB,Chemicals,Materials,2571.22,4508.5,184.83,177.92,8.64,998.73,0.0,-1.9553132478247377
2012,Nolato AB,Chemicals,Materials,3329.39,5763.26,201.96,213.14,7.73,1001.56,0.0,-2.4266344502575987
2013,Nolato AB,Chemicals,Materials,4081.19,6981.88,226.53,190.43,7.22,1270.43,0.0,-2.3173335012554803
2014,Nolato AB,Chemicals,Materials,3889.27,6466.82,239.75,208.52,5.51,1501.97,0.0,-1.74057404608614
2015,Nolato AB,Chemicals,Materials,4518.55,7465.26,265.8,331.77,4.78,1840.91,0.0,-1.5674421889174377
2016,Nolato AB,Chemicals,Materials,4366.76,7331.28,279.85,384.93,4.91,1754.39,0.0,-1.6326757448457865
2017,Nolato AB,Chemicals,Materials,6507.29,10926.82,308.9,479.33,10.65,2160.4,0.0,-1.971741344195519
2018,Nolato AB,Chemicals,Materials,7587.27,12820.26,312.78,565.63,7.49,2529.43,0.0,-1.9718395053431008
2019,Nolato AB,Chemicals,Materials,7369.29,12415.84,330.35,444.82,16.75,2781.11,0.0,-1.7794441787631556
2020,Nolato AB,Chemicals,Materials,9578.77,16074.8,439.07,575.2,22.52,3862.5,0.0,-1.6524064724919092
2021,Nolato AB,Chemicals,Materials,11635.62,19629.22,533.17,752.66,28.06,4645.36,0.0,-1.6795619715156633
2022,Nolato AB,Chemicals,Materials,10236.86,17760.1,566.29,642.3,33.26,5075.3,0.0,-1.4739010501842251
2023,Nolato AB,Chemicals,Materials,9500.91,16342.44,681.77,543.42,56.73,5205.98,0.0,-1.3516398449475413
2024,Nolato AB,Chemicals,Materials,9828.26,16375.7,734.27,592.91,61.02,5899.21,0.0,-1.1441904933033407
