Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,Assa Abloy AB,Homebuilding & Construction Supplies,Other,23423.14,13967.08,5647.950000000001,458.81,610.22,10253.63,24.66,0.3557692962545325
2005,Assa Abloy AB,Homebuilding & Construction Supplies,Other,24013.55,14258.53,5755.93,507.88,470.74,12178.62,60.29,0.32978672120311353
2006,Assa Abloy AB,Homebuilding & Construction Supplies,Other,27094.34,17347.62,6251.2699999999995,625.65,582.14,12424.08,0.0,0.28484684580266717
2007,Assa Abloy AB,Homebuilding & Construction Supplies,Other,29079.38,17119.13,6582.08,672.6,650.93,13007.72,169.04,0.4098002847437458
2008,Assa Abloy AB,Homebuilding & Construction Supplies,Other,29789.75,18682.64,6658.629999999999,770.64,698.79,16606.3,144.94,0.2698504707711192
2009,Assa Abloy AB,Homebuilding & Construction Supplies,Other,28774.57,17924.95,6379.08,757.16,559.64,15512.29,131.08,0.2984050111964365
2010,Assa Abloy AB,Homebuilding & Construction Supplies,Other,30924.37,18464.93,6470.75,852.41,592.91,17918.84,146.63,0.3458636835908503
2011,Assa Abloy AB,Homebuilding & Construction Supplies,Other,36090.39,23172.1,13485.74,1038.16,608.04,19775.07,180.48,-0.006881794788918322
2012,Assa Abloy AB,Homebuilding & Construction Supplies,Other,40065.27,48454.06,8226.36,1155.06,514.79,22101.85,156.65,-0.7176979580834288
2013,Assa Abloy AB,Homebuilding & Construction Supplies,Other,43755.01,54299.14,9065.8,1254.5,523.46,27154.01,0.0,-0.695252377089056
2014,Assa Abloy AB,Homebuilding & Construction Supplies,Other,52214.93,64155.58,10427.74,1419.21,280.17,34598.08,1.92,-0.613565028901734
2015,Assa Abloy AB,Homebuilding & Construction Supplies,Other,65109.81,79746.82,12914.11,1847.2,564.1,43510.88,4.19,-0.6036534009941845
2016,Assa Abloy AB,Homebuilding & Construction Supplies,Other,70006.59,87038.62,14745.05,2177.98,587.21,44779.6,4.74,-0.6740371746016577
2017,Assa Abloy AB,Homebuilding & Construction Supplies,Other,73726.96,89374.46,15191.41,2172.97,565.51,50680.73,9.01,-0.5766738988994616
2018,Assa Abloy AB,Homebuilding & Construction Supplies,Other,78708.29,96165.94,16846.13,2709.2,592.78,50637.36,9.76,-0.6355220198108008
2019,Assa Abloy AB,Homebuilding & Construction Supplies,Other,87501.86,105154.1,18196.63,3318.46,730.51,55456.2,10.31,-0.5996577033600998
2020,Assa Abloy AB,Homebuilding & Construction Supplies,Other,89707.18,109176.88,20085.84,3993.63,582.36,61472.1,9.4,-0.5878885518407978
2021,Assa Abloy AB,Homebuilding & Construction Supplies,Other,95216.69,114714.62,19344.6,3944.69,556.22,67792.26,8.77,-0.5229132949750173
2022,Assa Abloy AB,Homebuilding & Construction Supplies,Other,114770.82,138458.88,22687.55,4593.0,707.86,80961.99,11.3,-0.5247467405609924
2023,Assa Abloy AB,Homebuilding & Construction Supplies,Other,140051.33,167628.46,28811.26,5685.02,2278.19,92248.84,16.11,-0.5742327937098541
2024,Assa Abloy AB,Homebuilding & Construction Supplies,Other,152714.38,177840.32,32990.380000000005,6204.7,3189.3,110079.23,10.28,-0.5005101757651571
