Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,Investment AB Latour,Investment Holding Companies,Financials,4068.72,3085.95,0.0,0.0,0.0,3063.48,1.83,0.3206103134756354
2005,Investment AB Latour,Investment Holding Companies,Financials,4190.84,3152.63,0.0,0.0,45.78,7364.74,2.55,0.1347076061889786
2006,Investment AB Latour,Investment Holding Companies,Financials,4623.19,3478.92,0.0,0.0,37.42,9947.46,0.91,0.11125943244973796
2007,Investment AB Latour,Investment Holding Companies,Financials,5833.21,4320.74,0.0,0.0,69.34,8526.04,1.68,0.16922811724587583
2008,Investment AB Latour,Investment Holding Companies,Financials,6047.93,4273.15,0.0,58.16,70.99,7018.66,0.89,0.25100611862583794
2009,Investment AB Latour,Investment Holding Companies,Financials,4477.12,3026.17,0.0,65.84,0.0,8054.7,0.81,0.18829223723885882
2010,Investment AB Latour,Investment Holding Companies,Financials,5031.31,3292.06,0.0,89.02,49.55,10654.82,0.0,0.16694040819084702
2011,Investment AB Latour,Investment Holding Companies,Financials,6193.56,4006.69,0.0,120.92,68.23,9101.39,0.0,0.2460679083085112
2012,Investment AB Latour,Investment Holding Companies,Financials,5833.74,3694.64,1158.5,136.65,61.02,9336.72,0.0,0.11312645125911457
2013,Investment AB Latour,Investment Holding Companies,Financials,6267.09,3970.18,1233.74,140.79,55.96,10987.14,0.0,0.10448578975056295
2014,Investment AB Latour,Investment Holding Companies,Financials,5775.12,3389.57,1179.46,142.38,118.5,12961.82,0.0,0.09489176674263335
2015,Investment AB Latour,Investment Holding Companies,Financials,6870.57,4028.07,1343.33,185.48,61.19,16828.74,0.0,0.0964694920713018
2016,Investment AB Latour,Investment Holding Companies,Financials,8193.44,4771.32,1557.38,224.87,48.12,18219.09,101.47,0.11143163746086367
2017,Investment AB Latour,Investment Holding Companies,Financials,9615.68,5698.72,1777.88,276.95,52.29,20258.08,102.07,0.11609639418177173
2018,Investment AB Latour,Investment Holding Companies,Financials,11036.28,6623.64,1912.27,307.16,52.44,21242.51,92.71,0.12913342351285811
2019,Investment AB Latour,Investment Holding Companies,Financials,12784.36,7724.78,2084.51,306.16,55.84,24388.61,75.01,0.13184434683010937
2020,Investment AB Latour,Investment Holding Companies,Financials,15380.89,9365.88,2267.01,415.53,80.86,30351.78,84.58,0.13413791925184218
2021,Investment AB Latour,Investment Holding Companies,Financials,18607.98,11504.34,2774.11,477.05,62.14,30741.42,129.58,0.1536859836092125
2022,Investment AB Latour,Investment Holding Companies,Financials,21483.72,13432.19,3035.71,534.93,91.21,35001.89,51.77,0.1557480730970746
2023,Investment AB Latour,Investment Holding Companies,Financials,25429.31,15523.33,3638.73,659.87,360.29,41119.29,55.37,0.15948717002156182
2024,Investment AB Latour,Investment Holding Companies,Financials,26326.0,15956.69,3871.71,771.9,415.95,44855.81,320.77,0.15170581748330664
