Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2014,John Mattson Fastighetsforetagen publ AB,Real Estate Operations,Real Estate,138.44,32.7,10.92,0.0,29.34,988.61,0.0,0.06623440992909235
2015,John Mattson Fastighetsforetagen publ AB,Real Estate Operations,Real Estate,151.58,33.76,10.11,0.0,30.96,1082.49,0.0,0.07090134781845563
2016,John Mattson Fastighetsforetagen publ AB,Real Estate Operations,Real Estate,179.31,36.53,11.19,0.0,37.12,1835.75,0.0,0.051461255617594986
2017,John Mattson Fastighetsforetagen publ AB,Real Estate Operations,Real Estate,181.66,36.99,11.14,0.0,42.22,2171.1,0.0,0.04205702178619132
2018,John Mattson Fastighetsforetagen publ AB,Real Estate Operations,Real Estate,204.43,43.92,35.02,0.0,39.43,2689.47,0.0,0.03199886966577057
2019,John Mattson Fastighetsforetagen publ AB,Real Estate Operations,Real Estate,235.44,53.42,35.36,0.0,46.34,2751.85,0.0,0.036455475407453156
2020,John Mattson Fastighetsforetagen publ AB,Real Estate Operations,Real Estate,300.9,65.2,42.68,0.0,60.08,3564.59,0.0,0.037294611722526294
2021,John Mattson Fastighetsforetagen publ AB,Real Estate Operations,Real Estate,408.8,97.92,56.93,0.0,85.79,5011.59,103.47,0.03287546969146011
2022,John Mattson Fastighetsforetagen publ AB,Real Estate Operations,Real Estate,589.94,134.16,55.87,0.0,167.32,5210.94,99.12,0.04380176495180847
2023,John Mattson Fastighetsforetagen publ AB,Real Estate Operations,Real Estate,607.52,123.31,50.76,0.0,242.95,5552.91,81.04,0.03381286663885906
2024,John Mattson Fastighetsforetagen publ AB,Real Estate Operations,Real Estate,653.62,131.5,51.26,0.0,215.71,6110.79,87.39,0.041165309816752656
