Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2014,Alligator Bioscience AB,Biotechnology & Medical Research,Health Care,0.0,0.0,70.0,38.9,0.0,65.68,0.0,-0.4735079171741778
2015,Alligator Bioscience AB,Biotechnology & Medical Research,Health Care,277.08,0.0,74.53,47.32,0.0,415.45,0.0,0.6014442171139728
2016,Alligator Bioscience AB,Biotechnology & Medical Research,Health Care,57.19,0.0,89.12,58.9,1.81,641.24,0.0,0.03923647932131494
2017,Alligator Bioscience AB,Biotechnology & Medical Research,Health Care,55.07,0.0,113.17,85.2,5.98,618.36,0.0,0.03415486124587619
2018,Alligator Bioscience AB,Biotechnology & Medical Research,Health Care,25.25,0.0,164.53,130.63,5.23,457.0,0.0,-0.030371991247264783
2019,Alligator Bioscience AB,Biotechnology & Medical Research,Health Care,4.06,0.0,193.9,161.55,1.35,242.38,0.0,-0.12228731743543196
2020,Alligator Bioscience AB,Biotechnology & Medical Research,Health Care,4.45,0.0,142.72,112.84,1.22,120.34,0.0,-0.22145587502077443
2021,Alligator Bioscience AB,Biotechnology & Medical Research,Health Care,12.97,0.0,145.86,110.37,0.17,275.01,0.0,-0.0825060906876114
2022,Alligator Bioscience AB,Biotechnology & Medical Research,Health Care,33.92,0.0,207.28000000000003,177.62,0.61,83.82,0.0,0.04354569315199209
2023,Alligator Bioscience AB,Biotechnology & Medical Research,Health Care,57.83,0.0,298.98,263.34,1.38,11.94,0.0,1.742881072026797
2024,Alligator Bioscience AB,Biotechnology & Medical Research,Health Care,58.75,0.0,244.21,208.8,20.69,-134.26,0.0,-0.01973782213615375
