Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,Concejo AB (publ),Investment Banking & Investment Services,Financials,544.88,360.26,163.89,24.32,13.76,89.24,0.0,0.35062752129090113
2005,Concejo AB (publ),Investment Banking & Investment Services,Financials,568.6,294.02,136.04,17.88,9.24,80.16,1.7,1.797947715612021
2006,Concejo AB (publ),Investment Banking & Investment Services,Financials,515.83,300.56,187.08,27.67,8.09,187.11,1.82,0.252844969036151
2007,Concejo AB (publ),Investment Banking & Investment Services,Financials,655.35,368.54,234.8,27.91,12.05,207.98,0.0,0.3263294547552649
2008,Concejo AB (publ),Investment Banking & Investment Services,Financials,798.95,461.96,275.15000000000003,28.91,14.2,219.19,29.61,0.3076768488745982
2009,Concejo AB (publ),Investment Banking & Investment Services,Financials,738.64,439.15,257.03,34.4,15.23,216.84,25.89,0.25390351419272456
2010,Concejo AB (publ),Investment Banking & Investment Services,Financials,777.92,510.19,236.16000000000005,33.93,9.83,211.01,19.61,0.24139276732286843
2011,Concejo AB (publ),Investment Banking & Investment Services,Financials,813.95,532.64,239.07,34.72,18.91,213.98,25.51,0.24239007891770042
2012,Concejo AB (publ),Investment Banking & Investment Services,Financials,743.48,497.69,213.91,33.78,19.51,202.79,25.42,0.20222601989395741
2013,Concejo AB (publ),Investment Banking & Investment Services,Financials,802.43,529.69,229.69,36.1,24.28,215.92,34.68,0.21895450917797243
2014,Concejo AB (publ),Investment Banking & Investment Services,Financials,1153.1,772.44,286.14,41.15,30.5,261.67,52.62,0.3346272550828848
2015,Concejo AB (publ),Investment Banking & Investment Services,Financials,1496.78,984.02,356.63,42.36,43.22,330.82,63.0,0.3942664161291961
2016,Concejo AB (publ),Investment Banking & Investment Services,Financials,1476.47,936.2,399.37,51.85,52.14,360.36,63.73,0.3315569808295409
2017,Concejo AB (publ),Investment Banking & Investment Services,Financials,1271.73,750.18,413.87,51.42,54.03,568.37,68.04,0.16509797143351
2018,Concejo AB (publ),Investment Banking & Investment Services,Financials,344.9,265.77,130.45,3.09,58.62,361.56,27.13,-0.27489773341223084
2019,Concejo AB (publ),Investment Banking & Investment Services,Financials,263.91,209.57,115.3,13.96,61.05,228.04,30.47,-0.417972225445824
2020,Concejo AB (publ),Investment Banking & Investment Services,Financials,261.7,250.55,212.17,13.51,15.05,1316.74,0.0,-0.15383446997888728
2021,Concejo AB (publ),Investment Banking & Investment Services,Financials,261.78,233.41,406.91,7.32,3.31,926.05,0.0,-0.40443820528049246
2022,Concejo AB (publ),Investment Banking & Investment Services,Financials,353.17,196.01,183.47,8.55,3.9,778.05,0.0,-0.027838827838827792
2023,Concejo AB (publ),Investment Banking & Investment Services,Financials,532.67,309.83,209.71,19.41,5.27,766.65,62.52,0.03288830999674369
2024,Concejo AB (publ),Investment Banking & Investment Services,Financials,586.1,353.1,277.44,34.17,5.8,692.42,63.33,-0.02126364538537874
