Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2021,Asker Healthcare Group AB,Healthcare Equipment & Supplies,Health Care,9374.65,0.0,968.13,0.0,33.07,1744.93,28.25,4.7222786180759995
2022,Asker Healthcare Group AB,Healthcare Equipment & Supplies,Health Care,11133.79,0.0,1448.9799999999998,0.0,60.81,2600.72,26.36,3.6633829194390737
2023,Asker Healthcare Group AB,Healthcare Equipment & Supplies,Health Care,13389.45,0.0,1939.79,0.0,159.24,3043.45,18.12,3.6877876383685497
2024,Asker Healthcare Group AB,Healthcare Equipment & Supplies,Health Care,15280.39,9302.48,4933.45,0.0,192.21,3566.46,33.93,0.23671046747713442
