Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2013,Saniona AB,Biotechnology & Medical Research,Health Care,12.02,0.6,12.53,0.0,0.0,-2.73,0.0,0.40659340659340637
2014,Saniona AB,Biotechnology & Medical Research,Health Care,19.95,1.59,25.25,0.0,0.01,8.42,0.0,-0.819477434679335
2015,Saniona AB,Biotechnology & Medical Research,Health Care,13.03,1.96,37.19,0.0,0.04,55.41,0.0,-0.4721169463995668
2016,Saniona AB,Biotechnology & Medical Research,Health Care,73.57,1.45,67.66,0.0,0.23,51.45,0.0,0.08221574344023311
2017,Saniona AB,Biotechnology & Medical Research,Health Care,20.04,3.16,71.71,0.0,0.36,37.65,0.0,-1.4658698539176627
2018,Saniona AB,Biotechnology & Medical Research,Health Care,51.4,3.83,97.74,0.0,0.15,38.5,0.0,-1.3070129870129867
2019,Saniona AB,Biotechnology & Medical Research,Health Care,6.7,3.27,88.51,0.0,0.08,50.53,0.0,-1.6853354442905204
2020,Saniona AB,Biotechnology & Medical Research,Health Care,8.39,3.33,163.27,0.0,10.87,630.13,0.0,-0.26832558360973136
2021,Saniona AB,Biotechnology & Medical Research,Health Care,10.5,4.64,409.65,0.0,8.91,274.75,0.0,-1.5020928116469516
2022,Saniona AB,Biotechnology & Medical Research,Health Care,14.52,4.25,217.3,0.0,9.87,49.61,0.0,-4.372102398709938
2023,Saniona AB,Biotechnology & Medical Research,Health Care,16.76,5.04,81.09,0.0,11.21,-22.09,0.0,3.64780443639656
2024,Saniona AB,Biotechnology & Medical Research,Health Care,340.36,5.18,84.21000000000001,0.0,6.16,238.33,0.0,1.027189191457223
