Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
1995,L E Lundbergforetagen AB (publ),Investment Holding Companies,Financials,1045.25,180.64,0.0,0.0,223.87,0.0,0.0,
2004,L E Lundbergforetagen AB (publ),Investment Holding Companies,Financials,17283.35,7020.7,6854.61,0.0,233.99,15364.91,14404.03,0.10662287605806582
2005,L E Lundbergforetagen AB (publ),Investment Holding Companies,Financials,16745.23,7525.72,5948.54,0.0,217.66,17873.07,13812.4,0.09636309639718137
2006,L E Lundbergforetagen AB (publ),Investment Holding Companies,Financials,19089.69,9053.2,6196.450000000001,0.0,244.52,22979.77,16806.43,0.09037103317230591
2007,L E Lundbergforetagen AB (publ),Investment Holding Companies,Financials,19977.66,0.0,13536.0,0.0,0.0,22169.56,15746.01,0.16989484794769008
2008,L E Lundbergforetagen AB (publ),Investment Holding Companies,Financials,19116.28,9551.3,7011.02,0.0,574.77,18135.77,15399.62,0.059017950887107595
2009,L E Lundbergforetagen AB (publ),Investment Holding Companies,Financials,17343.09,7667.9,5964.29,0.0,471.58,20571.66,14178.87,0.09321642000855816
2010,L E Lundbergforetagen AB (publ),Investment Holding Companies,Financials,17779.64,8923.83,6127.26,0.0,429.98,26341.18,16078.54,0.05418635483685416
2011,L E Lundbergforetagen AB (publ),Investment Holding Companies,Financials,19522.98,9334.82,6739.42,0.0,459.49,26872.05,17801.03,0.06691389982512959
2012,L E Lundbergforetagen AB (publ),Investment Holding Companies,Financials,18578.93,8850.3,6081.26,0.0,466.66,30715.23,18533.06,0.06458518661257073
2013,L E Lundbergforetagen AB (publ),Investment Holding Companies,Financials,18118.97,0.0,13944.82,0.0,0.0,37465.41,21121.36,0.07124731402669922
2014,L E Lundbergforetagen AB (publ),Investment Holding Companies,Financials,18327.54,8304.9,6172.860000000001,0.0,367.43,42012.09,22306.25,0.0541424110137171
2015,L E Lundbergforetagen AB (publ),Investment Holding Companies,Financials,19453.87,8719.68,6883.0,0.0,325.08,50260.17,25919.2,0.04628694093952206
2016,L E Lundbergforetagen AB (publ),Investment Holding Companies,Financials,19007.72,9092.91,6465.2,0.0,318.15,54154.67,25542.01,0.03929222647668638
2017,L E Lundbergforetagen AB (publ),Investment Holding Companies,Financials,19758.13,9108.26,6684.49,0.0,296.31,62636.45,28774.58,0.040138154006141284
2018,L E Lundbergforetagen AB (publ),Investment Holding Companies,Financials,18934.45,8746.61,6647.05,0.0,229.43,62614.08,30916.21,0.03540414554472139
2019,L E Lundbergforetagen AB (publ),Investment Holding Companies,Financials,20151.79,9265.82,6701.129999999999,0.0,195.42,76134.48,41457.83,0.033925857906864844
2020,L E Lundbergforetagen AB (publ),Investment Holding Companies,Financials,20353.99,9062.93,6951.49,0.0,252.8,89020.2,45392.45,0.030404653133466245
2021,L E Lundbergforetagen AB (publ),Investment Holding Companies,Financials,24886.81,10732.64,7735.040000000001,0.0,290.64,97019.65,46360.08,0.04274307114401737
2022,L E Lundbergforetagen AB (publ),Investment Holding Companies,Financials,27737.57,11035.93,9050.13,0.0,291.69,93956.15,50941.27,0.05079331295201806
2023,L E Lundbergforetagen AB (publ),Investment Holding Companies,Financials,28528.61,11695.49,9203.33,0.0,501.62,108285.6,53129.99,0.044160356505836905
2024,L E Lundbergforetagen AB (publ),Investment Holding Companies,Financials,29809.21,13723.36,10206.58,0.0,581.72,116928.4,54460.28,0.030909567656393633
