Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2005,Bjorn Borg AB,Textiles & Apparel,Other,158.62,75.87,0.0,6.06,0.14,70.35,0.0,1.2604122245913292
2006,Bjorn Borg AB,Textiles & Apparel,Other,282.42,139.29,0.0,7.14,0.18,125.7,0.0,1.1940334128878283
2007,Bjorn Borg AB,Textiles & Apparel,Other,428.94,199.21,0.0,9.41,2.63,288.41,0.07,0.8198488630061008
2008,Bjorn Borg AB,Textiles & Apparel,Other,450.37,207.89,0.0,10.46,0.0,367.96,0.07,0.6872809281852024
2009,Bjorn Borg AB,Textiles & Apparel,Other,427.89,208.44,0.0,10.86,2.34,372.96,0.09,0.6110977080820266
2010,Bjorn Borg AB,Textiles & Apparel,Other,450.17,208.98,0.0,11.35,1.67,370.73,0.89,0.6750713094020775
2011,Bjorn Borg AB,Textiles & Apparel,Other,463.38,224.82,0.0,11.41,2.43,344.45,-3.34,0.7256896602269062
2012,Bjorn Borg AB,Textiles & Apparel,Other,473.91,236.17,0.0,9.57,8.82,294.66,-8.42,0.8331819452207938
2013,Bjorn Borg AB,Textiles & Apparel,Other,450.58,0.0,208.2,0.0,11.19,264.5,-12.75,0.9183316782522344
2014,Bjorn Borg AB,Textiles & Apparel,Other,500.16,0.0,207.7,0.0,9.85,273.85,-4.45,1.0490348923533779
2015,Bjorn Borg AB,Textiles & Apparel,Other,558.84,0.0,235.38,0.0,7.92,304.21,-7.05,1.0618522008345674
2016,Bjorn Borg AB,Textiles & Apparel,Other,627.05,0.0,248.86,0.0,7.97,274.16,-0.26,1.3516611902154065
2017,Bjorn Borg AB,Textiles & Apparel,Other,681.96,0.0,308.68000000000006,0.0,5.86,277.58,0.49,1.3213219692883087
2018,Bjorn Borg AB,Textiles & Apparel,Other,671.24,0.0,313.09999999999997,0.0,3.41,274.9,-5.72,1.3178170740768262
2019,Bjorn Borg AB,Textiles & Apparel,Other,724.98,0.0,297.53,0.0,4.08,248.37,-5.52,1.7433395099855882
2020,Bjorn Borg AB,Textiles & Apparel,Other,751.24,0.0,331.86,0.0,4.05,303.88,-5.53,1.3920898273839448
2021,Bjorn Borg AB,Textiles & Apparel,Other,797.85,0.0,305.52,0.0,3.13,325.62,-5.72,1.5292278837136608
2022,Bjorn Borg AB,Textiles & Apparel,Other,818.08,0.0,325.62,0.0,2.68,305.73,-6.21,1.635216346153846
2023,Bjorn Borg AB,Textiles & Apparel,Other,887.58,0.0,355.40000000000003,0.0,4.73,353.19,-6.35,1.520730019605582
2024,Bjorn Borg AB,Textiles & Apparel,Other,1030.11,0.0,416.82,0.0,6.5,362.38,-7.08,1.707824373768646
