Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,C Rad AB,Healthcare Equipment & Supplies,Health Care,0.12,0.0,0.54,0.0,0.08,3.46,0.0,-0.14450867052023122
2005,C Rad AB,Healthcare Equipment & Supplies,Health Care,0.08,0.0,6.07,0.0,0.08,3.54,0.0,-1.7146892655367232
2006,C Rad AB,Healthcare Equipment & Supplies,Health Care,0.65,0.0,0.0,0.0,0.0,4.56,0.0,0.14254385964912283
2007,C Rad AB,Healthcare Equipment & Supplies,Health Care,4.38,0.0,12.04,0.0,0.08,26.62,0.0,-0.29075882794891056
2008,C Rad AB,Healthcare Equipment & Supplies,Health Care,1.1,0.0,16.26,0.0,0.0,31.17,0.0,-0.4863650946422843
2009,C Rad AB,Healthcare Equipment & Supplies,Health Care,4.03,0.0,14.15,0.0,0.0,24.12,0.0,-0.4195688225538972
2010,C Rad AB,Healthcare Equipment & Supplies,Health Care,11.95,0.0,18.21,0.0,0.0,41.75,0.0,-0.14994011976047908
2011,C Rad AB,Healthcare Equipment & Supplies,Health Care,12.88,0.0,24.96,0.0,0.0,31.25,0.0,-0.38656
2012,C Rad AB,Healthcare Equipment & Supplies,Health Care,22.15,0.0,26.48,0.0,0.46,13.92,0.0,-0.344109195402299
2013,C Rad AB,Healthcare Equipment & Supplies,Health Care,40.65,0.0,39.37,0.0,0.41,35.84,0.0,0.024274553571428603
2014,C Rad AB,Healthcare Equipment & Supplies,Health Care,48.86,0.0,43.51,0.0,0.0,36.89,0.0,0.14502575223637845
2015,C Rad AB,Healthcare Equipment & Supplies,Health Care,63.26,0.0,55.19,0.0,0.31,41.91,0.0,0.18515867334764977
2016,C Rad AB,Healthcare Equipment & Supplies,Health Care,81.16,0.0,73.85,0.0,0.05,66.95,0.0,0.10843913368185217
2017,C Rad AB,Healthcare Equipment & Supplies,Health Care,128.91,52.77,85.31,0.0,0.0,71.45,0.0,-0.12834149755073498
2018,C Rad AB,Healthcare Equipment & Supplies,Health Care,178.03,74.92,98.21,0.0,0.01,91.38,0.0,0.05351280367695345
2019,C Rad AB,Healthcare Equipment & Supplies,Health Care,191.14,78.51,108.44,0.0,0.12,78.14,0.0,0.05208599948809807
2020,C Rad AB,Healthcare Equipment & Supplies,Health Care,226.83,92.12,111.74,0.0,0.12,208.62,0.0,0.10952928770012468
2021,C Rad AB,Healthcare Equipment & Supplies,Health Care,261.73,95.71,124.45,0.0,0.15,225.15,0.0,0.18396624472573855
2022,C Rad AB,Healthcare Equipment & Supplies,Health Care,286.3,100.85,170.17000000000002,0.0,0.19,228.3,0.0,0.06609724047306176
2023,C Rad AB,Healthcare Equipment & Supplies,Health Care,422.61,149.51,228.29,0.0,0.34,273.01,0.0,0.16288780630746136
2024,C Rad AB,Healthcare Equipment & Supplies,Health Care,476.98,154.38,247.01,0.0,0.13,334.12,0.0,0.2258470010774573
