Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
1997,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,243.35,75.38,0.0,0.0,1.55,82.59,0.0,2.0150139242038985
2004,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,770.32,340.25,64.11,162.75,9.7,829.28,0.0,0.6258561643835616
2005,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,1101.92,502.2,253.76,268.57,10.12,870.6,0.0,0.6942453480358373
2006,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,1047.8,478.62,238.73,277.14,8.78,1010.54,0.0,0.5925643715241355
2007,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,453.29,320.47,221.31,241.83,9.46,763.18,0.0,0.1885269530123955
2008,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,486.35,348.24,210.08,127.99,9.73,790.14,0.0,0.058584554635887305
2009,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,682.18,412.65,92.63,206.91,5.63,847.26,0.0,0.44635649033354574
2010,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,1081.49,549.8,301.16999999999996,267.16,1.85,1140.73,0.0,0.43466026141155234
2011,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,1034.34,612.83,82.3,249.61,0.74,1068.76,0.0,0.5502451439050862
2012,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,1163.59,637.71,67.7,249.2,0.71,1000.09,0.0,0.7066064054235117
2013,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,899.8,497.0,71.2,165.5,0.48,1098.37,0.0,0.4521427205768548
2014,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,1354.91,701.16,82.63,181.59,0.39,1157.0,0.0,0.6502333621434746
2015,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,1735.29,706.93,87.11,255.02,0.46,1327.28,0.0,0.900947803025737
2016,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,2277.41,892.62,135.36,342.12,2.01,1338.66,0.0,1.1874112918889037
2017,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,2905.09,1243.46,175.67,336.98,9.13,1781.34,-0.03,1.0182449994666847
2018,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,3540.4,1576.13,213.62,445.89,10.79,2318.71,2.82,0.9415127092908555
2019,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,4008.02,1775.55,220.55,520.2,8.38,2786.73,5.63,0.9038018020599063
2020,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,3973.16,1844.31,241.54,526.07,9.21,3512.69,14.62,0.681587385287939
2021,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,4645.23,2356.19,243.54,549.21,9.02,3853.27,40.92,0.6639866056869335
2022,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,4863.79,2689.86,264.14,606.19,7.6,4389.12,37.65,0.5666388811706956
2023,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,5679.05,2836.54,336.4,649.92,6.97,5282.49,36.24,0.592069911426224
2024,Mycronic AB (publ),Semiconductors & Semiconductor Equipment,Information Technology,7176.95,3394.74,367.14,759.7,15.25,6715.52,44.21,0.6153381865843754
