Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2008,Kdventures AB,Healthcare Equipment & Supplies,Health Care,19.87,0.0,21.79,6.43,0.36,1467.48,0.0,0.0028279772126366294
2009,Kdventures AB,Healthcare Equipment & Supplies,Health Care,24.95,0.0,27.18,7.48,0.02,1616.89,0.0,0.0032346047040924244
2010,Kdventures AB,Healthcare Equipment & Supplies,Health Care,11.67,0.0,36.44,0.0,0.02,1460.92,0.0,-0.016968759411877442
2011,Kdventures AB,Healthcare Equipment & Supplies,Health Care,9.05,0.0,51.71,55.03,0.03,1630.33,0.0,0.007569019769003823
2012,Kdventures AB,Healthcare Equipment & Supplies,Health Care,8.55,0.0,53.99,54.59,0.05,1810.94,0.0,0.005025014633284372
2013,Kdventures AB,Healthcare Equipment & Supplies,Health Care,4.47,0.0,34.56,0.0,0.04,1844.95,0.0,-0.016331065882544245
2014,Kdventures AB,Healthcare Equipment & Supplies,Health Care,4.62,0.0,47.7,0.0,0.0,1204.66,0.0,-0.03576112762107151
2015,Kdventures AB,Healthcare Equipment & Supplies,Health Care,2.81,0.0,29.8,0.0,38.3,259.42,0.0,-0.2516768175159972
2016,Kdventures AB,Healthcare Equipment & Supplies,Health Care,5.26,0.0,17.03,0.0,44.42,28.27,0.0,-1.9876193845065442
2017,Kdventures AB,Healthcare Equipment & Supplies,Health Care,2.39,0.0,22.77,0.0,42.12,267.29,0.0,-0.23382842605409854
2018,Kdventures AB,Healthcare Equipment & Supplies,Health Care,2.88,0.0,14.04,0.0,47.62,288.86,0.0,-0.2034895797272035
2019,Kdventures AB,Healthcare Equipment & Supplies,Health Care,3.15,0.0,21.84,0.0,30.14,944.91,0.0,-0.0516768792795081
2020,Kdventures AB,Healthcare Equipment & Supplies,Health Care,2.71,0.0,24.17,0.0,5.82,835.64,0.0,-0.03264563687712412
2021,Kdventures AB,Healthcare Equipment & Supplies,Health Care,2.17,0.0,23.26,0.0,6.3,946.11,0.0,-0.028950122078828047
2022,Kdventures AB,Healthcare Equipment & Supplies,Health Care,2.19,0.0,25.26,0.0,0.8,1168.52,0.0,-0.020427549378701264
2023,Kdventures AB,Healthcare Equipment & Supplies,Health Care,2.0,0.0,21.73,0.0,0.0,1255.26,0.0,-0.015717859248283225
2024,Kdventures AB,Healthcare Equipment & Supplies,Health Care,1.87,0.0,25.55,0.0,0.11,1273.53,0.0,-0.018680360886669335
