Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2020,Viva Wine Group AB,Food & Drug Retailing,Other,2911.81,2364.24,257.92,0.0,3.07,352.94,68.92,0.6793248945147683
2021,Viva Wine Group AB,Food & Drug Retailing,Other,3338.35,2548.61,450.0,0.0,13.03,1619.25,73.07,0.19305450505814492
2022,Viva Wine Group AB,Food & Drug Retailing,Other,3634.3,2798.18,488.38,0.0,16.15,1666.04,89.42,0.18889066113725198
2023,Viva Wine Group AB,Food & Drug Retailing,Other,3962.2,3182.89,504.61,0.0,34.83,1656.13,77.52,0.1383612609234851
2024,Viva Wine Group AB,Food & Drug Retailing,Other,4282.58,3405.92,505.45,0.0,30.51,1701.5,83.28,0.19089187462880572
