Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,Atrium Ljungberg AB,Real Estate Operations,Real Estate,653.52,361.8,72.92,0.0,115.31,1761.13,0.0,0.058763407584902845
2005,Atrium Ljungberg AB,Real Estate Operations,Real Estate,599.78,346.14,348.59,0.0,87.61,1871.47,0.0,-0.09754898555680828
2006,Atrium Ljungberg AB,Real Estate Operations,Real Estate,852.02,455.47,1587.04,0.0,112.16,7106.76,0.0,-0.183297311292347
2007,Atrium Ljungberg AB,Real Estate Operations,Real Estate,1603.83,780.4,77.87,0.0,261.68,7787.14,0.0,0.062138346042321047
2008,Atrium Ljungberg AB,Real Estate Operations,Real Estate,1586.35,776.99,75.38,0.0,308.78,7554.67,0.0,0.0562830672947991
2009,Atrium Ljungberg AB,Real Estate Operations,Real Estate,1629.21,757.33,91.85,0.0,277.6,6809.16,0.0,0.07378736877970263
2010,Atrium Ljungberg AB,Real Estate Operations,Real Estate,1626.21,753.73,62.31,0.0,268.32,7894.89,0.0,0.0686330018530974
2011,Atrium Ljungberg AB,Real Estate Operations,Real Estate,1743.02,784.49,48.63,0.0,0.43,8278.37,0.0,0.1098609992063655
2012,Atrium Ljungberg AB,Real Estate Operations,Real Estate,1785.62,724.32,50.1,0.0,0.86,8778.85,0.0,0.1150879671027526
2013,Atrium Ljungberg AB,Real Estate Operations,Real Estate,2131.3,950.53,55.5,0.0,379.6,10386.51,0.0,0.07179216117829763
2014,Atrium Ljungberg AB,Real Estate Operations,Real Estate,2123.12,897.91,61.82,0.0,389.94,11108.65,0.0,0.0696259221417544
2015,Atrium Ljungberg AB,Real Estate Operations,Real Estate,2359.19,997.41,72.38,0.0,387.13,14602.49,0.0,0.06178877711951866
2016,Atrium Ljungberg AB,Real Estate Operations,Real Estate,2257.52,839.57,95.25,0.0,378.05,15340.0,0.0,0.06158083441981746
2017,Atrium Ljungberg AB,Real Estate Operations,Real Estate,2481.87,917.99,61.97,0.0,360.22,18234.78,0.0,0.0626105716657947
2018,Atrium Ljungberg AB,Real Estate Operations,Real Estate,2461.98,944.9,96.46,0.0,282.81,20196.39,0.0,0.05633729592268717
2019,Atrium Ljungberg AB,Real Estate Operations,Real Estate,2615.87,1011.54,89.34,0.0,0.0,21363.71,0.0,0.07091418110431194
2020,Atrium Ljungberg AB,Real Estate Operations,Real Estate,2905.67,1316.2,93.14,0.0,316.26,23669.94,0.0,0.04985521720798616
2021,Atrium Ljungberg AB,Real Estate Operations,Real Estate,3090.81,1420.13,97.21,0.0,292.64,24884.05,0.0,0.05147192679648208
2022,Atrium Ljungberg AB,Real Estate Operations,Real Estate,2666.11,1069.86,86.46,0.0,0.0,27429.41,0.0,0.055042744266099786
2023,Atrium Ljungberg AB,Real Estate Operations,Real Estate,3217.73,1208.27,87.58,0.0,531.48,27705.16,0.0,0.05018559719561266
2024,Atrium Ljungberg AB,Real Estate Operations,Real Estate,3575.76,1389.22,95.6,0.0,600.03,28711.63,0.0,0.051927041411441985
