Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2014,Acrinova AB (publ),Real Estate Operations,Real Estate,1.08,0.31,0.0,0.0,0.5,15.2,0.0,0.017763157894736845
2015,Acrinova AB (publ),Real Estate Operations,Real Estate,5.03,0.0,2.03,0.0,0.0,44.53,0.0,0.06737031214911296
2016,Acrinova AB (publ),Real Estate Operations,Real Estate,30.98,9.79,16.3,0.0,0.0,174.04,-0.07,0.02810829453354027
2017,Acrinova AB (publ),Real Estate Operations,Real Estate,81.18,23.96,35.04,0.0,0.0,234.39,1.68,0.09395518278476726
2018,Acrinova AB (publ),Real Estate Operations,Real Estate,82.07,24.02,36.92,0.0,0.0,257.14,0.0,0.0821731352570584
2019,Acrinova AB (publ),Real Estate Operations,Real Estate,87.54,27.23,42.07,0.0,3.35,375.37,0.0,0.039667528039001525
2020,Acrinova AB (publ),Real Estate Operations,Real Estate,112.02,31.32,51.83,0.0,3.6,497.29,0.0,0.05081541957409155
2021,Acrinova AB (publ),Real Estate Operations,Real Estate,102.18,29.41,38.87,0.0,0.0,852.48,0.0,0.03976632882882884
2022,Acrinova AB (publ),Real Estate Operations,Real Estate,124.02,39.05,36.44,0.0,0.0,886.01,0.0,0.054773648152955386
2023,Acrinova AB (publ),Real Estate Operations,Real Estate,146.39,44.55,30.04,0.0,0.96,953.33,0.0,0.07430795212570672
2024,Acrinova AB (publ),Real Estate Operations,Real Estate,162.42,49.87,19.72,0.0,0.52,989.3,0.0,0.09330839987870211
