Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2012,Tobii AB,Integrated Hardware & Software,Other,317.13,116.02,188.21,58.44,0.0,274.79,6.85,0.25330208777162333
2013,Tobii AB,Integrated Hardware & Software,Other,371.84,129.96,182.31000000000003,93.86,0.0,260.12,0.0,0.5898431493157003
2014,Tobii AB,Integrated Hardware & Software,Other,570.07,166.45,297.17,155.79,13.78,372.67,0.19,0.6663627098642922
2015,Tobii AB,Integrated Hardware & Software,Other,924.84,233.1,472.51,253.37,2.39,830.45,0.31,0.5659998074052676
2016,Tobii AB,Integrated Hardware & Software,Other,1034.29,286.24,517.59,296.35,0.1,1152.02,0.28,0.45709450663889606
2017,Tobii AB,Integrated Hardware & Software,Other,1044.75,305.71,553.99,370.39,0.77,979.13,0.4,0.5662613702489969
2018,Tobii AB,Integrated Hardware & Software,Other,1196.62,352.11,628.4599999999999,392.85,0.19,814.06,0.78,0.7470300917971626
2019,Tobii AB,Integrated Hardware & Software,Other,1397.09,437.0,680.73,407.87,21.78,633.02,0.84,1.0498375035496796
2020,Tobii AB,Integrated Hardware & Software,Other,1459.79,433.55,694.23,437.23,34.8,579.74,1.25,1.2641181431694177
2021,Tobii AB,Integrated Hardware & Software,Other,617.36,172.38,360.79,271.6,16.04,818.39,1.95,0.4141575444327961
2022,Tobii AB,Integrated Hardware & Software,Other,737.31,176.73,412.36999999999995,264.14,5.7,707.83,1.88,0.57298051316735
2023,Tobii AB,Integrated Hardware & Software,Other,754.42,190.1,470.77,276.69,14.93,565.8,2.01,0.625755094133601
2024,Tobii AB,Integrated Hardware & Software,Other,871.57,171.87,438.31999999999994,369.17,54.92,694.99,2.06,0.8258087655118
