Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2012,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,0.72,0.69,0.09,39.24,0.31,27.46,0.0,1.4155134741442097
2013,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2.27,1.99,0.15,46.95,0.0,15.27,0.0,3.0831696136214806
2014,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1.37,1.92,0.27,47.17,1.05,73.28,0.0,0.6181768558951966
2015,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4.88,4.74,0.76,69.88,0.43,11.79,0.0,5.837998303647158
2016,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,11.97,9.1,6.21,70.76,0.0,34.62,0.0,1.9474292316580017
2017,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,35.52,24.9,18.39,64.04,0.09,188.83,0.0,0.29751628448869355
2018,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,56.67,34.81,28.87,69.16,0.77,124.18,0.0,0.4942824931550973
2019,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,62.21,43.1,38.25,77.16,18.26,530.03,0.0,0.07501462181385958
2020,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,105.96,79.57,60.58,74.83,53.18,477.78,0.0,-0.026246389551676505
2021,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,160.11,110.97,69.24,80.37,15.13,373.59,0.0,0.12082764527958464
2022,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,232.49,125.1,93.65,87.73,14.74,313.32,0.0,0.2768096514745309
2023,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,308.82,185.4,105.3,113.96,11.83,277.3,0.0,0.4336458708979444
2024,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,339.96,221.81,115.26,112.76,2.72,425.33,0.0,0.2655114851997272
