Ticker,Year,FormationYear,PROF,PROF_w,sigma_acc,sigma_mean,sigma_raw,MarketCap,theta_obs,theta_post_mean,theta_conservative,theta_post_sd,theta_post_sd_between,theta_conservative_sd_between,p_q5,p_q5_sd_mc,p_median,p_median_sd_mc,p_q1,p_q1_sd_mc,lambda_i,mu_t,var_obs_t,obs_var_i,tau2_t,q5_cutoff_obs,median_cutoff_obs,q1_cutoff_obs,n_sigma_draws_used,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,d_ACT,d_CHE,d_LCT,d_STD,d_TXP,WCA,AT_lag,AvgAT,WCA_scaled,CFO,CFO_lag1,dREV,CFO_lag1_scaled,CFO_scaled,dREV_scaled,PPE_scaled,CFO_lead1,CFO_lead1_scaled,usable,sector_idx,firm_idx_x,FiscalYear,ForecastDate,ForecastCutoffDate,ForecastWindowStart,cfo_forecast,forecast_timing_valid,has_analyst_cfo_forecast,CFO_lead1_analyst_scaled,firm_idx_y,sigma_median,sigma_std,sigma_q05,sigma_q95,n_draws
ATRAV.HE,2016,2017,0.07617857524855,0.07617857524855,0.0218941638204347,0.0218941638204347,0.0218941638204347,2864.92,0.07617857524855,0.09052907675191103,0.06632438584609016,0.06695790273323995,0.014918645516872671,0.010244322020175724,0.0012820300043953213,0.005193412606619724,0.03287845557151734,0.047837679592830404,0.33190119193572565,0.07716149563042068,0.9014581059754045,0.22180700714959173,0.06755014326694087,0.005702830125497945,0.043608002773103394,0.3582684679702547,0.1997095908620521,0.0555225413078564,8000,Atria Oyj,Food & Tobacco,Consumer Staples,1889.51,41.69,2199.86,363.05,24.74,3668.13,8257.82,602.32,12555.3,11028.65,1274.04,122.01,82.61,3720.39,112.84,62.059999999999945,1.9499999999999955,-68.82999999999993,-59.389999999999986,22.44,91.9899999999999,8211.54,8234.68,0.011171047326672,602.32,789.12,567.7999999999993,0.0958288603807312,0.0731443116186664,0.0689522847275181,0.4454490034828311,601.86,0.0730884503101517,True,2,58,2016.0,2017-05-03,2017-06-30,2017-02-14,665.971570814517,True,True,0.0808740073463106,58,0.0185785083943179,0.0136605357746705,0.0078035723832867,0.0472536658637688,8000
ATRLJb.ST,2016,2017,0.0613885267275097,0.0613885267275097,0.041390683924615,0.041390683924615,0.041390683924615,17545.74,0.0613885267275097,0.10156413607647216,0.03634427419297945,0.10650928560937861,0.022897822898956317,0.014273806134249943,0.005219105396664217,0.00855352154968103,0.08416114803413337,0.053694530844950614,0.4742629012967495,0.008887113406708455,0.7495574746546977,0.22180700714959173,0.06755014326694087,0.017389110809247314,0.043608002773103394,0.3582684679702547,0.1997095908620521,0.0555225413078564,8000,Atrium Ljungberg AB,Real Estate Operations,Real Estate,600.29,261.74,2588.91,1868.19,0.0,34209.64,35088.73,931.88,2257.52,839.57,98.2,0.0,378.05,15340.0,0.0,-231.52,-145.78999999999996,-644.7600000000002,-523.6300000000001,0.0,35.40000000000009,33434.78,34261.755000000005,0.0010332220284687,931.88,961.55,-101.67000000000009,0.0280648203806255,0.0271988402228665,-0.0029674486902378,0.9984789162143036,1129.09,0.032954820907452,True,8,59,2016.0,2017-05-24,2017-06-30,2017-02-23,1175.88308700518,True,True,0.0343205736835483,59,0.0380771891294416,0.0178605949560101,0.0191126721764533,0.0746599465796721,8000
AUSS.OL,2016,2017,0.1492258702097287,0.1492258702097287,0.0640476648560951,0.0640476648560951,0.0640476648560951,16977.58,0.1492258702097287,0.1800467405416168,0.1067618476945899,0.13589189348705555,0.01222326454639311,0.01684082815695638,0.060016420657960014,0.03326232760560419,0.3456340240204213,0.034139933574303234,0.2330275614757931,0.048592264832941934,0.5753597748486095,0.22180700714959173,0.06755014326694087,0.04086830330080567,0.043608002773103394,0.3582684679702547,0.1997095908620521,0.0555225413078564,8000,Austevoll Seafood ASA,Food & Tobacco,Consumer Staples,14699.0,3745.0,5557.0,1501.0,560.0,4699.0,35001.0,3300.0,18905.0,10523.0,5353.0,0.0,311.0,9249.0,8965.0,4413.0,1275.0,1612.0,-279.0,330.0,1577.0,25794.0,30397.5,0.0518792663870384,3300.0,1211.0,3665.0,0.039838802533103,0.1085615593387614,0.1205691257504729,0.1545850810099514,4220.0,0.1388272061847191,True,2,61,2016.0,2017-06-13,2017-06-30,2017-02-21,3822.4,True,True,0.1257471831565096,61,0.0599549634665022,0.0247009596535324,0.0321164970546905,0.1104502979985098,8000
AXFO.ST,2016,2017,0.337946010171105,0.337946010171105,0.0254917358620514,0.0254917358620514,0.0254917358620514,28500.27,0.337946010171105,0.32338837924825703,0.3254113486499003,0.07498871536950226,0.014279715349445755,0.012295365878760766,0.350213896225444,0.0751580857717351,0.9656761126383646,0.04727897602261338,0.0021704566538364115,0.006758972267252223,0.8746533847879632,0.22180700714959173,0.06755014326694087,0.00788467645079818,0.043608002773103394,0.3582684679702547,0.1997095908620521,0.0555225413078564,8000,Axfood AB,Food & Drug Retailing,Consumer Staples,5749.65,1636.8,4989.1,36.98,30.35,1706.02,9994.33,2200.56,42572.7,36480.65,4759.54,0.0,12.77,3904.23,0.95,-450.1900000000005,-386.21,-184.0599999999995,-4.880000000000003,-12.559999999999995,102.63999999999902,11027.64,10510.985,0.0097650220221985,2200.56,2385.48,3136.229999999996,0.2269511373101569,0.209358114391753,0.2983764128671096,0.1623082898510463,2453.79,0.2334500524927016,True,2,63,2016.0,2017-06-30,2017-06-30,2017-02-07,2206.71729833638,True,True,0.2099439109023921,63,0.0214309763377757,0.016389002990306,0.0081921192188597,0.0558468862861004,8000
AZN.ST,2016,2017,0.5897222730043503,0.5897222730043503,0.0459432340468181,0.0459432340468181,0.0459432340468181,598110.49,0.5897222730043503,0.4861729171412805,0.5615773805594834,0.1298628045251011,0.06878468522237911,0.018695795365431023,0.9765884825179986,0.02731755665771279,0.998348788216895,0.0034363959382357452,0.00010287111842864012,0.00032606332096732615,0.718551075551325,0.22180700714959173,0.06755014326694087,0.024047403588426594,0.043608002773103394,0.3582684679702547,0.1997095908620521,0.0555225413078564,8000,AstraZeneca PLC,Pharmaceuticals,Health Care,114543.89,43340.47,131766.07,3895.29,11919.06,59146.18,540037.06,34802.26,193129.47,34642.74,117328.54,49453.64,5709.42,128294.0,15676.16,-26954.789999999994,-11819.879999999996,327.0800000000163,-3609.7000000000007,-1190.3600000000006,-20262.050000000017,530883.03,535460.045,-0.0378404517558355,34802.26,26801.06,-6088.540000000008,0.0500523993344825,0.0649950641975537,-0.0113706709900269,0.1104586244151979,29574.85,0.0552325991008348,True,4,64,2016.0,2017-06-30,2017-06-30,2017-02-02,38471.737612182,True,True,0.0718480080286513,64,0.0400164583198232,0.026073384502412,0.0157006847284509,0.0945956081894106,8000
BAKKA.OL,2016,2017,0.3274954199264883,0.3274954199264883,0.0815932362055319,0.0815932362055319,0.0815932362055319,16748.54,0.3274954199264883,0.2706115461510464,0.2736731774678734,0.15338323013692184,0.0166958718511051,0.015797258575889858,0.41709119500794195,0.014448183084376036,0.8049987246801154,0.03778736460490002,0.03788143718220568,0.019053400078128457,0.4617775754138511,0.22180700714959173,0.06755014326694087,0.06421051022629656,0.043608002773103394,0.3582684679702547,0.1997095908620521,0.0555225413078564,8000,P/F Bakkafrost,Food & Tobacco,Consumer Staples,3485.84,287.33,482.7,0.0,173.64,2590.28,6624.8,1060.1,3996.19,1074.67,1467.95,0.0,32.42,4339.45,0.0,960.2400000000002,156.30999999999997,-49.85999999999996,0.0,-26.210000000000008,827.5800000000003,5043.14,5833.97,0.1418553746419676,1060.1,920.94,577.48,0.1578581994765142,0.1817115960486598,0.098985767839053,0.4439995406215664,1829.36,0.3135703474649338,True,2,68,2016.0,2017-06-30,2017-06-30,2017-02-27,1562.73008250818,True,True,0.2678673497649422,68,0.0776844504949814,0.027828639711004,0.0438146726334223,0.133350695402158,8000
BAVA.CO,2016,2017,0.2491465639570241,0.2491465639570241,0.0924895765392413,0.0924895765392413,0.0924895765392413,9545.86,0.2491465639570241,0.2333130589089351,0.19123229285302615,0.15813803075654498,0.004936492496870314,0.01805622721532289,0.23767785693434149,0.03969687001049483,0.6278158793670623,0.0240144328380259,0.10672639920454775,0.03561984754578672,0.42085728896001223,0.22180700714959173,0.06755014326694087,0.08702300340178792,0.043608002773103394,0.3582684679702547,0.1997095908620521,0.0555225413078564,8000,Bavarian Nordic A/S,Pharmaceuticals,Health Care,2790.92,1043.7,919.23,2.61,0.09,399.02,3452.57,333.9,1256.17,371.57,843.41,577.92,4.59,2466.5,0.0,984.5,562.51,159.96000000000004,0.08,-0.7100000000000001,261.4,2558.96,3005.7650000000003,0.086966213260185,333.9,126.32,32.11000000000013,0.0420259068822745,0.1110865287206418,0.0106828045439347,0.1327515624142273,271.07,0.0901833643016004,True,4,70,2016.0,2017-06-07,2017-06-30,2017-03-15,866.143466085403,True,True,0.2881607398068055,70,0.0855842498421691,0.0381979512628308,0.0431463891558553,0.1644931694491077,8000
BEIAb.ST,2016,2017,0.2409663226056397,0.2409663226056397,0.0260189435468727,0.0260189435468727,0.0260189435468727,6293.13,0.2409663226056397,0.2385406362055248,0.22830571160584323,0.07398352602562791,0.0017884188946444108,0.009334461341611595,0.05351175878627889,0.05093123526041278,0.744585186487526,0.07730421557514144,0.011800156393945379,0.01962927905633214,0.8733938900020356,0.22180700714959173,0.06755014326694087,0.006970938022342685,0.043608002773103394,0.3582684679702547,0.1997095908620521,0.0555225413078564,8000,Beijer Alma AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1561.29,259.47,888.43,72.72,0.0,858.02,2988.3,456.64,3463.87,2338.74,680.55,0.0,9.19,1803.23,3.62,-66.69000000000005,-4.449999999999989,84.09999999999991,13.78,-12.41,-144.96999999999997,3003.41,2995.855,-0.048390192449234,456.64,347.31,96.58999999999968,0.1159301768610296,0.1524239323999325,0.0322412132763433,0.286402379287382,375.81,0.1254433208549813,True,5,72,2016.0,2017-05-23,2017-06-30,2017-02-14,438.789306557603,True,True,0.1464654686417076,72,0.0239116378178992,0.011635600787235,0.0113137621828567,0.0481219138292744,8000
BEIJb.ST,2016,2017,0.1824087565300825,0.1824087565300825,0.0331021971357082,0.0331021971357082,0.0331021971357082,8092.75,0.1824087565300825,0.18963350130654608,0.16407102664903675,0.08920460835262696,0.004449897873908226,0.011294658529129024,0.02811068480510816,0.030260388927669038,0.4097665145812588,0.034509280799804566,0.07138566166708171,0.05280101331396595,0.8166227011895443,0.22180700714959173,0.06755014326694087,0.010967818491457771,0.043608002773103394,0.3582684679702547,0.1997095908620521,0.0555225413078564,8000,Beijer Ref AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4432.66,324.4,1969.7,442.41,35.58,581.1,6500.55,63.56,8881.55,7051.5,1284.39,0.0,32.38,2764.56,49.34,248.07999999999993,-39.47000000000003,6.900000000000091,-6.909999999999968,-6.300000000000004,267.4399999999999,6321.12,6410.835,0.0417168746348954,63.56,473.64,887.9499999999989,0.0738811714854617,0.0099144651203782,0.1385076982951517,0.0906434185250439,486.27,0.075851273664039,True,5,73,2016.0,2017-04-25,2017-06-30,2017-02-16,397.047024019882,True,True,0.061933745607223,73,0.0307452127301883,0.0135454440726562,0.0149500571235341,0.0585415221222203,8000
BETSb.ST,2016,2017,0.3424787019476805,0.3424787019476805,0.0670094593608263,0.0670094593608263,0.0670094593608263,8170.16,0.3424787019476805,0.2888573933703368,0.2980430050205216,0.13995233404534926,0.020726536457919126,0.017175971956481812,0.45158552296437254,0.011393576343029257,0.8569273746656758,0.04741127806267872,0.021380929548615323,0.016526598958447526,0.5556430307284222,0.22180700714959173,0.06755014326694087,0.044862814120964885,0.043608002773103394,0.3582684679702547,0.1997095908620521,0.0555225413078564,8000,Betsson AB,Hotels & Entertainment Services,Consumer Discretionary,1424.09,421.31,1339.93,0.0,546.72,81.5,5938.89,1147.37,4043.02,1020.58,2080.4300000000003,207.95,12.28,3321.9,0.0,-304.6600000000001,-128.03000000000003,-703.6899999999998,-239.01,-32.20999999999992,255.83999999999983,5994.04,5966.465,0.0428796615751537,1147.37,1103.79,484.40999999999985,0.1849989901893332,0.1923031476762203,0.0811887776095225,0.0136596795590018,916.69,0.1536403884041891,True,1,80,2016.0,2017-06-13,2017-06-30,2017-02-09,992.048109493799,True,True,0.166270666046612,80,0.0622843863484572,0.0259274878142679,0.0338129617837116,0.1163369970896631,8000
BILL.ST,2016,2017,0.1239060184172802,0.1239060184172802,0.0071661875753547,0.0071661875753547,0.0071661875753547,30211.19,0.1239060184172802,0.12536136657048547,0.12241946739052373,0.025411841197073744,0.0025997530823143834,0.0026554921620086168,8.027059239647792e-05,0.001318451417948811,0.009217844487800874,0.02818789016441923,0.012436772824320864,0.033745966080417834,0.9851344897324326,0.22180700714959173,0.06755014326694087,0.0006875421369638277,0.043608002773103394,0.3582684679702547,0.1997095908620521,0.0555225413078564,8000,Billerud AB (publ),Containers & Packaging,Materials,6773.84,671.41,5410.16,1082.98,14.22,12027.52,24517.83,3674.48,21266.22,10268.31,9317.79,0.0,150.23999999999998,12348.05,-0.95,-76.97000000000025,474.66,-475.71,-348.72,-28.69,-453.3300000000002,26250.96,25384.395,-0.017858609590656,3674.48,3497.43,409.7400000000016,0.1377787416245295,0.1447534991478032,0.0161414128640844,0.473815507519482,3211.04,0.126496613372113,True,7,86,2016.0,2017-06-27,2017-06-30,2017-02-02,3094.98375599587,True,True,0.1219246610366672,86,0.005760105701021,0.0052941310792838,0.0020388704639456,0.017011876991467,8000
BIOGb.ST,2016,2017,0.645458701615361,0.645458701615361,0.0319297679383021,0.0319297679383021,0.0319297679383021,4763.57,0.645458701615361,0.5709580622629274,0.6278733501755701,0.11361316500557861,0.07301959015019306,0.01723576020208181,0.9951958383861139,0.010778123855222138,0.999720848602113,0.0010318348391681461,1.483704282887991e-05,8.186990904124705e-05,0.8241464856020961,0.22180700714959173,0.06755014326694087,0.013487317416954605,0.043608002773103394,0.3582684679702547,0.1997095908620521,0.0555225413078564,8000,Biogaia AB,Pharmaceuticals,Health Care,365.43,230.51,69.67,0.0,0.09,78.17,463.71,145.26,525.05,144.24,189.32,62.64,0.0,393.74,-0.02,-16.629999999999995,-6.939999999999998,-10.909999999999997,0.0,0.09,1.3099999999999987,495.21,479.46,0.0027322404371584,145.26,112.34,63.01999999999998,0.2343052600842614,0.3029658365661369,0.1314395361448295,0.1630375839486088,215.57,0.4496099778917949,True,4,90,2016.0,2017-05-04,2017-06-30,2017-02-10,163.078484223878,True,True,0.3401294878068619,90,0.0256265509245753,0.023755102090455,0.007348449125717,0.0775510477045404,8000
