FormationYear,n_firms,mu_t,var_obs_t,q5_cutoff_obs,median_cutoff_obs,q1_cutoff_obs,median_sigma_raw,sigma_input_col,avg_obs_var_i,tau2_t,n_sigma_draws_used,tau2_floor_share
2017,146,0.22180700714959173,0.06755014326694087,0.3582684679702547,0.1997095908620521,0.0555225413078564,0.030743377209343455,sigma_mean,0.023942140493837503,0.043608002773103394,8000,0.0
2018,166,0.18768081338987566,0.11773090421875153,0.3276658764198805,0.1901655358200678,0.082211397143504,0.029629614982061864,sigma_mean,0.0404193339274323,0.07731157029131946,8000,0.0
2019,187,0.1712142771528106,0.11754367871323573,0.31813409261767805,0.1659391074655916,0.05583019775006384,0.028632697535888058,sigma_mean,0.040576537393715195,0.07696714131952079,8000,0.0
2020,200,0.17218323699625976,0.1328229117391578,0.3141921774388423,0.16936348373615362,0.06839909669012496,0.029701838674368555,sigma_mean,0.04675051583309006,0.08607239590606779,8000,0.0
2021,224,0.14640433165543879,0.08928113264084267,0.307882598478151,0.16034657133540126,0.03382138325624002,0.029486061049851412,sigma_mean,0.031181918394886106,0.0580992142459566,8000,0.0
2022,244,0.18895366986565523,0.1911637771646835,0.3657430098967596,0.18267731997437636,0.043384187024436686,0.029261293685505414,sigma_mean,0.06960369134187303,0.12156008582280996,8000,0.0
2023,259,0.18905918137072683,0.10958812482684449,0.34849148335602154,0.16982110583806,0.03906723438521592,0.028553403995035687,sigma_mean,0.04282449035170201,0.06676363447514187,8000,0.0
2024,281,0.17567991153117873,0.20709517983985182,0.3029984817402447,0.1376199039975774,0.0121962060198766,0.028532651250744372,sigma_mean,0.08225543445697966,0.12483974538287211,8000,0.0
2025,311,0.1627080557047273,0.22271294794415852,0.2908352199307506,0.1284562204087785,0.0125210314199632,0.029854887808145027,sigma_mean,0.09596546420424867,0.12674748373991016,8000,0.0
