PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
LongShort,CAPM,Method2_PostMean minus Method1_Raw,-0.02356410723387581,-0.001963675602822984,-0.5122838426402853,0.6087499832019536
LongShort,CAPM,Method3_ProbQ5 minus Method1_Raw,-0.03588026034794699,-0.002990021695662249,-0.8348021096913146,0.4043536516849411
LongShort,FF3,Method2_PostMean minus Method1_Raw,-0.023184127152084302,-0.001932010596007025,-0.5676031980042129,0.5706431820850708
LongShort,FF3,Method3_ProbQ5 minus Method1_Raw,-0.0367402873717035,-0.003061690614308625,-1.005743010085513,0.31518600007890685
LongShort,FF3+MOM,Method2_PostMean minus Method1_Raw,-0.018443352582019297,-0.001536946048501608,-0.3562765493792705,0.7218343647184331
LongShort,FF3+MOM,Method3_ProbQ5 minus Method1_Raw,-0.021616615197425824,-0.0018013845997854852,-0.4655679664629302,0.6417957659247673
LongShort,FF5,Method2_PostMean minus Method1_Raw,-0.022574489891240376,-0.001881207490936698,-0.5423307533042327,0.5879154021782202
LongShort,FF5,Method3_ProbQ5 minus Method1_Raw,-0.027577391838609862,-0.002298115986550822,-0.6874990757904949,0.4921966892324283
LongShort,FF5+MOM,Method2_PostMean minus Method1_Raw,-0.01850281559569668,-0.0015419012996413899,-0.38418704014926436,0.7010605192583312
LongShort,FF5+MOM,Method3_ProbQ5 minus Method1_Raw,-0.020320130243052507,-0.0016933441869210423,-0.44927185185017776,0.6534986066709365
