Ticker,FormationYear,theta_obs,theta_post_mean,p_q5,sigma_acc,MarketCap,Method1_Raw_PortfolioNum,Method1_Raw_Portfolio,Method2_PostMean_PortfolioNum,Method2_PostMean_Portfolio,Method3_ProbQ5_PortfolioNum,Method3_ProbQ5_Portfolio
AAB.CO,2010,-0.5286506469500928,-0.3678231304611831,1.1077836521655726e-05,0.0867654553434384,46.67,1,Q1,1,Q1,1,Q1
AAK.ST,2010,0.452191260105529,0.2627051490241439,0.3617410125351247,0.1697800858136633,5195.33,5,Q5,4,Q4,5,Q5
ABB.ST,2010,-1.3306413948688984,-1.0944761091969255,0.0,0.0664036007230479,244254.6,1,Q1,1,Q1,1,Q1
ACG1V.HE,2010,-1.2423343224530168,-0.973699885021075,0.0,0.074648683074843,53.81,1,Q1,1,Q1,1,Q1
ACTI.ST,2010,-0.1178012186332962,-0.0466476255127657,0.0168411074199492,0.0998770451172638,5221.41,1,Q1,1,Q1,2,Q2
ADDTb.ST,2010,0.4013059207623751,0.370579028921316,0.5639236932625024,0.0520236206629069,1193.13,5,Q5,5,Q5,5,Q5
AFAGR.HE,2010,-0.1006441223832528,0.0984284032115333,0.2182798270803764,0.5313860466080413,4536.01,1,Q1,2,Q2,4,Q4
AFGA.OL,2010,0.3347653090225401,0.2927587243958874,0.3430100205358493,0.0728957878431781,2107.01,4,Q4,5,Q5,5,Q5
AFK.OL,2010,0.056797323631971,0.0845473222968115,0.1277805119412394,0.144990380884436,2736.16,2,Q2,2,Q2,3,Q3
AFRY.ST,2010,0.2271955287605978,0.2205574761361551,0.0543309985052824,0.0375566168997435,2566.5,4,Q4,4,Q4,2,Q2
AGATE.CO,2010,0.0901279155578415,0.1052909166505871,0.1786504604028829,0.1944687605029809,726.11,2,Q2,3,Q3,4,Q4
AGFEb.CO,2010,-0.8359167404783003,0.0511841620747832,0.1790904686627364,0.5685774742770818,248.02,1,Q1,2,Q2,4,Q4
AKAST.OL,2010,0.3014359311629946,0.2779740690618704,0.26720441533693,0.0568863875976007,4308.16,4,Q4,4,Q4,4,Q4
AKRBP.OL,2010,-0.3267558667400766,-0.2989278720078769,1.0991207943789051e-14,0.0389842149253773,3755.56,1,Q1,1,Q1,1,Q1
AKVA.OL,2010,-0.1317019950124689,-0.1162453470833971,1.805247473729565e-08,0.0388960401783315,344.46,1,Q1,1,Q1,1,Q1
ALFA.ST,2010,0.442248977475661,0.4313980813872481,0.8986514642415571,0.0277924772346647,33806.22,5,Q5,5,Q5,5,Q5
ALKb.CO,2010,0.2651136606835459,0.1883580809235482,0.2488292332687434,0.1529855212802344,4193.19,4,Q4,4,Q4,4,Q4
AMBUb.CO,2010,0.296143174760671,0.2894803633258617,0.1654559718160119,0.0293021579448979,1268.2,4,Q4,5,Q5,4,Q4
ANODb.ST,2010,0.1014981890023048,0.105143736306557,0.0856485377881183,0.0945878350697436,435.05,3,Q3,3,Q3,3,Q3
ANOT.ST,2010,-0.0553134162770425,0.0547434308758787,0.1380259463810511,0.2041554686746908,407.83,1,Q1,2,Q2,3,Q3
AOJb.CO,2010,0.8479012879513235,0.4437904063644786,0.6410928649609247,0.1663868937814745,283.52,5,Q5,5,Q5,5,Q5
APETIT.HE,2010,-0.0459806452746017,0.0031964625261679,0.0315800797769157,0.099931588950472,820.01,2,Q2,2,Q2,2,Q2
AQ.ST,2010,0.1390188392970034,0.1362420079990481,0.0287172750879168,0.0534931612563443,672.99,3,Q3,3,Q3,2,Q2
