Ticker,Year,FormationYear,PROF,PROF_w,sigma_acc,sigma_mean,sigma_raw,MarketCap,theta_obs,theta_post_mean,theta_conservative,theta_post_sd,theta_post_sd_between,theta_conservative_sd_between,p_q5,p_q5_sd_mc,p_median,p_median_sd_mc,p_q1,p_q1_sd_mc,lambda_i,mu_t,var_obs_t,obs_var_i,tau2_t,q5_cutoff_obs,median_cutoff_obs,q1_cutoff_obs,n_sigma_draws_used,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,d_ACT,d_CHE,d_LCT,d_STD,d_TXP,WCA,AT_lag,AvgAT,WCA_scaled,CFO,CFO_lag1,dREV,CFO_lag1_scaled,CFO_scaled,dREV_scaled,PPE_scaled,CFO_lead1,CFO_lead1_scaled,usable,sector_idx,firm_idx_x,FiscalYear,ForecastDate,ForecastCutoffDate,ForecastWindowStart,cfo_forecast,forecast_timing_valid,has_analyst_cfo_forecast,CFO_lead1_analyst_scaled,firm_idx_y,sigma_median,sigma_std,sigma_q05,sigma_q95,n_draws,sigma_measure,sigma_scale_mean,sigma_scale_median,sigma_scale_std,sigma_scale_q05,sigma_scale_q95,sigma_scale_n_draws,sigma_acc_measure
AAK.ST,2013,2014,0.1895951002584571,0.1895951002584571,0.025990705544307,0.025990705544307,0.025990705544307,15967.29,0.1895951002584571,0.1891077297574334,0.18316002970150158,0.0351636852973726,0.0005105579260778,0.0067412292506502,0.0039905237579597,0.0134509579143423,0.7932250459704155,0.0849035172279395,0.0026616819491236,0.0105141606630408,0.9678246472152224,0.1744477760229303,0.0526674823130329,0.0013373573105059,0.0385809447294456,0.3076398974414143,0.1659043506897434,0.0604674903041995,8000,AAK AB (publ),Food & Tobacco,Consumer Staples,5294.71,217.71,2718.04,72.57,133.83,2852.81,9466.96,1173.27,14924.95,11545.02,2527.05,0.0,73.1,4080.83,32.04,421.3299999999999,-64.78,435.00999999999976,14.359999999999992,8.850000000000009,74.31000000000017,8354.86,8910.91,0.0083392156356646,1173.27,1322.65,391.3100000000013,0.1484304072199135,0.131666687240697,0.0439135845833928,0.3201479983525813,635.66,0.0713350263889995,True,2,3,2013.0,2014-05-09,2014-06-30,2014-02-05,855.032029336133,True,True,0.0959533907688589,3,0.0230008219348974,0.0126299372240923,0.0122794709484995,0.0489937230773663,8000,student_t_residual_sd,0.0182255630962541,0.0162418219963058,0.0087824258655645,0.0086096576640008,0.0342055388642985,8000,student_t_residual_sd
ABB.ST,2013,2014,-1.2281880363871074,-1.2281880363871074,0.0808379795873562,0.0808379795873562,0.0808379795873562,356410.22,-1.2281880363871074,-0.9259396076376026,-1.2712852432422734,0.1705125579668817,0.1441744975253046,0.0205576524217704,0.0,0.0,4.163336342344337e-20,3.723568485020539e-18,1.0,0.0,0.7845139657241696,0.1744477760229303,0.0526674823130329,0.0115850807978187,0.0385809447294456,0.3076398974414143,0.1659043506897434,0.0604674903041995,8000,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,160301.98,14644.05,101155.55,2748.03,0.0,37938.64,291570.64,21471.25,245970.09,350969.37,44458.94,8640.22,2292.3,113306.35,3215.14,4526.850000000006,-843.3400000000001,-4396.809999999998,-11365.3,0.0,-1598.2999999999956,272976.41,282273.525,-0.0056622384263632,21471.25,21974.24,17237.959999999992,0.0778473291110103,0.0760654050003449,0.0610682847426091,0.1344038198410566,24245.53,0.0858937443743617,True,5,4,2013.0,2014-06-12,2014-06-30,2014-02-13,30063.102339958,True,True,0.1065034432115374,4,0.0765635716024112,0.0272535120129851,0.0451583550869449,0.1319588354153477,8000,student_t_residual_sd,0.056599488859686,0.0537952696026236,0.0182840660118638,0.0319318766732963,0.0903376578578151,8000,student_t_residual_sd
AFRY.ST,2013,2014,0.1632392564334333,0.1632392564334333,0.0641228206433201,0.0641228206433201,0.0641228206433201,7950.61,0.1632392564334333,0.1649384308538212,0.13291991931096772,0.0763795689962947,0.000986204031219,0.0175974003215388,0.0318090815653568,0.031902553514915,0.4841973858307841,0.0049084435765809,0.0814132472955882,0.0533512667261781,0.8484033143876721,0.1744477760229303,0.0526674823130329,0.0074528453154662,0.0385809447294456,0.3076398974414143,0.1659043506897434,0.0604674903041995,8000,Afry AB,Professional & Commercial Services,Industrials,2426.44,176.9,2101.2,0.0,0.0,273.03,6666.83,383.66,7524.3,2100.79,4814.3,0.0,43.95,3450.8,11.97,-98.50999999999976,-249.15,51.00999999999976,-371.77,-46.65,-318.7899999999995,6433.84,6550.335,-0.048667739894219,383.66,414.84,2542.76,0.0633311120728939,0.0585710501829295,0.3881877797089767,0.0416818376464715,551.79,0.0842384397133887,True,5,16,2013.0,2014-05-20,2014-06-30,2014-02-11,620.644970543577,True,True,0.0947501113368365,16,0.0598462744929473,0.0236532522638437,0.0337428354008572,0.1093769775687456,8000,student_t_residual_sd,0.0449318434735941,0.0423060920504085,0.0161041851142758,0.0238817356286457,0.0746882446154498,8000,student_t_residual_sd
AKRBP.OL,2013,2014,-0.5894380926919025,-0.5894380926919025,0.131788742426128,0.131788742426128,0.131788742426128,9385.18,-0.5894380926919025,-0.2786267517513928,-0.6708144746017869,0.1611095723980912,0.1015570017164303,0.026589574666957,1.642880908758748e-09,1.4121339132394932e-08,1.422340029487851e-07,7.032905014806075e-07,0.999997061524718,9.879571010106431e-06,0.5931180904505781,0.1744477760229303,0.0526674823130329,0.0304811304832842,0.0385809447294456,0.3076398974414143,0.1659043506897434,0.0604674903041995,8000,Aker BP ASA,Oil & Gas,Energy,3808.09,1704.28,1891.7,476.68,0.0,2649.97,10511.2,915.82,933.27,2357.5,147.93,0.0,301.87,3179.35,0.0,891.4200000000001,550.0999999999999,188.77,-203.47000000000008,0.0,-50.9199999999999,8364.45,9437.825,-0.005395310889956,915.82,1419.02,608.1800000000001,0.1503545573265026,0.0970371881233229,0.0644406947575315,0.2807818538699329,1657.09,0.1755796489127526,True,3,22,2013.0,2014-06-13,2014-06-30,2014-02-19,576.384520122,True,True,0.0610717533035418,22,0.1248345579194995,0.0415407292060202,0.0777064365978048,0.2092846602180022,8000,student_t_residual_sd,0.0922416262169397,0.0881174915287088,0.027504788942383,0.0545221173293969,0.1427715090013866,8000,student_t_residual_sd
ALFA.ST,2013,2014,0.3098270411864533,0.3098270411864533,0.0610529089384564,0.0610529089384564,0.0610529089384564,65227.58,0.3098270411864533,0.2909462032722761,0.281933791963431,0.0740252594111422,0.0107860258585862,0.0159345315482302,0.5133909613968385,0.003950228645675,0.9724610810857406,0.0288883632423174,0.0017622090145433,0.0042488875557088,0.8605337538848883,0.1744477760229303,0.0526674823130329,0.0066833229006516,0.0385809447294456,0.3076398974414143,0.1659043506897434,0.0604674903041995,8000,Alfa Laval AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,15111.32,1362.79,10878.76,988.64,1002.77,3969.62,32900.16,3820.36,26895.96,17388.83,5200.31,633.57,221.12,15161.27,70.68,1403.699999999999,173.76,1471.84,466.46,1002.77,1227.3299999999988,29925.97,31413.065,0.0390706860346164,3820.36,3081.88,1274.09,0.0981082234414247,0.1216169132174781,0.0405592386479956,0.1263684393738719,4705.89,0.1498067762569491,True,5,25,2013.0,2014-06-30,2014-06-30,2014-02-05,3721.49699200862,True,True,0.1184697192715394,25,0.0571942336198764,0.0216631701294388,0.0332146789765529,0.101885503184062,8000,student_t_residual_sd,0.0427204876919388,0.0400851309223534,0.0145811744879896,0.0236779656173888,0.0703947167237983,8000,student_t_residual_sd
ALKb.CO,2013,2014,0.2424332816290816,0.2424332816290816,0.0192622859456902,0.0192622859456902,0.0192622859456902,6320.38,0.2424332816290816,0.2411594782687242,0.23868600241419555,0.0268595755965838,0.0016237577303383,0.0047767762137658,0.0144279456523171,0.0312983392635686,0.9917435835076022,0.0228463531747433,0.0001643707813846,0.0023541784251444,0.9812636039255698,0.1744477760229303,0.0526674823130329,0.0007606728118634,0.0385809447294456,0.3076398974414143,0.1659043506897434,0.0604674903041995,8000,ALK-Abello A/S,Pharmaceuticals,Health Care,1150.39,348.8,561.22,5.59,31.3,1570.74,3653.51,152.91,2350.24,730.0,1484.09,484.92,11.52,2514.3,0.0,-16.11999999999989,-120.76,28.66000000000008,0.6699999999999999,14.57,91.22000000000004,3243.57,3448.54,0.0264517737941273,152.91,91.4,-5.0,0.0265039697959136,0.0443405035174305,-0.0014498889385073,0.4554797102541945,358.8,0.1040440302272845,True,4,29,2013.0,2014-05-26,2014-06-30,2014-02-05,413.76302792606,True,True,0.1199820874706571,29,0.0170542135413376,0.0103061389114338,0.0081072885231981,0.0375437915483302,8000,student_t_residual_sd,0.0134784572611969,0.012020329724792,0.0069833344165329,0.0057206530913138,0.0258395499949633,8000,student_t_residual_sd
ASPO.HE,2013,2014,0.0707013246340134,0.0707013246340134,0.0559796295355772,0.0559796295355772,0.0559796295355772,1557.0,0.0707013246340134,0.0836767394921348,0.04568762115902829,0.0700297472951093,0.0096832749185641,0.0186671925428368,0.0026181799306263,0.006518567749301,0.0749831723799881,0.0619989532930878,0.4276543234007579,0.0298870370915351,0.8749314826250745,0.1744477760229303,0.0526674823130329,0.0061220416913114,0.0385809447294456,0.3076398974414143,0.1659043506897434,0.0604674903041995,8000,Aspo Oyj,Freight & Logistics Services,Industrials,1117.67,237.42,878.83,374.35,1.95,862.13,2522.05,125.23,3719.61,2754.58,873.69,0.0,30.44,855.51,5.86,108.70000000000005,80.35999999999999,-36.28999999999997,-35.81,-1.2900000000000005,27.530000000000022,2284.32,2403.1850000000004,0.0114556307566833,125.23,65.93,120.30999999999996,0.0274344255644072,0.0521100123377933,0.0500627292530537,0.3587447491558077,183.98,0.0765567361647147,True,5,51,2013.0,2014-06-18,2014-06-30,2014-02-13,196.040023927348,True,True,0.0815750863655307,51,0.0508633238295676,0.0250773768749935,0.025089512706726,0.1039382823332302,8000,student_t_residual_sd,0.0395721153175765,0.035932494735697,0.0182204899062875,0.0170353918896598,0.0743173620479309,8000,student_t_residual_sd
ASSAb.ST,2013,2014,0.2571881648419516,0.2571881648419516,0.0471465018094056,0.0471465018094056,0.0471465018094056,112625.29,0.2571881648419516,0.2496557109539316,0.23898072348100866,0.0594517490223836,0.0054372337655524,0.0131428769991406,0.1708097166083312,0.0730795624414658,0.9432163614230732,0.0510351318139806,0.002853723276886,0.0079599271196016,0.9089627931952852,0.1744477760229303,0.0526674823130329,0.0041310546877031,0.0385809447294456,0.3076398974414143,0.1659043506897434,0.0604674903041995,8000,Assa Abloy AB,Homebuilding & Construction Supplies,Consumer Discretionary,16638.1,341.17,15872.83,4594.47,1202.57,6022.29,61978.67,5617.28,43755.01,27149.57,10320.3,1254.5,555.95,27154.01,0.0,2211.4199999999983,-435.25,1396.5,1768.71,498.91,3517.789999999998,51537.32,56757.995,0.0619787573539198,5617.28,5147.92,3689.740000000005,0.0906994688589687,0.0989689646366119,0.0650082864977877,0.1061046994348549,6135.21,0.1080941988877514,True,1,52,2013.0,2014-06-26,2014-06-30,2014-02-07,6539.55367355321,True,True,0.1152181939047214,52,0.0431468097413624,0.0194323596985114,0.0243435319580615,0.0838345965831581,8000,student_t_residual_sd,0.0329900270388397,0.0302176169634697,0.0131560868076482,0.0172378047487143,0.0573758850199856,8000,student_t_residual_sd
ATCOa.ST,2013,2014,0.4368682848918985,0.4368682848918985,0.0656216982642931,0.0656216982642931,0.0656216982642931,143847.65,0.4368682848918985,0.3958168843473326,0.4055815529809682,0.0807917167688591,0.0225558414144765,0.017190608700385,0.952821168803944,0.0383888515299403,0.9986138227048464,0.0034634280645711,8.029620469599855e-05,0.0003935822962682,0.8435663404453485,0.1744477760229303,0.0526674823130329,0.0077039624735212,0.0385809447294456,0.3076398974414143,0.1659043506897434,0.0604674903041995,8000,Atlas Copco AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,54553.06,16618.31,23170.26,5228.74,796.37,6509.54,82833.31,10710.19,75710.49,46719.78,13768.82,1910.63,748.19,37365.51,138.54,9561.809999999998,5989.830000000002,4761.32,4488.27,-609.2299999999999,2689.699999999996,69162.13,75997.72,0.035391851229221,10710.19,11777.48,-2095.3199999999924,0.1549714912500006,0.1409277804649929,-0.0275708271248136,0.0856544117376152,15052.8,0.1980690999677358,True,5,53,2013.0,2014-06-24,2014-06-30,2014-01-30,13159.4785984767,True,True,0.1731562288773492,53,0.0615197811058022,0.0232891770256781,0.0359787902305012,0.1090875290383789,8000,student_t_residual_sd,0.0459078154976218,0.0434013474396833,0.015527986241918,0.0255562200557724,0.0746970400261942,8000,student_t_residual_sd
ATEA.OL,2013,2014,0.0639153079710141,0.0639153079710141,0.0641787562994822,0.0641787562994822,0.0641787562994822,5579.35,0.0639153079710141,0.0806877853996644,0.033566800018087845,0.0770616593490543,0.0103318932806559,0.0186947662759192,0.0029409465775397,0.0066449721464716,0.0820820353581867,0.0547475808686113,0.4794726197863043,0.0063809214770372,0.8482574602353687,0.1744477760229303,0.0526674823130329,0.0075825826926796,0.0385809447294456,0.3076398974414143,0.1659043506897434,0.0604674903041995,8000,Atea ASA,Software & IT Services,Information Technology,6651.4,745.8,6405.4,98.8,32.7,520.1,11187.4,873.8,22095.8,16776.2,4958.9,0.0,134.9,3532.8,0.0,915.8999999999996,565.4,726.7999999999993,62.8,-0.5,-313.99999999999966,9810.1,10498.75,-0.0299083224193356,873.8,812.4,1165.5,0.0773806405524467,0.0832289558280747,0.1110132158590308,0.0495392308608167,958.8,0.0913251577568758,True,6,54,2013.0,2014-06-23,2014-06-30,2014-02-05,839.66667,True,True,0.0799777754494582,54,0.0592985091084651,0.0250679940267068,0.0336067636978842,0.1111100187551444,8000,student_t_residual_sd,0.0449587261266994,0.0416160759897249,0.0171072558007662,0.0239067342894634,0.0770711940676763,8000,student_t_residual_sd
ATRAV.HE,2013,2014,0.0183108356102931,0.0183108356102931,0.0353464140452337,0.0353464140452337,0.0353464140452337,1193.62,0.0183108356102931,0.0269605358483933,0.007231202289388295,0.0467652390407949,0.0074305214942923,0.0095179545271674,5.836771519625095e-05,0.0007243273508971,0.0042698756452602,0.0118868347344579,0.8506221265893568,0.0796684783277497,0.944601833395476,0.1744477760229303,0.0526674823130329,0.0023861088306213,0.0385809447294456,0.3076398974414143,0.1659043506897434,0.0604674903041995,8000,Atria Oyj,Food & Tobacco,Consumer Staples,2210.67,240.5,2444.27,991.35,0.09,3614.78,8155.12,694.26,11018.05,9660.3,1251.67,92.31,135.53,3406.1,26.84,220.60000000000016,192.38,368.7399999999998,212.29000000000008,-8.25,-136.47999999999956,7645.37,7900.245,-0.0172754136105905,694.26,744.44,976.4799999999996,0.0942299890699592,0.0878782873189375,0.1236012300884339,0.4575528986759272,770.4,0.0975159631125363,True,2,58,2013.0,2014-06-17,2014-06-30,2014-02-13,470.137969334128,True,True,0.0595092898174838,58,0.0318220692956066,0.0160101862658518,0.0172742685343327,0.0652978400989395,8000,student_t_residual_sd,0.0247059034478517,0.0223600314629312,0.0107449467879997,0.0122789978750698,0.0445412149043215,8000,student_t_residual_sd
ATRLJb.ST,2013,2014,0.0717921611782976,0.0717921611782976,0.0306617313668999,0.0306617313668999,0.0306617313668999,10717.06,0.0717921611782976,0.0762991058676589,0.06301145357417441,0.0413130858893344,0.0044464188966378,0.0086627875218858,0.0002013935775317,0.0017068020138924,0.0174483690212906,0.0316042529228618,0.3620881691780162,0.0553738234182764,0.956096461979384,0.1744477760229303,0.0526674823130329,0.001864054516071,0.0385809447294456,0.3076398974414143,0.1659043506897434,0.0604674903041995,8000,Atrium Ljungberg AB,Real Estate Operations,Real Estate,1422.73,175.86,2458.49,1652.69,101.03,23585.31,25286.35,770.93,2131.3,950.53,55.5,0.0,379.6,10386.51,0.0,943.87,14.5,-667.48,-746.25,101.03,951.63,21800.44,23543.395,0.0404202537484504,770.93,714.95,345.6800000000003,0.0303673280765157,0.0327450650171736,0.0146826742702146,1.0017803294724488,674.61,0.0286538963475743,True,8,59,2013.0,2014-06-16,2014-06-30,2014-02-21,755.792902320105,True,True,0.0321021204596917,59,0.0275252319886358,0.0148941071853534,0.0137248617148364,0.0581640154866736,8000,student_t_residual_sd,0.0215236292542358,0.0194436555146463,0.0103456421859555,0.009652192700027,0.0405184436241192,8000,student_t_residual_sd
AUSS.OL,2013,2014,0.122414123968528,0.122414123968528,0.1181038795191361,0.1181038795191361,0.1181038795191361,7196.47,0.122414123968528,0.1409970937793412,0.05098738731977569,0.1173692016195381,0.0072063114155958,0.0276986570462626,0.055960264124677,0.0316781194545786,0.3470760344654987,0.0314878259562647,0.2884797509750145,0.0403606613906747,0.6428663167562385,0.1744477760229303,0.0526674823130329,0.0249914860807112,0.0385809447294456,0.3076398974414143,0.1659043506897434,0.0604674903041995,8000,Austevoll Seafood ASA,Food & Tobacco,Consumer Staples,10312.59,1443.31,3514.67,1188.03,379.71,3773.15,22684.36,1492.93,12542.71,7478.86,3378.1,0.0,282.37,7656.56,3807.64,1879.3600000000008,-725.3699999999999,459.9300000000003,-353.0799999999999,273.98,2065.7000000000003,20018.83,21351.595,0.0967468706670391,1492.93,897.25,1537.7999999999993,0.0420226217291963,0.0699212400759755,0.0720227224242497,0.1767151353329809,1794.74,0.0840564838364534,True,2,61,2013.0,2014-06-19,2014-06-30,2014-02-25,1777.66667,True,True,0.083256855986637,61,0.1115817019237878,0.0404619764774483,0.0662008287652673,0.1932022045667231,8000,student_t_residual_sd,0.0827367053965611,0.07834702993555,0.0274316484544146,0.0466802953227764,0.1339444198188062,8000,student_t_residual_sd
AXFO.ST,2013,2014,0.2148464644829631,0.2148464644829631,0.0462707076760007,0.0462707076760007,0.0462707076760007,15957.01,0.2148464644829631,0.2112314742200545,0.1969498920905914,0.0587272907579344,0.0028462829559083,0.0140909671300076,0.052928460658015,0.0526102757179379,0.829462439178778,0.080344492319085,0.0097985300963487,0.0187214318247038,0.9105171380381416,0.1744477760229303,0.0526674823130329,0.0040902685881843,0.0385809447294456,0.3076398974414143,0.1659043506897434,0.0604674903041995,8000,Axfood AB,Food & Drug Retailing,Consumer Staples,4026.17,430.7,4008.26,60.31,0.0,1805.74,8415.18,1440.42,33864.31,29234.39,3840.22,0.0,19.86,3551.17,32.04,366.6399999999999,-15.29000000000002,97.91000000000032,-252.99,0.0,31.02999999999957,7550.19,7982.685,0.0038871632790219,1440.42,1645.79,2662.229999999996,0.2061699791486198,0.1804430464185922,0.3335005702968357,0.2262070969855381,1863.8,0.233480339008742,True,2,63,2013.0,2014-04-25,2014-06-30,2014-02-04,1570.73249829196,True,True,0.1967674408162116,63,0.0419823061508735,0.0207642351361233,0.0215844119513647,0.0857724446100029,8000,student_t_residual_sd,0.0323351325335578,0.0293945975855152,0.0140361258699638,0.0154362906844881,0.0585396490229993,8000,student_t_residual_sd
AZN.ST,2013,2014,0.3350539526995915,0.3350539526995915,0.0494019473642017,0.0494019473642017,0.0494019473642017,451324.69,0.3350539526995915,0.3188745489065621,0.3149060304617024,0.0636613990794243,0.0132946173951207,0.0165555493194952,0.7032656663011164,0.0702774365609002,0.9912843441945368,0.0179308656955776,0.0006454177762819,0.0030044839551289,0.8992603888105547,0.1744477760229303,0.0526674823130329,0.0048223075044036,0.0385809447294456,0.3076398974414143,0.1659043506897434,0.0604674903041995,8000,AstraZeneca PLC,Pharmaceuticals,Health Care,123358.21,49276.55,97370.18,10664.56,18659.94,35293.73,339100.1,43495.0,151679.99,30922.59,98939.37,28336.4,2891.83,140883.75,175.92,17394.190000000002,13690.04,20027.789999999997,5774.679999999999,2738.629999999999,-7810.329999999993,297809.64,318454.87,-0.0245257043800272,43495.0,40401.44,-10978.24000000002,0.1268670816684323,0.136581362376402,-0.0344734561603658,0.1108280429186088,44505.84,0.13975556410866,True,4,64,2013.0,2014-06-05,2014-06-30,2014-02-06,38411.630236606,True,True,0.1206187559216977,64,0.0444862007447788,0.0239082993433467,0.0224604705903334,0.0923086611191136,8000,student_t_residual_sd,0.0346866334140321,0.0312740587140476,0.0165730566528657,0.0155950779285141,0.0644509241645133,8000,student_t_residual_sd
