Ticker,snapshot_date,cfo_forecast
20202.OL,2018-05-11,8.0004
20202.OL,2018-11-15,3.39512
20202.OL,2018-12-26,-1.75298
20202.OL,2019-01-25,-1.70162
20202.OL,2019-02-06,22.63312
20202.OL,2019-05-20,35.1564
20202.OL,2019-06-21,33.98
20202.OL,2019-08-16,27.033
20202.OL,2019-10-16,64.2285
20202.OL,2019-10-16,412.8975
20202.OL,2020-07-03,235.787948
20202.OL,2020-09-08,330.2540385
20202.OL,2020-09-08,223.0435135
20202.OL,2021-02-07,290.292
20202.OL,2021-09-21,672.999455588
20202.OL,2021-09-21,765.25848
20202.OL,2022-08-08,467.4528
20202.OL,2022-08-08,340.851
20202.OL,2023-05-12,415.7205
20202.OL,2023-09-12,341.1808
20202.OL,2023-11-09,358.9504
20202.OL,2024-02-08,597.736064631
20202.OL,2024-04-11,599.237830568
20202.OL,2024-05-10,599.227712
20202.OL,2024-08-27,555.571456
20202.OL,2024-10-01,567.333408
20202.OL,2024-11-15,579.42997
20202.OL,2025-02-13,526.409210496
20202.OL,2025-03-02,485.744424
20202.OL,2025-04-24,445.561792
20202.OL,2025-05-13,392.732116
20202.OL,2025-06-12,376.922518
20202.OL,2025-07-07,386.278106
20202.OL,2025-08-29,358.141325
20202.OL,2025-10-29,344.64933
20202.OL,2025-11-13,312.09856
20202.OL,2025-12-22,314.8392
8TRA.ST,2023-05-05,47735.6917009111
8TRA.ST,2023-07-27,46167.6026974159
8TRA.ST,2023-08-10,46973.917821633
8TRA.ST,2023-09-29,47975.2865653768
8TRA.ST,2023-10-26,51003.21877673
8TRA.ST,2023-11-29,51934.608456073
8TRA.ST,2024-01-19,51030.3360805117
8TRA.ST,2024-02-26,49452.4297911401
8TRA.ST,2024-03-29,56200.211463741
8TRA.ST,2024-04-29,59059.3080328431
8TRA.ST,2024-05-24,57515.7765303423
8TRA.ST,2024-07-31,59453.3390276102
8TRA.ST,2024-08-01,59206.7133531477
8TRA.ST,2024-09-09,59821.9084840393
8TRA.ST,2024-10-31,59965.3663506954
8TRA.ST,2024-11-15,58231.6258511827
8TRA.ST,2025-01-28,58794.7089555352
8TRA.ST,2025-03-25,55558.6168824863
8TRA.ST,2025-04-29,57594.888848409
8TRA.ST,2025-05-29,56185.1463334205
8TRA.ST,2025-06-26,57282.5990909835
8TRA.ST,2025-07-30,52003.296679173
8TRA.ST,2025-08-01,51107.1112353173
8TRA.ST,2025-09-22,48701.7815571302
8TRA.ST,2025-10-30,42929.1681647477
8TRA.ST,2025-11-07,38111.192782301
8TRA.ST,2025-12-22,38584.1253204601
AAK.ST,2013-07-23,1256.23285747537
AAK.ST,2013-09-25,1267.14971706496
AAK.ST,2013-10-31,1201.47474658373
AAK.ST,2013-11-28,1210.77084567423
AAK.ST,2014-01-31,1246.52481669147
AAK.ST,2014-02-17,992.182377014745
AAK.ST,2014-04-24,820.099652079301
AAK.ST,2014-05-09,855.032029336133
AAK.ST,2014-07-18,864.59671401094
AAK.ST,2014-09-30,851.064228367466
AAK.ST,2014-10-30,631.46343057939
AAK.ST,2014-11-06,665.567212136895
AAK.ST,2014-12-09,643.234374418944
AAK.ST,2015-01-29,602.480088061144
AAK.ST,2015-02-10,1684.24445295326
AAK.ST,2015-04-23,1391.4769588623
AAK.ST,2015-05-07,1424.41246742469
AAK.ST,2015-06-26,1311.96792577866
AAK.ST,2015-07-20,1349.5411861244
AAK.ST,2015-10-30,1437.32079887064
AAK.ST,2015-11-30,1451.81196765513
AAK.ST,2015-12-03,1606.82360142106
AAK.ST,2016-01-28,1606.7403572423
AAK.ST,2016-02-17,1376.32876691649
AAK.ST,2016-04-28,1354.93732726118
AAK.ST,2016-05-05,1325.24901044428
AAK.ST,2016-06-10,1309.09080082284
AAK.ST,2016-07-18,1310.47325929131
AAK.ST,2016-09-08,1238.47748786077
AAK.ST,2016-10-27,1020.9121009509
AAK.ST,2016-11-18,1062.0575666951
AAK.ST,2016-12-21,1058.24950307432
AAK.ST,2017-01-31,890.439842570134
AAK.ST,2017-02-13,928.62924044969
AAK.ST,2017-04-21,934.076182807641
AAK.ST,2017-07-18,712.481900103607
AAK.ST,2017-08-10,715.07852312686
AAK.ST,2017-10-27,832.717352444487
AAK.ST,2018-01-12,823.131902808849
AAK.ST,2018-02-06,1418.02059260935
AAK.ST,2018-04-26,1345.68120034249
AAK.ST,2018-06-26,1314.83776784407
AAK.ST,2018-07-20,1330.77497079283
AAK.ST,2018-09-27,1322.02418259199
AAK.ST,2018-10-26,1273.32840106442
AAK.ST,2018-12-17,1307.34339247662
AAK.ST,2019-01-31,1275.53428176643
AAK.ST,2019-02-12,1823.54311819596
AAK.ST,2019-03-25,1774.99244441558
AAK.ST,2019-04-24,1716.35960937086
AAK.ST,2019-07-17,1909.21508333956
AAK.ST,2019-09-26,1941.02010959185
AAK.ST,2019-10-28,2040.50108327063
AAK.ST,2019-11-29,2066.66385908459
AAK.ST,2020-01-31,2123.81752111447
AAK.ST,2020-03-11,2352.22975262196
AAK.ST,2020-04-29,1979.67882498932
AAK.ST,2020-05-24,1958.16454383272
AAK.ST,2020-07-21,2250.78027793738
AAK.ST,2020-10-23,2419.68368449332
AAK.ST,2020-11-18,2360.2781995813
AAK.ST,2021-01-29,1877.42868080728
AAK.ST,2021-04-28,1543.56886191636
AAK.ST,2021-06-23,1589.04336152694
AAK.ST,2021-07-20,1388.85432905914
AAK.ST,2021-09-29,1338.01609683536
AAK.ST,2021-10-25,1299.69316319771
AAK.ST,2021-11-02,986.351757035724
AAK.ST,2022-01-19,922.245313768959
AAK.ST,2022-02-08,1646.02875994354
AAK.ST,2022-03-30,1458.07082035306
AAK.ST,2022-04-28,271.175575672884
AAK.ST,2022-06-21,138.046120945705
AAK.ST,2022-07-20,-472.218503871654
AAK.ST,2022-08-07,-981.535277532607
AAK.ST,2022-09-26,-1026.74697287484
AAK.ST,2022-10-27,-1390.00551145177
