Ticker,FormationYear,theta_obs,theta_post_mean,theta_conservative,p_q5,p_q1,sigma_acc,MarketCap,Method1_ObservedQuality_PortfolioNum,Method1_ObservedQuality_Portfolio,Method2_LatentQuality_PortfolioNum,Method2_LatentQuality_Portfolio,Method3_ConservativeQuality_PortfolioNum,Method3_ConservativeQuality_Portfolio,Method4_ProbabilisticQuality_PortfolioNum,Method4_ProbabilisticQuality_Portfolio
AAK.ST,2014,0.1895951002584571,0.1894741216727739,0.1864003819358799,6.313910505539866e-10,1.5457366134688623e-11,0.0243304622148845,15967.29,3,Q3,3,Q3,3,Q3,,
ABB.ST,2014,-1.2281880363871074,-1.1093141089171958,-1.2620881910582362,0.0,1.0,0.0825132821388135,356410.22,1,Q1,1,Q1,1,Q1,1,Q1
AFRY.ST,2014,0.1632392564334333,0.1638429144853965,0.14169642744007,0.0021156836916784,0.0208868763005892,0.0646942664624146,7950.61,3,Q3,3,Q3,3,Q3,,
AKRBP.OL,2014,-0.5894380926919025,-0.4110961121405334,-0.6828248080929417,0.0,0.9999999996859262,0.1496476364143881,9385.18,1,Q1,1,Q1,1,Q1,1,Q1
ALFA.ST,2014,0.3098270411864533,0.3025968348467067,0.2884642236796118,0.5173510901583059,3.520373288694947e-07,0.0644080915047261,65227.58,5,Q5,5,Q5,5,Q5,5,Q5
ALKb.CO,2014,0.2424332816290816,0.241367983776352,0.2361654876736993,0.0083183828432373,1.1746163594997483e-11,0.034212095907223,6320.38,4,Q4,4,Q4,4,Q4,,
ASPO.HE,2014,0.0707013246340134,0.0742520921942789,0.0570111501259535,1.959444162480395e-09,0.3996334473776929,0.0510457289680853,1557.0,2,Q2,2,Q2,2,Q2,,
ASSAb.ST,2014,0.2571881648419516,0.2542899006142622,0.243176801013199,0.1076356657987318,6.762757891389301e-07,0.0516625383952184,112625.29,4,Q4,4,Q4,4,Q4,,
ATCOa.ST,2014,0.4368682848918985,0.4187952465766529,0.4093200747414947,0.98820339109415,2.1493224535702e-11,0.0737453185802679,143847.65,5,Q5,5,Q5,5,Q5,5,Q5
ATEA.OL,2014,0.0639153079710141,0.0711556937732298,0.0377134654542433,5.99883795870948e-06,0.4753102580364732,0.0717910215442313,5579.35,2,Q2,1,Q1,1,Q1,,
