Method,Portfolio,mean_excess_ann,volatility_ann,sharpe_ratio,max_drawdown
Method1_Raw,Q1,0.04170702878307127,0.18261254700093357,0.2283908168854249,-0.34223235511809286
Method1_Raw,Q2,0.03407379106575103,0.16672504298835694,0.20437116377370215,-0.422346103688706
Method1_Raw,Q3,0.07493817064485604,0.13969943022181036,0.5364243112936937,-0.2928738832683034
Method1_Raw,Q4,0.07893355336553659,0.1443736101594948,0.5467311739197753,-0.290700861221453
Method1_Raw,Q5,0.07240244740891387,0.12772100976216366,0.5668796977391461,-0.2325769750176624
Method2_PostMean,Q1,0.049299546092727645,0.18285221320228504,0.2696141612362588,-0.3419178813918954
Method2_PostMean,Q2,0.025246161434634783,0.16786414972358923,0.15039638586443838,-0.4344929641941045
Method2_PostMean,Q3,0.08147489798614117,0.14381501424386808,0.5665256747670563,-0.26374131264300194
Method2_PostMean,Q4,0.09257599244963445,0.14640036563511363,0.6323480959082415,-0.2873838147954572
Method2_PostMean,Q5,0.06763219024097517,0.1288046395076652,0.5250757309634826,-0.23115949827477733
Method3_ProbQ5,Q1,0.07442114169731927,0.1406951474957491,0.5289531517038837,-0.20641954379511215
Method3_ProbQ5,Q2,0.026251371164187354,0.17607818442858159,0.1490892880874466,-0.33217952906111486
Method3_ProbQ5,Q3,0.06046670556834976,0.15215713856126117,0.39739644252053796,-0.3451693201309429
Method3_ProbQ5,Q4,0.08105861902115313,0.15368412893722322,0.5274364996678603,-0.3075771471917232
Method3_ProbQ5,Q5,0.07245816265238303,0.127249882431871,0.5694163426137293,-0.23034190798504975
