PortfolioStrategy,FactorModel,Method1_ObservedQuality_alpha_annualized,Method2_LatentQuality_alpha_annualized,Method3_ConservativeQuality_alpha_annualized,Method4_ProbabilisticQuality_alpha_annualized,Method1_ObservedQuality_p_value,Method2_LatentQuality_p_value,Method3_ConservativeQuality_p_value,Method4_ProbabilisticQuality_p_value,Method1_ObservedQuality_t_stat,Method2_LatentQuality_t_stat,Method3_ConservativeQuality_t_stat,Method4_ProbabilisticQuality_t_stat,Method2_LatentQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method3_ConservativeQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method2_LatentQuality_minus_Method1_ObservedQuality_p_value,Method3_ConservativeQuality_minus_Method1_ObservedQuality_p_value,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_p_value,Method2_LatentQuality_minus_Method1_ObservedQuality_t_stat,Method3_ConservativeQuality_minus_Method1_ObservedQuality_t_stat,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_t_stat
LongShort,CAPM,0.022453438566848193,0.016852826934641366,0.02752086112091872,0.01975600033491249,0.4354107810909822,0.6081841418518996,0.394257459749231,0.49471903353877256,0.7822285335515842,0.513833682976563,0.8545740782342314,0.684627406561585,-0.005600611632206855,0.005067422554070524,-0.002697438231935713,0.8978043101283593,0.9063809366530267,0.947157929117282,-0.12855299741956733,0.1177119025966443,-0.0663360926287586
LongShort,FF3,0.04387101263969685,0.037667929462126326,0.04925886154157633,0.040670815924938486,0.08499441074846903,0.16138272659194453,0.08346804594342139,0.12103190181537649,1.7349733137097918,1.4080455845360793,1.7436231511670433,1.5601483776294318,-0.006203083177580435,0.005387848901872581,-0.0032001967147672946,0.8658786149868951,0.8865380423533096,0.9296036503607437,-0.16905436323208992,0.14281907089838106,-0.08842479242208559
LongShort,FF3+MOM,0.006143585106983965,0.00848674692904021,-0.0008057733449493931,0.004349738799934229,0.8283523479992272,0.7982374290815404,0.9784615170312501,0.8809851024439377,0.21723297232022545,0.256130057589107,-0.027047474316244442,0.15000221193356028,0.0023431618220560065,-0.006949358451933651,-0.001793846307050033,0.9573238243137618,0.8657350252361491,0.9647287077501052,0.05356153019287592,-0.1692382631863263,-0.044261158788779176
LongShort,FF5,0.011621698758143015,0.004544044603861866,0.018660002993161257,0.006769484231858448,0.5591660934936407,0.8500544580253728,0.4426786520548083,0.7426358498382413,0.5855342322045326,0.18941192862991704,0.7699434083852923,0.3290393477294663,-0.0070776541542818365,0.007038304235017707,-0.004852214526285184,0.8209165853179856,0.8224491453483351,0.8656632683540417,-0.22658669916789115,0.22461440653506243,-0.16933076956393292
LongShort,FF5+MOM,-0.01181471904232928,-0.010311469137615308,-0.017381381017385737,-0.01480084120893932,0.6602945279154104,0.7549501580331297,0.559794336217756,0.5907209518587377,-0.4404865240375183,-0.3127587757607272,-0.5846079951073325,-0.5390876051641147,0.0015032499047114185,-0.005566661975058833,-0.0029861221666124746,0.9718173931335736,0.8893843090925464,0.938001354130203,0.03536202018663935,-0.13921563782972646,-0.07785517107999873
Q5,CAPM,0.01837254466562687,0.011507652027727135,0.015105647000191121,0.0163084250862641,0.13923037610437428,0.35633296861574704,0.21574897390612358,0.20953115114298715,1.4871868952420586,0.9254554855320679,1.243575862008817,1.2606940859729436,-0.006864892637899592,-0.0032668976654356557,-0.0020641195793627692,0.692624873939975,0.8491954793513969,0.9074519561434253,-0.3957067544394663,-0.19032230461319932,-0.11635910489849094
Q5,FF3,0.02039648060645316,0.013869221969462577,0.016098556611466017,0.0179769276340621,0.059143751664439304,0.24199626402034324,0.14723087124617562,0.11697762672919998,1.9029606013554836,1.1750918041583853,1.4576305484041405,1.5775399347882073,-0.006527258637027564,-0.004297923995023434,-0.0024195529724275328,0.6786104109921833,0.7773301213758481,0.8761103904768381,-0.41480340803677407,-0.2830788770285953,-0.1560476222951996
Q5,FF3+MOM,0.025354622802316457,0.019413823982149105,0.023264387149273865,0.023387442586334708,0.06460490698597221,0.16928688741254083,0.06844722841926698,0.09970507617148372,1.8631016936950435,1.3818385926424603,1.836634739078571,1.657590723588695,-0.005940798820167625,-0.0020902356530421787,-0.0019671802159818425,0.7624809520726987,0.9109547083418832,0.9203791909516505,-0.30252781256302247,-0.11193852852668089,-0.1000489172236857
Q5,FF5,0.01637465388303762,0.007173373027777578,0.011490913034777214,0.014014857716770964,0.14762192386013595,0.5514295613145366,0.3070975498968487,0.2453842006216964,1.4563347336533867,0.5971167935768011,1.0252101559323596,1.1667102991958989,-0.009201280855261465,-0.004883740848261903,-0.002359796166267955,0.5747754982460114,0.7574917982376839,0.8856650025195325,-0.5617159953089351,-0.30908953291188435,-0.1439276040414322
Q5,FF5+MOM,0.02127229700722487,0.012822507123283361,0.018798099237988156,0.019488423051526788,0.11843772364588934,0.33616349999167316,0.14013647680800134,0.17490307974838792,1.5714444474939735,0.9652397682425531,1.48407873128191,1.3638446386175993,-0.008449789883943744,-0.002474197769238781,-0.0017838739557003158,0.6575078143981665,0.8943123742506782,0.9280123441571053,-0.4438518919865318,-0.13297571706829864,-0.09043090938739905
