FormationYear,n_firms,mu_t,var_obs_t,avg_obs_var_i,tau2_t,median_sigma,tau2_at_floor
2010,312,0.11508326208917896,0.45087357972713193,0.049563135967455554,0.4013104437596764,0.1187919939678988,False
2011,323,0.12137756737293512,1.0813948848383437,0.11183126418617864,0.9695636206521651,0.1125042583667867,False
2012,337,0.0984680481771584,0.364450488219796,0.041808690741248954,0.32264179747854704,0.1032196254125939,False
2013,351,0.0708174236571791,0.40741687747756306,0.047659935388219186,0.3597569420893439,0.0940115238780164,False
2014,364,0.051391829542892155,0.6864673554697251,0.07710652666160914,0.609360828808116,0.086286272707865,False
2015,376,0.1524870170495157,1.1762923118045194,0.13849278467023993,1.0377995271342795,0.08017435357472766,False
2016,399,0.04008419442116522,1.3687476686128381,0.16475236013122133,1.2039953084816168,0.0724777070344642,False
2017,429,0.12180367571394159,0.564870318317524,0.0631583659188818,0.5017119523986422,0.0771274947101421,False
2018,443,0.050698035802394494,0.3208778625998575,0.04092110293000522,0.2799567596698523,0.0692638338770282,False
2019,478,0.0654837325334686,0.934760479545971,0.12307035075674307,0.8116901287892279,0.07143073848088805,False
2020,502,-0.26720923454203876,34.8275755787413,4.467537088900328,30.360038489840974,0.08007293144884081,False
2021,525,0.07684769324426026,0.1928416741520648,0.0246884222900287,0.16815325186203608,0.0855503145131496,False
2022,540,0.06321902969871686,0.4694859897229268,0.05885581380069924,0.41063017592222756,0.08728554197648986,False
2023,568,-0.20125305270584765,54.588305359287,7.066905690939914,47.52139966834709,0.0869296942012114,False
2024,587,0.16135429518322722,2.7946747356412605,0.36969848044458836,2.4249762551966723,0.0786648453690476,False
2025,612,0.09128858029349661,0.5669210502768152,0.08085182285663313,0.48606922742018205,0.07671719874742855,False
