FormationYear,Method,PortfolioNum,Portfolio,n_firms,total_marketcap,avg_theta_obs,avg_theta_post_mean,avg_p_q5,avg_sigma_acc
2010,Method1_Raw,1,Q1,63,501070.10000000003,-0.5379163118699314,-0.7133914170901141,0.01695926765084315,0.09491464720039217
2010,Method1_Raw,2,Q2,62,477072.39,0.03459740512129471,0.019907114904972458,0.08134580737934255,0.0796928630973322
2010,Method1_Raw,3,Q3,62,988980.02,0.14222386428949813,0.13764948682808253,0.13656779179971673,0.07130943594617088
2010,Method1_Raw,4,Q4,62,689406.95,0.26763504026353463,0.24757813582876081,0.2761925496682238,0.06318238134258983
2010,Method1_Raw,5,Q5,63,2103071.69,0.6704510193622414,0.549512391895732,0.6949314285543322,0.08738328854468515
2010,Method2_PostMean,1,Q1,63,498832.22000000003,-0.5372447907229981,-0.7138879682296572,0.020232414733436295,0.09744345395753624
2010,Method2_PostMean,2,Q2,62,474072.85,0.03401939228848234,0.0203840284911548,0.08269159427127855,0.08142094620844637
2010,Method2_PostMean,3,Q3,62,994012.68,0.14285611067315798,0.13765986457563145,0.13406617841792495,0.06853366760459305
2010,Method2_PostMean,4,Q4,62,511731.2,0.27094265179977634,0.23976472490597953,0.2707210646602998,0.07516057834059557
2010,Method2_PostMean,5,Q5,63,2280952.2,0.666471015748649,0.5572187750118004,0.6981803975489191,0.07409747020678538
2010,Method3_ProbQ5,1,Q1,63,1187753.01,-0.456393560679097,-0.6000614595353573,0.0014779757356492183,0.05877452208918753
2010,Method3_ProbQ5,2,Q2,62,479234.93,0.007006098585647711,-0.02695773969881143,0.036765146633416484,0.07059838517511599
2010,Method3_ProbQ5,3,Q3,62,395781.32,0.12033837808753581,0.10473445263183448,0.1626028545481611,0.08354843669366485
2010,Method3_ProbQ5,4,Q4,62,409198.1,0.2376545150088353,0.2047577049549087,0.30664351181749244,0.10901187186511056
2010,Method3_ProbQ5,5,Q5,63,2287633.79,0.6671243588939965,0.5568367171946389,0.6986963303518945,0.0753267655993262
2011,Method1_Raw,1,Q1,65,535274.47,-0.6651320626156536,-0.8740616814907328,0.059504097073536544,0.09058885733375684
2011,Method1_Raw,2,Q2,64,380291.48,0.05819580131910903,0.04714768757878702,0.16633844111369037,0.07687556675994772
2011,Method1_Raw,3,Q3,65,646445.24,0.16369084887467747,0.1574735346223897,0.23544409038113537,0.06823753107876958
2011,Method1_Raw,4,Q4,64,1497818.03,0.2784963967247076,0.25941165132970684,0.35272018219468243,0.060630838612445274
2011,Method1_Raw,5,Q5,65,2678959.44,0.7730820381510342,0.6505442358153161,0.6799488251216447,0.08216821167515378
2011,Method2_PostMean,1,Q1,65,484586.0,-0.6638267278161329,-0.8743963479399096,0.06717285735405588,0.09497264350519301
2011,Method2_PostMean,2,Q2,64,430979.95,0.056870070663346,0.04748758319123222,0.1585498564537879,0.07242328392958287
2011,Method2_PostMean,3,Q3,65,672739.51,0.1645405318809659,0.15687534209044673,0.2460433964601435,0.07224397511123941
2011,Method2_PostMean,4,Q4,64,1449875.92,0.2900377414896089,0.2541772875048688,0.3450764105982557,0.0729351128050212
2011,Method2_PostMean,5,Q5,65,2700607.28,0.7608685695300735,0.6562962634978687,0.6768756941529644,0.06604678997614766
2011,Method3_ProbQ5,1,Q1,65,930434.7400000001,-0.5863991851152948,-0.764275447561602,0.01894227601094381,0.05454721790847494
2011,Method3_ProbQ5,2,Q2,64,369966.10000000003,0.03175281922398324,0.0006410543736222518,0.1415548306720846,0.0689144107157664
2011,Method3_ProbQ5,3,Q3,65,610440.1900000001,0.13204127670458557,0.11743863223244914,0.27391021683460676,0.08729542972955902
2011,Method3_ProbQ5,4,Q4,64,1155146.39,0.2598593549680641,0.23222818168834958,0.37881356161474944,0.09119356745882606
2011,Method3_ProbQ5,5,Q5,65,2672801.24,0.7703852178440478,0.6533493132327015,0.6807549010442809,0.07689809615209599
2012,Method1_Raw,1,Q1,68,555169.86,-0.5854224991858419,-0.7747638898905419,0.013674656224749605,0.08510393711885628
2012,Method1_Raw,2,Q2,67,678040.76,0.05342148372392234,0.04486745167115624,0.07482197422644109,0.07132129678726955
2012,Method1_Raw,3,Q3,67,390199.69,0.16338115279749116,0.15345008416664396,0.15191533159538326,0.06612650638871846
2012,Method1_Raw,4,Q4,67,509730.08,0.2772685364469602,0.2492320032361423,0.29982859642813364,0.06828168722427062
2012,Method1_Raw,5,Q5,68,2684795.22,0.5866131410508617,0.49258680102786945,0.7108731510676894,0.07539416474114982
2012,Method2_PostMean,1,Q1,68,554625.06,-0.5849583566802041,-0.7755670798580824,0.018038509551267408,0.08885925536178346
2012,Method2_PostMean,2,Q2,67,672009.9600000001,0.052955947581047665,0.0456667255222015,0.07146778452634274,0.0679530187881396
2012,Method2_PostMean,3,Q3,67,251907.37,0.165540410634167,0.15053655461106435,0.16203574575970464,0.07543589781992346
2012,Method2_PostMean,4,Q4,67,623063.35,0.2885545276696592,0.24646415341152073,0.28800659565302394,0.072197041543883
2012,Method2_PostMean,5,Q5,68,2716329.87,0.5733601637598487,0.4982003008550193,0.7114907244004276,0.06192732680170708
2012,Method3_ProbQ5,1,Q1,68,1002688.53,-0.5376234461056125,-0.710187490751913,0.000576595768838523,0.06048532861834383
2012,Method3_ProbQ5,2,Q2,67,173245.47,0.0457230250401127,0.026558578600060345,0.048423145319651265,0.061546855819485775
2012,Method3_ProbQ5,3,Q3,67,521617.46,0.13847490764185058,0.1258647553992036,0.1706335907561621,0.08225262963107582
