PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
Q5,CAPM,Method2_PostMean minus Method1_Raw,-0.004703444966282784,-0.000391953747190232,-0.1285434867722742,0.8977868896325849
Q5,CAPM,Method3_ProbQ5 minus Method1_Raw,0.0018848874648095051,0.0001570739554007921,0.05020923097193461,0.959982036049589
Q5,FF3,Method2_PostMean minus Method1_Raw,-0.004919835553521615,-0.00040998629612680124,-0.2004560235132808,0.8412323273563884
Q5,FF3,Method3_ProbQ5 minus Method1_Raw,0.0018578502714264172,0.00015482085595220144,0.07548282562272869,0.9398707061334279
Q5,FF3+MOM,Method2_PostMean minus Method1_Raw,-0.004647788162565093,-0.00038731568021375777,-0.2073830273296666,0.835823607081017
Q5,FF3+MOM,Method3_ProbQ5 minus Method1_Raw,0.001185544184883279,9.879534874027325e-05,0.05378164876230169,0.9571378464544749
Q5,FF5,Method2_PostMean minus Method1_Raw,-0.004904980262371815,-0.00040874835519765125,-0.21383682440554375,0.8307914613016831
Q5,FF5,Method3_ProbQ5 minus Method1_Raw,0.0019689665109340476,0.0001640805425778373,0.08697858216155115,0.9307353351157974
Q5,FF5+MOM,Method2_PostMean minus Method1_Raw,-0.004830208944170487,-0.0004025174120142073,-0.2433818105255193,0.8078445116821982
Q5,FF5+MOM,Method3_ProbQ5 minus Method1_Raw,0.0014429908520051868,0.0001202492376670989,0.07439077135536394,0.9407396535737025
