Ticker,FormationYear,theta_obs,theta_post_mean,theta_conservative,p_q5,p_q1,sigma_acc,MarketCap,Method1_ObservedQuality_PortfolioNum,Method1_ObservedQuality_Portfolio,Method2_LatentQuality_PortfolioNum,Method2_LatentQuality_Portfolio,Method3_ConservativeQuality_PortfolioNum,Method3_ConservativeQuality_Portfolio,Method4_ProbabilisticQuality_PortfolioNum,Method4_ProbabilisticQuality_Portfolio
AAK.ST,2014,0.1895951002584571,0.189324479509567,0.1860219180292761,8.014154665780815e-06,1.1844955801938783e-06,0.0164284099500058,15967.29,3,Q3,3,Q3,3,Q3,,
ABB.ST,2014,-1.2281880363871074,-0.9854018767536846,-1.2628065963134023,0.0,1.0,0.0557287694756025,356410.22,1,Q1,1,Q1,1,Q1,1,Q1
AFRY.ST,2014,0.1632392564334333,0.1645212063273434,0.1403646942100433,0.0185011964011864,0.0688453292102437,0.0437727938254626,7950.61,3,Q3,3,Q3,3,Q3,,
AKRBP.OL,2014,-0.5894380926919025,-0.2781794128608781,-0.6709315965198208,3.326339204079432e-12,0.999999671101907,0.1010086939868444,9385.18,1,Q1,1,Q1,1,Q1,1,Q1
ALFA.ST,2014,0.3098270411864533,0.2945531062250812,0.2872623819043646,0.5126872277200513,0.000143686698432,0.0434372844700502,65227.58,5,Q5,5,Q5,5,Q5,5,Q5
ALKb.CO,2014,0.2424332816290816,0.2400749443917902,0.2354955168327042,0.0436137450862089,9.097166249611688e-07,0.0230902938846967,6320.38,4,Q4,4,Q4,4,Q4,,
ASPO.HE,2014,0.0707013246340134,0.0785704729633519,0.0555313632059559,1.3197601474224108e-05,0.4279815847742169,0.0348958917089978,1557.0,2,Q2,2,Q2,2,Q2,,
ASSAb.ST,2014,0.2571881648419516,0.2509196675598411,0.2420359583522729,0.1852932534890276,0.0002403970125091,0.0348737896731502,112625.29,4,Q4,4,Q4,4,Q4,,
ATCOa.ST,2014,0.4368682848918985,0.3992936032307348,0.4082312840544941,0.9523669391927728,5.89673243589859e-07,0.0497936059561275,143847.65,5,Q5,5,Q5,5,Q5,5,Q5
ATEA.OL,2014,0.0639153079710141,0.0790271684006524,0.0365715587614325,0.0006412613364384,0.4818347186295893,0.0484737052091122,5579.35,2,Q2,2,Q2,1,Q1,,
ATRAV.HE,2014,0.0183108356102931,0.0252865978445146,0.0093753944318172,1.142597128023226e-11,0.8350363958985614,0.0263412434096395,1193.62,1,Q1,1,Q1,1,Q1,1,Q1
ATRLJb.ST,2014,0.0717921611782976,0.0748137823930722,0.065905252372875,9.394374167470687e-12,0.3735596981533876,0.021212144677984,10717.06,2,Q2,1,Q1,2,Q2,,
AUSS.OL,2014,0.122414123968528,0.1393534490556635,0.0573050093154757,0.0563927295794622,0.2979341347966033,0.0846248538582031,7196.47,2,Q2,2,Q2,2,Q2,,
AXFO.ST,2014,0.2148464644829631,0.2116182513432379,0.1988646924859889,0.0544110262772773,0.0038182261954297,0.0358963575512491,15957.01,3,Q3,4,Q4,4,Q4,,
AZN.ST,2014,0.3350539526995915,0.3243481863687901,0.3217222533187455,0.6980072047479595,1.0224301305172375e-07,0.0325518599590446,451324.69,5,Q5,5,Q5,5,Q5,5,Q5
BAKKA.OL,2014,0.3139569860129343,0.2469302305935789,0.2178676232760111,0.5177546818326529,0.0370137443122225,0.1171321167669048,4641.52,5,Q5,4,Q4,4,Q4,5,Q5
BAVA.CO,2014,0.5039213530500432,0.3843897949391313,0.4313622366623424,0.9442900085524591,0.0001613184870211,0.0919094029666904,2596.36,5,Q5,5,Q5,5,Q5,5,Q5
BEIAb.ST,2014,0.2260852420229372,0.2182057418489279,0.1955667027359466,0.1539011711136417,0.0191767527719371,0.0516879266413729,4470.81,4,Q4,4,Q4,4,Q4,,
BEIJb.ST,2014,0.1311043601945667,0.1434505520759956,0.0741351913117133,0.0530721781319599,0.2589730119642854,0.0768729327550558,5168.49,3,Q3,3,Q3,2,Q2,,
BETSb.ST,2014,0.3263665175145019,0.2846415132763316,0.2714358304531096,0.5692832205717928,0.0065981493365244,0.0749528373509304,4516.74,5,Q5,4,Q4,4,Q4,5,Q5
BILL.ST,2014,0.1013927391821173,0.1118146361404125,0.0728611076643492,0.0038217884927262,0.298301598415837,0.0496866406528451,15944.33,2,Q2,2,Q2,2,Q2,,
BIOGb.ST,2014,0.363873819570022,0.3126597061688004,0.3098008817181689,0.7013522138019074,0.0021834030740943,0.074146456845839,3804.29,5,Q5,5,Q5,5,Q5,5,Q5
BITTI.HE,2014,0.2565374343321692,0.2127754982315588,0.14991758232656,0.3662158437631735,0.0947982374894848,0.1301547726968764,2885.55,4,Q4,4,Q4,3,Q3,,
BMAX.ST,2014,0.222724189984467,0.2143382391410544,0.1879827907989602,0.159807817480824,0.0286040654376441,0.0558482997929385,2770.51,4,Q4,4,Q4,4,Q4,,
BOL.ST,2014,0.0830839903159723,0.0935270037994758,0.0602236996598939,0.0005882420408959,0.3719182783750375,0.0437573738486837,22336.65,2,Q2,2,Q2,2,Q2,,
BRGB.OL,2014,0.2052801724137931,0.2044516829014736,0.1999060230819236,0.0011431005483825,7.96655620030623e-06,0.0202405794991591,3020.0,3,Q3,3,Q3,4,Q4,,
CARLb.CO,2014,0.0996721830272167,0.1035177501115161,0.0893865619301833,3.73763859362608e-06,0.1992004094423531,0.0283617794824242,103273.74,2,Q2,2,Q2,2,Q2,,
CAST.ST,2014,0.1494025434038092,0.1494317832708012,0.1491690469341479,0.0,2.4557653721395722e-37,0.0041643494350634,16227.08,3,Q3,3,Q3,3,Q3,,
CTY1S.HE,2014,0.1086032134269175,0.1138266301250574,0.0927373120002862,0.000278249085677,0.2019045319782038,0.035754738422975,8328.01,2,Q2,2,Q2,2,Q2,,
DEMANT.CO,2014,0.4300592842370448,0.3954011572989866,0.4029414700351689,0.9478136090352148,4.71918719287028e-07,0.0482414726987963,33383.19,5,Q5,5,Q5,5,Q5,5,Q5
DFDS.CO,2014,0.1597104539270358,0.1616417239053248,0.133501215020232,0.022958497999024,0.0902557782654215,0.0473022938353705,7257.95,3,Q3,3,Q3,3,Q3,,
DIGIA.HE,2014,0.1950246108820011,0.1928135126290059,0.1735334703043679,0.0466574791208027,0.0224742361049092,0.0422637651355016,292.35,3,Q3,3,Q3,3,Q3,,
DIOS.ST,2014,0.1145583238215189,0.1167626906539906,0.1071968711735355,4.412909231366058e-07,0.0842194004934256,0.0238110476112236,3211.55,2,Q2,2,Q2,3,Q3,,
DNO.OL,2014,0.3114278821808667,0.2854402247750916,0.2734841863630058,0.5169427855914572,0.0024426059973378,0.0589393292627947,24763.36,5,Q5,4,Q4,4,Q4,5,Q5
DSV.CO,2014,0.6351502639927613,0.6231345639434159,0.629934012566686,1.0,5.584007018426096e-68,0.0199329344145442,35779.34,5,Q5,5,Q5,5,Q5,5,Q5
EAST9.ST,2014,-0.0064038454083808,0.0780866270121588,-0.0998400797665337,0.0124034746246267,0.6836441113875329,0.1140568107210655,1843.6,1,Q1,1,Q1,1,Q1,1,Q1
ELISA.HE,2014,0.2732813936634716,0.2595991469019864,0.2455939587842837,0.3259635997126,0.0026030657438102,0.0488260089707248,26578.69,4,Q4,4,Q4,4,Q4,,
ELUXb.ST,2014,0.2199969743352443,0.2107208164425931,0.1792666948293438,0.1713887095913466,0.0420992286437264,0.0615971226297086,38113.76,4,Q4,4,Q4,3,Q3,,
