Ticker,FormationYear,theta_obs,theta_post_mean,theta_conservative,p_q5,p_q1,sigma_acc,MarketCap,Method,SignalUsed,PortfolioNum,Portfolio,MethodLabel
TLT1V.HE,2014,0.1659043506897434,0.1669890986863992,0.1151168524977907,0.0336863774258129,0.0868005075175366,0.069781919378691,666.81,Method1_ObservedQuality,theta_obs,3,Q3,Observed Quality
TRELb.ST,2014,0.171480432782489,0.1715617583992743,0.1605176812305945,7.772566160568761e-05,0.0010222765562844,0.0307166313680564,29239.6,Method1_ObservedQuality,theta_obs,3,Q3,Observed Quality
TYRES.HE,2014,0.1614746615220311,0.1632697134932798,0.1061278295450444,0.0353826134311826,0.1058855094789936,0.0733271217721759,38753.15,Method1_ObservedQuality,theta_obs,3,Q3,Observed Quality
YIT.HE,2014,0.1387645912713654,0.1428816828249936,0.0926129757999047,0.0111190679083057,0.1445710428151153,0.0660836827262482,10390.89,Method1_ObservedQuality,theta_obs,3,Q3,Observed Quality
ALKb.CO,2014,0.2424332816290816,0.2413676786240088,0.2361636922772221,0.0083073712479316,1.1637975783565396e-11,0.0230902938846967,6320.38,Method1_ObservedQuality,theta_obs,4,Q4,Observed Quality
ASSAb.ST,2014,0.2571881648419516,0.2542881381100023,0.2431682803654956,0.1076260204222685,6.755858431812238e-07,0.0348737896731502,112625.29,Method1_ObservedQuality,theta_obs,4,Q4,Observed Quality
BEIAb.ST,2014,0.2260852420229372,0.22226945392788,0.1965269511877001,0.0838491385571094,0.0025416300022414,0.0516879266413729,4470.81,Method1_ObservedQuality,theta_obs,4,Q4,Observed Quality
BITTI.HE,2014,0.2565374343321692,0.2289582520139245,0.1221517741343815,0.3425788831063904,0.0599048041769623,0.1301547726968764,2885.55,Method1_ObservedQuality,theta_obs,4,Q4,Observed Quality
BMAX.ST,2014,0.222724189984467,0.2186102797160894,0.1886378945802125,0.0904994839981886,0.0052934586492898,0.0558482997929385,2770.51,Method1_ObservedQuality,theta_obs,4,Q4,Observed Quality
ELISA.HE,2014,0.2732813936634716,0.2667121169983086,0.2466941784142818,0.2699879836862267,7.354219078361446e-05,0.0488260089707248,26578.69,Method1_ObservedQuality,theta_obs,4,Q4,Observed Quality
ELUXb.ST,2014,0.2199969743352443,0.2153607627153062,0.1792830931542909,0.1032433024572547,0.0107394537375374,0.0615971226297086,38113.76,Method1_ObservedQuality,theta_obs,4,Q4,Observed Quality
EXL1V.HE,2014,0.2732475715410867,0.2710693285156404,0.2644287556153149,0.1434031748002223,2.199960690929016e-11,0.0274742314602118,570.38,Method1_ObservedQuality,theta_obs,4,Q4,Observed Quality
GN.CO,2014,0.290364589888819,0.2641484739994258,0.1998993156457769,0.4336662227833563,0.0131063506366368,0.0989226302344465,25810.93,Method1_ObservedQuality,theta_obs,4,Q4,Observed Quality
JM.ST,2014,0.302224053503039,0.2942106313644539,0.2771382635688861,0.4603901868209967,4.511356658941385e-06,0.0473322698877496,13652.58,Method1_ObservedQuality,theta_obs,4,Q4,Observed Quality
LOOMIS.ST,2014,0.2315295784048729,0.226411583506231,0.1956652946221248,0.1212268403565114,0.0043056492403514,0.0574260353666519,10326.79,Method1_ObservedQuality,theta_obs,4,Q4,Observed Quality
MAERSKb.CO,2014,0.2742431938132108,0.2677872981944154,0.2483666725790901,0.2729820931232001,5.552070338269416e-05,0.0481232395760812,235735.32,Method1_ObservedQuality,theta_obs,4,Q4,Observed Quality
MEDIVIR.ST,2014,0.2764461369972123,0.226627698849609,0.0810765735189735,0.4186861852337875,0.077637366045688,0.1787939133200827,2436.91,Method1_ObservedQuality,theta_obs,4,Q4,Observed Quality
METSO.HE,2014,0.2630576720653363,0.2495583649827085,0.2021195254900716,0.2997017790186507,0.0084961340489925,0.0775737072708518,11619.59,Method1_ObservedQuality,theta_obs,4,Q4,Observed Quality
NCCb.ST,2014,0.2632423913389822,0.2503692940556853,0.2052519501957804,0.2959061309405713,0.0071623239565039,0.0753474356698672,13987.68,Method1_ObservedQuality,theta_obs,4,Q4,Observed Quality
NMAN.ST,2014,0.2394843613579169,0.2370964671126152,0.2247978938381216,0.0509532805098364,8.684947014265703e-06,0.0357240703452771,2097.82,Method1_ObservedQuality,theta_obs,4,Q4,Observed Quality
RAYb.ST,2014,0.3014193966215122,0.2863742675271823,0.2540225719660415,0.466885586537331,0.00064334760752,0.0670873915720589,592.86,Method1_ObservedQuality,theta_obs,4,Q4,Observed Quality
REG1V.HE,2014,0.2727345629510826,0.2627906788501514,0.2322657088488513,0.3069035777334667,0.0010743608711579,0.0613905587953186,810.37,Method1_ObservedQuality,theta_obs,4,Q4,Observed Quality
SAABb.ST,2014,0.2156171057301714,0.2142461973153866,0.2022973997788387,0.0101970494632206,4.617812138566826e-05,0.0339610172897124,17434.9,Method1_ObservedQuality,theta_obs,4,Q4,Observed Quality
SAND.ST,2014,0.2561737749053539,0.2510976268630264,0.2313290590903518,0.1711468617226734,0.0001524302904847,0.0470891525920851,102051.14,Method1_ObservedQuality,theta_obs,4,Q4,Observed Quality
SECUb.ST,2014,0.2663115213002393,0.2564057988952443,0.2231792828961006,0.2813734328393996,0.0019716741180525,0.0636145899902634,22411.65,Method1_ObservedQuality,theta_obs,4,Q4,Observed Quality
STEa.ST,2014,0.222535413084418,0.2203367034591646,0.2042462247640023,0.0336060572789223,0.0002456779082775,0.0400533990592486,47991.09,Method1_ObservedQuality,theta_obs,4,Q4,Observed Quality
TEL.OL,2014,0.2516842556174306,0.2513213627003526,0.2498048695087774,8.702491452972083e-05,5.68142277718396e-38,0.0125721648217918,213427.18,Method1_ObservedQuality,theta_obs,4,Q4,Observed Quality
TGS.OL,2014,0.2905783058799531,0.2885418164341254,0.2835638215808286,0.2767628360325656,6.698496385432595e-16,0.0244466296954256,16646.29,Method1_ObservedQuality,theta_obs,4,Q4,Observed Quality
VAIAS.HE,2014,0.2917383691090783,0.2847001436339558,0.2677356753211699,0.3826554274178616,7.073393085044708e-06,0.046232461630865,2869.82,Method1_ObservedQuality,theta_obs,4,Q4,Observed Quality
VEI.OL,2014,0.2424807458451568,0.2363066034391608,0.2061798615995957,0.1599519048794785,0.0027310679755702,0.0578091883350506,5533.19,Method1_ObservedQuality,theta_obs,4,Q4,Observed Quality
VOLVb.ST,2014,0.2839517161747358,0.2781460992607576,0.2627447462486132,0.3180727213536569,4.033916459077694e-06,0.0432959938213037,162000.36,Method1_ObservedQuality,theta_obs,4,Q4,Observed Quality
YAR.OL,2014,0.3076398974414143,0.3020376022220239,0.2908151929176739,0.5,1.4934774904191255e-08,0.0383428477197936,69271.64,Method1_ObservedQuality,theta_obs,4,Q4,Observed Quality
ALFA.ST,2014,0.3098270411864533,0.302605162455421,0.2884888289504537,0.5173670892604044,3.438365455029037e-07,0.0434372844700502,65227.58,Method1_ObservedQuality,theta_obs,5,Q5,Observed Quality
ATCOa.ST,2014,0.4368682848918985,0.4187756667375175,0.4092902297583876,0.9881897750630674,2.1680581300627497e-11,0.0497936059561275,143847.65,Method1_ObservedQuality,theta_obs,5,Q5,Observed Quality
AZN.ST,2014,0.3350539526995915,0.3301271638757351,0.3227834686477231,0.7641690356603162,2.808217348372933e-13,0.0325518599590446,451324.69,Method1_ObservedQuality,theta_obs,5,Q5,Observed Quality
BAKKA.OL,2014,0.3139569860129343,0.2734070813888165,0.1976925340042868,0.521485692091985,0.0153020472006586,0.1171321167669048,4641.52,Method1_ObservedQuality,theta_obs,5,Q5,Observed Quality
BAVA.CO,2014,0.5039213530500432,0.4375445137630918,0.4233360267414766,0.9778360771590132,2.768337824903282e-06,0.0919094029666904,2596.36,Method1_ObservedQuality,theta_obs,5,Q5,Observed Quality
BETSb.ST,2014,0.3263665175145019,0.3045389558688064,0.2688948417189084,0.5898618271959192,0.0006279705627695,0.0749528373509304,4516.74,Method1_ObservedQuality,theta_obs,5,Q5,Observed Quality
BIOGb.ST,2014,0.363873819570022,0.3371575581523555,0.3074586383892468,0.7544571318103752,0.0001015203309685,0.074146456845839,3804.29,Method1_ObservedQuality,theta_obs,5,Q5,Observed Quality
DEMANT.CO,2014,0.4300592842370448,0.4134473766917368,0.4040637292460029,0.9863880473100304,1.3056686297612572e-11,0.0482414726987963,33383.19,Method1_ObservedQuality,theta_obs,5,Q5,Observed Quality
DNO.OL,2014,0.3114278821808667,0.2985519687600712,0.2738285145589736,0.5226542823540995,8.354699680093745e-05,0.0589393292627947,24763.36,Method1_ObservedQuality,theta_obs,5,Q5,Observed Quality
DSV.CO,2014,0.6351502639927613,0.6297474375291232,0.630459317792365,1.0,7.83111521094609e-132,0.0199329344145442,35779.34,Method1_ObservedQuality,theta_obs,5,Q5,Observed Quality
EQNR.OL,2014,0.3938500678151782,0.3832700293440608,0.3745612292443657,0.96449002017969,1.4607227944207454e-12,0.0411874236490149,468731.12,Method1_ObservedQuality,theta_obs,5,Q5,Observed Quality
ERICb.ST,2014,0.3387522448309887,0.3223587839910612,0.2988422875209937,0.6747067951022601,2.545648903054234e-05,0.0609178360543956,243529.93,Method1_ObservedQuality,theta_obs,5,Q5,Observed Quality
GMAB.CO,2014,0.8430667824011284,0.5501710253117224,0.6678424742104443,0.9999004425094312,2.7018754496061388e-08,0.1615592758216825,12266.55,Method1_ObservedQuality,theta_obs,5,Q5,Observed Quality
HEX.OL,2014,0.3585035574936879,0.339237249236026,0.3166329721663309,0.7651450719054904,1.136979887796598e-05,0.0625667954629598,2989.4,Method1_ObservedQuality,theta_obs,5,Q5,Observed Quality
HMb.ST,2014,0.378875400087119,0.3494144177225677,0.321229604907695,0.8059082035195664,5.738046610605552e-05,0.07508537884117,379079.44,Method1_ObservedQuality,theta_obs,5,Q5,Observed Quality
JBTM.IC,2014,0.3727472668261016,0.3640305243859262,0.3551642818070882,0.9233595307770124,3.707639038313662e-12,0.0392362137436684,5152.3,Method1_ObservedQuality,theta_obs,5,Q5,Observed Quality
KNEBV.HE,2014,0.5712039521860042,0.5436185787164486,0.5433930445032791,0.9999978525540928,2.6149548021751663e-19,0.0500190171083111,122046.42,Method1_ObservedQuality,theta_obs,5,Q5,Observed Quality
KOG.OL,2014,0.3521105603124531,0.3270483355296738,0.2956840557228653,0.7069469828023041,0.0001779437074043,0.0741551196116858,13817.83,Method1_ObservedQuality,theta_obs,5,Q5,Observed Quality
LUOTEA.HE,2014,0.3737139158282042,0.3697734753207358,0.3658040109917497,0.9846419930588868,6.316273560209816e-25,0.0259897490361719,4927.04,Method1_ObservedQuality,theta_obs,5,Q5,Observed Quality
NOD.OL,2014,0.4605381892223328,0.3639120415126901,0.3254394326732343,0.8868324825563809,0.0007736053332607,0.1306751687950916,4527.3,Method1_ObservedQuality,theta_obs,5,Q5,Observed Quality
NOKIA.HE,2014,0.3982220615133004,0.3727112028404129,0.3526210066521772,0.8913434814241907,2.111181162600929e-06,0.065637287693546,170290.86,Method1_ObservedQuality,theta_obs,5,Q5,Observed Quality
NOLAb.ST,2014,0.4262415087804917,0.4128971768292938,0.4050426778087194,0.9910852233372835,1.3703676427884097e-13,0.0432872197653867,3251.27,Method1_ObservedQuality,theta_obs,5,Q5,Observed Quality
NOVOb.CO,2014,0.9329576151949208,0.9225657642378556,0.9274774748352864,1.0,8.233373579570721e-258,0.0215660594619999,491745.4,Method1_ObservedQuality,theta_obs,5,Q5,Observed Quality
