Exchange,PortfolioStrategy,FactorModel,Method,alpha_annualized,alpha_monthly,t_stat,p_value,r_squared,n_obs
Copenhagen,Q5,CAPM,Method1_Raw,0.1161305095336742,0.009677542461139516,3.0125993464158145,0.0029676865410883657,0.35085237614563025,180
Copenhagen,Q5,FF3,Method1_Raw,0.11056068981746656,0.009213390818122212,3.448115047054908,0.0007062743337693522,0.3839865841686243,180
Copenhagen,Q5,FF3+MOM,Method1_Raw,0.07205190865174148,0.006004325720978456,2.7315039930403398,0.00695068040586122,0.41052759705098407,180
Copenhagen,Q5,FF5,Method1_Raw,0.10446153220905648,0.00870512768408804,3.4088001968580244,0.0008108315700634527,0.41056460732819067,180
Copenhagen,Q5,FF5+MOM,Method1_Raw,0.07383493485710421,0.006152911238092018,2.867971136269905,0.004645279234001709,0.42710001913976015,180
Copenhagen,Q5,CAPM,Method2_PostMean,0.079420997604014,0.006618416467001166,2.473712024479446,0.01437787718750383,0.38761291394919417,168
Copenhagen,Q5,FF3,Method2_PostMean,0.08129786867709457,0.00677482238975788,2.726999445296792,0.007086964342572832,0.41381082542425096,168
Copenhagen,Q5,FF3+MOM,Method2_PostMean,0.05864271380504693,0.0048868928170872445,2.3431694358891564,0.020327987386240753,0.42365069873112915,168
Copenhagen,Q5,FF5,Method2_PostMean,0.07673013662027056,0.006394178051689213,2.537029966318128,0.01212461103243756,0.43887740250840857,168
Copenhagen,Q5,FF5+MOM,Method2_PostMean,0.06138930121169322,0.005115775100974435,2.3470390563309436,0.020140185177165648,0.4432195247094408,168
Copenhagen,Q5,CAPM,Method3_ProbQ5,0.0985986441228865,0.008216553676907209,2.484833626496352,0.01382565822360804,0.3436599487893305,192
Copenhagen,Q5,FF3,Method3_ProbQ5,0.09365667507285855,0.007804722922738212,2.7539693469501527,0.006465813067688453,0.37940268036562186,192
Copenhagen,Q5,FF3+MOM,Method3_ProbQ5,0.06108871082020348,0.0050907259016836235,2.148734225010445,0.03294128760892856,0.39661966771899804,192
Copenhagen,Q5,FF5,Method3_ProbQ5,0.08775980559609495,0.007313317133007913,2.706323384854753,0.007436301822772995,0.40693545749687055,192
Copenhagen,Q5,FF5+MOM,Method3_ProbQ5,0.06279798689345785,0.005233165574454821,2.2285655029485696,0.02704697802384204,0.416983507426371,192
Helsinki,Q5,CAPM,Method1_Raw,0.053444468794389306,0.0044537057328657755,1.6635702796284646,0.09784684098521246,0.4735914821110714,192
Helsinki,Q5,FF3,Method1_Raw,0.05260609095956619,0.004383840913297183,1.7923543851958963,0.07468416879969886,0.5060364052000481,192
Helsinki,Q5,FF3+MOM,Method1_Raw,0.03869605469350274,0.0032246712244585617,1.4460577241748258,0.14983494962589106,0.5099065835476821,192
Helsinki,Q5,FF5,Method1_Raw,0.05083159747714841,0.004235966456429034,1.7340880382725603,0.08455932886107553,0.5088919546589478,192
Helsinki,Q5,FF5+MOM,Method1_Raw,0.038997874336494466,0.003249822861374539,1.5309603009428325,0.12748737394373122,0.5116746820522814,192
Helsinki,Q5,CAPM,Method2_PostMean,0.051708979202808245,0.004309081600234021,1.6542174858323362,0.09973440914296683,0.48094489503594107,192
Helsinki,Q5,FF3,Method2_PostMean,0.05094686905692014,0.0042455724214100115,1.8038781281493348,0.07285125393981962,0.5115569240419735,192
Helsinki,Q5,FF3+MOM,Method2_PostMean,0.034052036740478256,0.0028376697283731883,1.2350000629879796,0.21837995002192767,0.5171261408034835,192
Helsinki,Q5,FF5,Method2_PostMean,0.049001334113481565,0.004083444509456797,1.7281868178885056,0.08561434870082274,0.5141812349255512,192
Helsinki,Q5,FF5+MOM,Method2_PostMean,0.0339564567692612,0.0028297047307717666,1.2810734420227525,0.20177141642922702,0.5185687341548257,192
Helsinki,Q5,CAPM,Method3_ProbQ5,0.07150584645287503,0.005958820537739586,2.49514821891227,0.013501018060184444,0.4587445787042619,180
Helsinki,Q5,FF3,Method3_ProbQ5,0.06844884445392053,0.005704070371160045,2.652807338273733,0.008712550778772199,0.4872052901497287,180
Helsinki,Q5,FF3+MOM,Method3_ProbQ5,0.05171152125139422,0.004309293437616185,1.9774484867631201,0.04956120777926243,0.4929600649824214,180
Helsinki,Q5,FF5,Method3_ProbQ5,0.06648387282357718,0.005540322735298099,2.6111069765871293,0.009812800504302333,0.4905828638215989,180
Helsinki,Q5,FF5+MOM,Method3_ProbQ5,0.05177167990770514,0.0043143066589754284,2.111688445031781,0.03614930697811225,0.49496904571951816,180
Oslo,Q5,CAPM,Method1_Raw,0.027805458987359595,0.002317121582279966,0.7754176077034303,0.43919617342865336,0.4628070905054166,168
Oslo,Q5,FF3,Method1_Raw,0.024076462714400497,0.002006371892866708,0.7976463057432672,0.4262291670540983,0.5359178639816606,168
Oslo,Q5,FF3+MOM,Method1_Raw,0.055763081192144834,0.0046469234326787364,1.5317745133099403,0.12751661189741648,0.5466381508993968,168
Oslo,Q5,FF5,Method1_Raw,0.027235457344970886,0.0022696214454142405,0.8849747625162782,0.37748187630351837,0.5459235028308882,168
Oslo,Q5,FF5+MOM,Method1_Raw,0.06130344797917195,0.005108620664930996,1.6585667156395918,0.09915007361264538,0.5579539032120276,168
Oslo,Q5,CAPM,Method2_PostMean,0.016656608596319178,0.0013880507163599315,0.45207290067120626,0.6517827691345377,0.4539233955320314,175
Oslo,Q5,FF3,Method2_PostMean,0.017421339114199602,0.0014517782595166336,0.6189561832290966,0.5367689176325774,0.5262674597890269,175
Oslo,Q5,FF3+MOM,Method2_PostMean,0.0381022414751932,0.0031751867895994336,1.2071991004664129,0.22903246517831866,0.5305807139174076,175
Oslo,Q5,FF5,Method2_PostMean,0.022708207620369923,0.001892350635030827,0.7792638114281072,0.43691418031166496,0.5358137048075962,175
Oslo,Q5,FF5+MOM,Method2_PostMean,0.04434185783081622,0.0036951548192346853,1.3461963674994586,0.18005282478953943,0.5403410184522557,175
Oslo,Q5,CAPM,Method3_ProbQ5,0.04264340353383276,0.0035536169611527298,1.1975981012155656,0.2327807779019675,0.46321594764087737,168
Oslo,Q5,FF3,Method3_ProbQ5,0.039268535244931096,0.0032723779370775917,1.3010389501946604,0.19507007945585553,0.5321371003536377,168
