Exchange,PortfolioStrategy,FactorModel,Method,alpha_annualized,alpha_monthly,t_stat,p_value,r_squared,n_obs
Oslo,Q5,FF3+MOM,Method3_ProbQ5,0.062432800013923845,0.0052027333344936534,1.718098620261638,0.08767751655598821,0.5378668953010919,168
Oslo,Q5,FF5,Method3_ProbQ5,0.042338897200644994,0.003528241433387083,1.3749841573686838,0.1710350153992013,0.5412826255070242,168
Oslo,Q5,FF5+MOM,Method3_ProbQ5,0.06725006176294973,0.005604171813579144,1.8177493359201524,0.0709614854199121,0.5477157584198551,168
Stockholm,Q5,CAPM,Method1_Raw,0.07408739617727804,0.006173949681439837,2.565866557318396,0.011062726663613853,0.5889998559450684,192
Stockholm,Q5,FF3,Method1_Raw,0.06827813587079182,0.005689844655899319,2.713866459301743,0.007268705373206785,0.6159477323958467,192
Stockholm,Q5,FF3+MOM,Method1_Raw,0.06523311069023788,0.005436092557519823,2.4065871311230036,0.017075551231026775,0.6161023448173819,192
Stockholm,Q5,FF5,Method1_Raw,0.06603492197346228,0.00550291016445519,2.6263508064241097,0.009349744909906255,0.6174447895094641,192
Stockholm,Q5,FF5+MOM,Method1_Raw,0.0630437535661619,0.005253646130513492,2.4187148206570863,0.016544296148082394,0.6175930064129724,192
Stockholm,Q5,CAPM,Method2_PostMean,0.059032063134666815,0.004919338594555568,2.268676331952031,0.024412331920460995,0.6033034897669403,192
Stockholm,Q5,FF3,Method2_PostMean,0.05417408110978385,0.004514506759148654,2.2397906070871674,0.02627583568425851,0.6218371344202149,192
Stockholm,Q5,FF3+MOM,Method2_PostMean,0.05398365107580521,0.004498637589650434,2.043609257893572,0.04239468267951829,0.6218377726549111,192
Stockholm,Q5,FF5,Method2_PostMean,0.05231718213980395,0.0043597651783169955,2.1863656936360645,0.030037263115914037,0.6231037145173859,192
Stockholm,Q5,FF5+MOM,Method2_PostMean,0.0519028439450845,0.004325236995423708,2.06375658166898,0.04043683613886784,0.6231067162559124,192
Stockholm,Q5,CAPM,Method3_ProbQ5,0.07204467585463417,0.00600372298788618,2.606750961197126,0.009865812117689998,0.5994148559851373,192
Stockholm,Q5,FF3,Method3_ProbQ5,0.06676836481463383,0.005564030401219486,2.6789159956567037,0.008040843982664025,0.6229527984001205,192
Stockholm,Q5,FF3+MOM,Method3_ProbQ5,0.06375126236129205,0.005312605196774338,2.348071985874927,0.01991588004265088,0.6231078706585133,192
Stockholm,Q5,FF5,Method3_ProbQ5,0.06453921546854212,0.005378267955711843,2.606819358454761,0.009879757181141313,0.6243356828608785,192
Stockholm,Q5,FF5+MOM,Method3_ProbQ5,0.06202354983685082,0.0051686291530709015,2.386704631301616,0.018008566924947678,0.6244427887200004,192
