Exchange,Method,Portfolio,Date,n_firms,raw_weight_sum,ucits_weight_sum,max_raw_weight,max_ucits_weight,cash_weight,large_position_weight,n_large_positions,n_names_single_cap_binding,aggregate_cap_relaxed
Copenhagen,Method1_Raw,Q1,2010-07-31,15,1.0000000000000002,1.0,0.8231950919498064,0.1,0.0,0.849100299276707,9,1,True
Copenhagen,Method1_Raw,Q5,2010-07-31,11,1.0,1.0,0.6982674312780098,0.1,0.0,1.0,11,1,True
Copenhagen,Method2_PostMean,Q1,2010-07-31,15,1.0000000000000002,1.0,0.8231950919498064,0.1,0.0,0.849100299276707,9,1,True
Copenhagen,Method2_PostMean,Q5,2010-07-31,10,0.9999999999999999,1.0,0.7020446501178113,0.1,0.0,1.0,10,1,True
Copenhagen,Method3_ProbQ5,Q1,2010-07-31,14,1.0000000000000002,1.0,0.66329994712555,0.1,0.0,0.9,9,2,True
Copenhagen,Method3_ProbQ5,Q5,2010-07-31,10,0.9999999999999999,1.0,0.7020446501178113,0.1,0.0,1.0,10,1,True
Copenhagen,Method1_Raw,Q1,2010-08-31,16,0.9999999999999999,1.0,0.8316271727986931,0.10000000000000002,0.0,0.4,4,1,False
Copenhagen,Method1_Raw,Q5,2010-08-31,11,1.0,1.0,0.6772052995518061,0.1,0.0,1.0,11,2,True
Copenhagen,Method2_PostMean,Q1,2010-08-31,16,0.9999999999999999,1.0,0.8316271727986931,0.10000000000000002,0.0,0.4,4,1,False
Copenhagen,Method2_PostMean,Q5,2010-08-31,10,1.0,1.0,0.6824609713221563,0.1,0.0,1.0,10,2,True
Copenhagen,Method3_ProbQ5,Q1,2010-08-31,15,0.9999999999999999,1.0,0.6746499779912754,0.1,0.0,0.9,9,2,True
Copenhagen,Method3_ProbQ5,Q5,2010-08-31,10,1.0,1.0,0.6824609713221563,0.1,0.0,1.0,10,2,True
Copenhagen,Method1_Raw,Q1,2010-09-30,16,0.9999999999999998,1.0,0.8547010671385938,0.10000000000000002,0.0,0.4,4,1,False
Copenhagen,Method1_Raw,Q5,2010-09-30,11,1.0,1.0,0.6918521283051441,0.1,0.0,1.0,11,2,True
Copenhagen,Method2_PostMean,Q1,2010-09-30,16,0.9999999999999998,1.0,0.8547010671385938,0.10000000000000002,0.0,0.4,4,1,False
Copenhagen,Method2_PostMean,Q5,2010-09-30,10,1.0,1.0,0.6967049541587312,0.1,0.0,1.0,10,2,True
Copenhagen,Method3_ProbQ5,Q1,2010-09-30,15,1.0000000000000002,1.0,0.7129594128605036,0.1,0.0,0.9,9,1,True
Copenhagen,Method3_ProbQ5,Q5,2010-09-30,10,1.0,1.0,0.6967049541587312,0.1,0.0,1.0,10,2,True
Copenhagen,Method1_Raw,Q1,2010-10-31,16,1.0000000000000002,1.0,0.8563895904767973,0.10000000000000002,0.0,0.4,4,1,False
Copenhagen,Method1_Raw,Q5,2010-10-31,11,1.0,1.0,0.696293417160735,0.1,0.0,1.0000000000000002,11,1,True
Copenhagen,Method2_PostMean,Q1,2010-10-31,16,1.0000000000000002,1.0,0.8563895904767973,0.10000000000000002,0.0,0.4,4,1,False
Copenhagen,Method2_PostMean,Q5,2010-10-31,10,1.0,1.0,0.70134939990604,0.1,0.0,1.0,10,1,True
Copenhagen,Method3_ProbQ5,Q1,2010-10-31,15,1.0000000000000002,1.0,0.6990450264648247,0.1,0.0,0.8983301672599918,9,2,True
Copenhagen,Method3_ProbQ5,Q5,2010-10-31,10,1.0,1.0,0.70134939990604,0.1,0.0,1.0,10,1,True
Copenhagen,Method1_Raw,Q1,2010-11-30,16,1.0,1.0,0.8570191520013881,0.10000000000000002,0.0,0.4,4,1,False
Copenhagen,Method1_Raw,Q5,2010-11-30,11,1.0,1.0,0.701687942510629,0.1,0.0,1.0,11,1,True
Copenhagen,Method2_PostMean,Q1,2010-11-30,16,1.0,1.0,0.8570191520013881,0.10000000000000002,0.0,0.4,4,1,False
Copenhagen,Method2_PostMean,Q5,2010-11-30,10,1.0,1.0,0.7073934388681845,0.1,0.0,1.0,10,1,True
Copenhagen,Method3_ProbQ5,Q1,2010-11-30,15,1.0,1.0,0.7020299566957228,0.1,0.0,0.8999370242789756,9,2,True
Copenhagen,Method3_ProbQ5,Q5,2010-11-30,10,1.0,1.0,0.7073934388681845,0.1,0.0,1.0,10,1,True
Copenhagen,Method1_Raw,Q1,2010-12-31,16,1.0,1.0,0.8498946238083894,0.10000000000000002,0.0,0.4,4,1,False
Copenhagen,Method1_Raw,Q5,2010-12-31,11,0.9999999999999999,1.0,0.6923125221697884,0.1,0.0,0.9999999999999999,11,2,True
Copenhagen,Method2_PostMean,Q1,2010-12-31,16,1.0,1.0,0.8498946238083894,0.10000000000000002,0.0,0.4,4,1,False
Copenhagen,Method2_PostMean,Q5,2010-12-31,10,0.9999999999999999,1.0,0.6973266138083564,0.1,0.0,1.0,10,2,True
Copenhagen,Method3_ProbQ5,Q1,2010-12-31,15,1.0000000000000002,1.0,0.6788215490580378,0.1,0.0,0.9,9,2,True
Copenhagen,Method3_ProbQ5,Q5,2010-12-31,10,0.9999999999999999,1.0,0.6973266138083564,0.1,0.0,1.0,10,2,True
Copenhagen,Method1_Raw,Q1,2011-01-31,15,0.9999999999999999,1.0,0.8841268561397563,0.1,0.0,0.8617956251851376,9,1,True
Copenhagen,Method1_Raw,Q5,2011-01-31,11,0.9999999999999999,1.0,0.7003092503346959,0.1,0.0,0.9918027439487535,10,1,True
Copenhagen,Method2_PostMean,Q1,2011-01-31,15,0.9999999999999998,1.0,0.8280245836679383,0.1,0.0,0.8617956251851377,9,1,True
Copenhagen,Method2_PostMean,Q5,2011-01-31,11,0.9999999999999999,1.0,0.6990884292078948,0.1,0.0,0.9918027439487535,10,1,True
Copenhagen,Method3_ProbQ5,Q1,2011-01-31,16,0.9999999999999999,1.0,0.6731288065685332,0.10000000000000002,0.0,0.4,4,2,False
Copenhagen,Method3_ProbQ5,Q5,2011-01-31,11,0.9999999999999999,1.0,0.7003092503346959,0.1,0.0,0.9918027439487535,10,1,True
Copenhagen,Method1_Raw,Q1,2011-02-28,15,0.9999999999999999,1.0,0.8777921242057969,0.1,0.0,0.8625163387682744,9,1,True
Copenhagen,Method1_Raw,Q5,2011-02-28,11,0.9999999999999999,1.0,0.6962802160782047,0.1,0.0,0.9914662241815095,10,1,True
Copenhagen,Method2_PostMean,Q1,2011-02-28,15,1.0,1.0,0.8174435215314767,0.1,0.0,0.8625163387682744,9,1,True
Copenhagen,Method2_PostMean,Q5,2011-02-28,11,0.9999999999999999,1.0,0.6946187491004581,0.1,0.0,0.9914662241815095,10,1,True
Copenhagen,Method3_ProbQ5,Q1,2011-02-28,16,0.9999999999999999,1.0,0.6661728861777232,0.10000000000000002,0.0,0.4,4,2,False
Copenhagen,Method3_ProbQ5,Q5,2011-02-28,11,0.9999999999999999,1.0,0.6962802160782047,0.1,0.0,0.9914662241815095,10,1,True
Copenhagen,Method1_Raw,Q1,2011-03-31,15,0.9999999999999998,1.0,0.8892067495312452,0.1,0.0,0.8693848709536199,9,1,True
Copenhagen,Method1_Raw,Q5,2011-03-31,11,1.0,1.0,0.714348250714841,0.1,0.0,0.9920930942078972,10,1,True
Copenhagen,Method2_PostMean,Q1,2011-03-31,15,0.9999999999999998,1.0,0.8315289727153994,0.1,0.0,0.8693848709536199,9,1,True
Copenhagen,Method2_PostMean,Q5,2011-03-31,11,1.0000000000000002,1.0,0.7122970629129004,0.1,0.0,0.9920930942078972,10,1,True
Copenhagen,Method3_ProbQ5,Q1,2011-03-31,16,1.0,1.0,0.6829804123917027,0.10000000000000002,0.0,0.4,4,2,False
Copenhagen,Method3_ProbQ5,Q5,2011-03-31,11,1.0,1.0,0.714348250714841,0.1,0.0,0.9920930942078972,10,1,True
Copenhagen,Method1_Raw,Q1,2011-04-30,15,1.0,1.0,0.9167332690684276,0.1,0.0,0.9060759843558023,10,1,True
Copenhagen,Method1_Raw,Q5,2011-04-30,11,0.9999999999999999,1.0,0.7035458152875446,0.1,0.0,0.9920082483604006,10,1,True
Copenhagen,Method2_PostMean,Q1,2011-04-30,15,1.0,1.0,0.8527636073593957,0.1,0.0,0.9156037615609065,10,1,True
Copenhagen,Method2_PostMean,Q5,2011-04-30,11,1.0,1.0,0.7012116617515222,0.1,0.0,0.9920082483604006,10,1,True
Copenhagen,Method3_ProbQ5,Q1,2011-04-30,16,1.0,1.0,0.6895164178042699,0.10000000000000002,0.0,0.4,4,2,False
Copenhagen,Method3_ProbQ5,Q5,2011-04-30,11,0.9999999999999999,1.0,0.7035458152875446,0.1,0.0,0.9920082483604006,10,1,True
Copenhagen,Method1_Raw,Q1,2011-05-31,15,1.0,1.0,0.9153584437722178,0.1,0.0,0.9111374151115416,10,1,True
Copenhagen,Method1_Raw,Q5,2011-05-31,11,1.0,1.0,0.6902030563657201,0.1,0.0,0.9915402879344262,10,2,True
Copenhagen,Method2_PostMean,Q1,2011-05-31,15,0.9999999999999999,1.0,0.8581728153401565,0.1,0.0,0.9111374151115416,10,1,True
Copenhagen,Method2_PostMean,Q5,2011-05-31,11,1.0,1.0,0.6876015235781643,0.1,0.0,0.9915402879344262,10,2,True
Copenhagen,Method3_ProbQ5,Q1,2011-05-31,16,1.0,1.0,0.6976705643563088,0.10000000000000002,0.0,0.4,4,2,False
Copenhagen,Method3_ProbQ5,Q5,2011-05-31,11,1.0,1.0,0.6902030563657201,0.1,0.0,0.9915402879344262,10,2,True
Copenhagen,Method1_Raw,Q1,2011-06-30,15,0.9999999999999999,1.0,0.9173388178147429,0.1,0.0,0.8599316418752133,9,1,True
Copenhagen,Method1_Raw,Q5,2011-06-30,11,1.0,1.0,0.6841678696487549,0.1,0.0,0.9917611036033958,10,2,True
Copenhagen,Method2_PostMean,Q1,2011-06-30,15,1.0,1.0,0.853855798113019,0.1,0.0,0.8599316418752133,9,1,True
Copenhagen,Method2_PostMean,Q5,2011-06-30,11,1.0,1.0,0.6812878374689031,0.1,0.0,0.9917611036033958,10,2,True
Copenhagen,Method3_ProbQ5,Q1,2011-06-30,16,1.0,1.0,0.6983001361648301,0.10000000000000002,0.0,0.4,4,2,False
Copenhagen,Method3_ProbQ5,Q5,2011-06-30,11,1.0,1.0,0.6841678696487549,0.1,0.0,0.9917611036033958,10,2,True
Copenhagen,Method1_Raw,Q1,2011-07-31,15,0.9999999999999999,1.0,0.9216124052584184,0.1,0.0,0.86310089395468,9,1,True
Copenhagen,Method1_Raw,Q5,2011-07-31,11,1.0,1.0,0.6893068672663849,0.1,0.0,0.9918001939328429,10,2,True
Copenhagen,Method2_PostMean,Q1,2011-07-31,15,0.9999999999999999,1.0,0.8559734143613678,0.1,0.0,0.86310089395468,9,1,True
Copenhagen,Method2_PostMean,Q5,2011-07-31,11,1.0,1.0,0.6862115323033292,0.1,0.0,0.9918001939328429,10,2,True
Copenhagen,Method3_ProbQ5,Q1,2011-07-31,16,0.9999999999999998,1.0,0.6931602845033042,0.10000000000000002,0.0,0.4,4,2,False
Copenhagen,Method3_ProbQ5,Q5,2011-07-31,11,1.0,1.0,0.6893068672663849,0.1,0.0,0.9918001939328429,10,2,True
Copenhagen,Method1_Raw,Q1,2011-08-31,15,1.0,1.0,0.917620581130683,0.1,0.0,0.8630683976134789,9,1,True
Copenhagen,Method1_Raw,Q5,2011-08-31,11,1.0,1.0,0.6871301159211333,0.1,0.0,0.992368245205932,10,2,True
Copenhagen,Method2_PostMean,Q1,2011-08-31,15,0.9999999999999999,1.0,0.8480539187557448,0.1,0.0,0.8630683976134789,9,1,True
Copenhagen,Method2_PostMean,Q5,2011-08-31,11,1.0,1.0,0.6837749049599366,0.1,0.0,0.992368245205932,10,2,True
Copenhagen,Method3_ProbQ5,Q1,2011-08-31,16,0.9999999999999999,1.0,0.676555988827002,0.10000000000000002,0.0,0.4,4,2,False
Copenhagen,Method3_ProbQ5,Q5,2011-08-31,11,1.0,1.0,0.6871301159211333,0.1,0.0,0.992368245205932,10,2,True
Copenhagen,Method1_Raw,Q1,2011-09-30,15,1.0,1.0,0.9178659435903002,0.1,0.0,0.861117307805528,9,1,True
Copenhagen,Method1_Raw,Q5,2011-09-30,11,0.9999999999999999,1.0,0.6718171953495935,0.1,0.0,0.9908725668331029,10,2,True
Copenhagen,Method2_PostMean,Q1,2011-09-30,15,1.0,1.0,0.8625242986826684,0.1,0.0,0.861117307805528,9,1,True
Copenhagen,Method2_PostMean,Q5,2011-09-30,11,1.0,1.0,0.6694735990511841,0.1,0.0,0.9908725668331029,10,2,True
Copenhagen,Method3_ProbQ5,Q1,2011-09-30,16,1.0,1.0,0.6693601467044704,0.10000000000000002,0.0,0.4,4,2,False
Copenhagen,Method3_ProbQ5,Q5,2011-09-30,11,0.9999999999999999,1.0,0.6718171953495935,0.1,0.0,0.9908725668331029,10,2,True
Copenhagen,Method1_Raw,Q1,2011-10-31,15,0.9999999999999999,1.0,0.921982595947105,0.1,0.0,0.8670869707231372,9,1,True
Copenhagen,Method1_Raw,Q5,2011-10-31,11,1.0,1.0,0.6719876721231214,0.1,0.0,0.9897422848457432,10,2,True
Copenhagen,Method2_PostMean,Q1,2011-10-31,15,1.0,1.0,0.8554594918108114,0.1,0.0,0.8670869707231371,9,1,True
Copenhagen,Method2_PostMean,Q5,2011-10-31,11,1.0000000000000002,1.0,0.6690416269609002,0.1,0.0,0.9897422848457432,10,2,True
Copenhagen,Method3_ProbQ5,Q1,2011-10-31,16,0.9999999999999999,1.0,0.6402196473933852,0.10000000000000002,0.0,0.4,4,2,False
Copenhagen,Method3_ProbQ5,Q5,2011-10-31,11,1.0,1.0,0.6719876721231214,0.1,0.0,0.9897422848457432,10,2,True
Copenhagen,Method1_Raw,Q1,2011-11-30,15,0.9999999999999999,1.0,0.9310298733677789,0.1,0.0,0.8761914505339058,9,1,True
Copenhagen,Method1_Raw,Q5,2011-11-30,11,1.0,1.0,0.6760878271762809,0.1,0.0,0.990060360878454,10,2,True
Copenhagen,Method2_PostMean,Q1,2011-11-30,15,0.9999999999999998,1.0,0.8673706886295349,0.1,0.0,0.8761914505339058,9,1,True
Copenhagen,Method2_PostMean,Q5,2011-11-30,11,1.0000000000000002,1.0,0.6731730723066774,0.1,0.0,0.990060360878454,10,2,True
Copenhagen,Method3_ProbQ5,Q1,2011-11-30,16,1.0000000000000002,1.0,0.6523440369273366,0.10000000000000002,0.0,0.4,4,2,False
Copenhagen,Method3_ProbQ5,Q5,2011-11-30,11,1.0,1.0,0.6760878271762809,0.1,0.0,0.990060360878454,10,2,True
Copenhagen,Method1_Raw,Q1,2011-12-31,15,1.0000000000000002,1.0,0.9451400658901439,0.1,0.0,0.8794025260380716,9,1,True
Copenhagen,Method1_Raw,Q5,2011-12-31,11,1.0,1.0,0.6818177624897241,0.1,0.0,0.9897884901010403,10,2,True
Copenhagen,Method2_PostMean,Q1,2011-12-31,15,0.9999999999999998,1.0,0.8889161884785576,0.1,0.0,0.8794025260380716,9,1,True
Copenhagen,Method2_PostMean,Q5,2011-12-31,11,0.9999999999999998,1.0,0.6786620494130702,0.1,0.0,0.9897884901010403,10,2,True
Copenhagen,Method3_ProbQ5,Q1,2011-12-31,16,1.0,1.0,0.6811367043023444,0.10000000000000002,0.0,0.4,4,2,False
Copenhagen,Method3_ProbQ5,Q5,2011-12-31,11,1.0,1.0,0.6818177624897241,0.1,0.0,0.9897884901010403,10,2,True
Copenhagen,Method1_Raw,Q1,2012-01-31,14,1.0000000000000002,1.0000000000000002,0.7831023321072015,0.1,0.0,0.9326870684100341,10,2,True
Copenhagen,Method1_Raw,Q5,2012-01-31,13,1.0000000000000002,1.0,0.49919437794112104,0.1,0.0,0.9468586390185955,10,2,True
Copenhagen,Method2_PostMean,Q1,2012-01-31,15,1.0,1.0000000000000002,0.7424826736659841,0.1,0.0,0.9221960669913678,10,2,True
Copenhagen,Method2_PostMean,Q5,2012-01-31,11,1.0,1.0,0.5006952792949588,0.1,0.0,0.9879852801085723,10,2,True
Copenhagen,Method3_ProbQ5,Q1,2012-01-31,16,1.0,1.0,0.6219343897269556,0.10000000000000002,0.0,0.4,4,3,False
Copenhagen,Method3_ProbQ5,Q5,2012-01-31,12,1.0,1.0,0.49934159624777635,0.1,0.0,0.9534334193490441,10,2,True
Copenhagen,Method1_Raw,Q1,2012-02-29,14,0.9999999999999999,1.0000000000000002,0.7846576559053687,0.1,0.0,0.9285380788904706,10,2,True
Copenhagen,Method1_Raw,Q5,2012-02-29,13,1.0,1.0,0.4881489459080528,0.1,0.0,0.950202790245904,10,2,True
Copenhagen,Method2_PostMean,Q1,2012-02-29,15,0.9999999999999999,1.0,0.7417299462602703,0.1,0.0,0.9206491096380045,10,2,True
Copenhagen,Method2_PostMean,Q5,2012-02-29,11,1.0,1.0,0.4898188552553044,0.1,0.0,0.9870561213236693,10,2,True
Copenhagen,Method3_ProbQ5,Q1,2012-02-29,16,1.0,1.0,0.6163581407998466,0.10000000000000002,0.0,0.4,4,3,False
Copenhagen,Method3_ProbQ5,Q5,2012-02-29,12,1.0,1.0,0.488308483701828,0.1,0.0,0.9571397839432508,10,2,True
Copenhagen,Method1_Raw,Q1,2012-03-31,14,1.0,1.0,0.7985258740723552,0.1,0.0,0.9239313743850049,10,2,True
Copenhagen,Method1_Raw,Q5,2012-03-31,13,1.0,1.0,0.5095718704861837,0.1,0.0,0.9483965657058142,10,2,True
Copenhagen,Method2_PostMean,Q1,2012-03-31,15,1.0,1.0,0.7506394627777645,0.1,0.0,0.9119192133662718,10,2,True
Copenhagen,Method2_PostMean,Q5,2012-03-31,11,1.0,1.0,0.5110834388622554,0.1,0.0,0.9868568881414657,10,2,True
Copenhagen,Method3_ProbQ5,Q1,2012-03-31,16,1.0,1.0,0.6223643300642486,0.10000000000000002,0.0,0.4,4,3,False
Copenhagen,Method3_ProbQ5,Q5,2012-03-31,12,1.0,1.0,0.5097197414227709,0.1,0.0,0.9554461567346679,10,2,True
Copenhagen,Method1_Raw,Q1,2012-04-30,14,1.0,1.0000000000000002,0.8107155853703115,0.1,0.0,0.9019282838824286,10,2,True
Copenhagen,Method1_Raw,Q5,2012-04-30,13,1.0,1.0,0.5116492782357553,0.1,0.0,0.9508683063838641,10,2,True
Copenhagen,Method2_PostMean,Q1,2012-04-30,15,1.0,1.0,0.7601640793536892,0.1,0.0,0.8882485688969168,10,2,True
Copenhagen,Method2_PostMean,Q5,2012-04-30,11,0.9999999999999999,1.0,0.5133000401710747,0.1,0.0,0.9870352819484227,10,2,True
Copenhagen,Method3_ProbQ5,Q1,2012-04-30,16,1.0,1.0,0.6367843594268047,0.10000000000000002,0.0,0.4,4,3,False
Copenhagen,Method3_ProbQ5,Q5,2012-04-30,12,1.0,1.0,0.511806823959068,0.1,0.0,0.958148813616382,10,2,True
Copenhagen,Method1_Raw,Q1,2012-05-31,14,1.0,1.0,0.8316088615666705,0.1,0.0,0.904283857282083,10,2,True
Copenhagen,Method1_Raw,Q5,2012-05-31,13,1.0,1.0,0.5166467825765375,0.1,0.0,0.9503650732046227,10,2,True
Copenhagen,Method2_PostMean,Q1,2012-05-31,15,0.9999999999999999,1.0,0.7763531039739643,0.1,0.0,0.8904268799376831,10,2,True
Copenhagen,Method2_PostMean,Q5,2012-05-31,11,1.0,1.0,0.5182481433508748,0.1,0.0,0.9864057170700016,10,2,True
Copenhagen,Method3_ProbQ5,Q1,2012-05-31,16,0.9999999999999999,1.0,0.6516086114329059,0.10000000000000002,0.0,0.4,4,2,False
Copenhagen,Method3_ProbQ5,Q5,2012-05-31,12,1.0,1.0,0.5168117342366889,0.1,0.0,0.9582428459505072,10,2,True
Copenhagen,Method1_Raw,Q1,2012-06-30,14,1.0,1.0,0.8516977849220762,0.1,0.0,0.9040268422716685,10,1,True
Copenhagen,Method1_Raw,Q5,2012-06-30,13,0.9999999999999998,1.0,0.5285716007100625,0.1,0.0,0.9503466535060306,10,2,True
Copenhagen,Method2_PostMean,Q1,2012-06-30,15,1.0,1.0,0.8035505333286712,0.1,0.0,0.8875594350918028,10,1,True
Copenhagen,Method2_PostMean,Q5,2012-06-30,11,0.9999999999999998,1.0,0.530209827489274,0.1,0.0,0.9859531401557065,10,2,True
Copenhagen,Method3_ProbQ5,Q1,2012-06-30,16,0.9999999999999999,1.0,0.664847939077314,0.10000000000000002,0.0,0.4,4,2,False
Copenhagen,Method3_ProbQ5,Q5,2012-06-30,12,0.9999999999999999,1.0,0.52874828275231,0.1,0.0,0.9584706484214361,10,2,True
Copenhagen,Method1_Raw,Q1,2012-07-31,14,1.0,1.0,0.8639497414692334,0.1,0.0,0.8699267332272541,9,1,True
Copenhagen,Method1_Raw,Q5,2012-07-31,13,1.0,1.0,0.5411521726124874,0.1,0.0,0.9590538229124541,10,2,True
Copenhagen,Method2_PostMean,Q1,2012-07-31,15,0.9999999999999998,1.0,0.8202235756156325,0.1,0.0,0.8533436418211265,9,1,True
Copenhagen,Method2_PostMean,Q5,2012-07-31,11,1.0,1.0,0.5433319168437429,0.1,0.0,0.9839423433563124,10,2,True
Copenhagen,Method3_ProbQ5,Q1,2012-07-31,16,0.9999999999999999,1.0,0.6770739624167337,0.10000000000000002,0.0,0.4,4,2,False
Copenhagen,Method3_ProbQ5,Q5,2012-07-31,12,1.0,1.0,0.5413212620207658,0.1,0.0,0.9649251226936588,10,2,True
Copenhagen,Method1_Raw,Q1,2012-08-31,14,1.0,1.0,0.8748854925165905,0.1,0.0,0.9210021300677698,10,1,True
Copenhagen,Method1_Raw,Q5,2012-08-31,13,1.0,1.0,0.5475223983436496,0.1,0.0,0.9573780339948058,10,2,True
Copenhagen,Method2_PostMean,Q1,2012-08-31,15,1.0000000000000002,1.0,0.8320726201401665,0.1,0.0,0.9099333315674699,10,1,True
Copenhagen,Method2_PostMean,Q5,2012-08-31,11,1.0,1.0,0.5496568832533509,0.1,0.0,0.9840848302001598,10,2,True
Copenhagen,Method3_ProbQ5,Q1,2012-08-31,16,0.9999999999999999,1.0,0.6935897659092969,0.10000000000000002,0.0,0.4,4,2,False
Copenhagen,Method3_ProbQ5,Q5,2012-08-31,12,1.0000000000000002,1.0,0.5476716626042709,0.1,0.0,0.9630371604382624,10,2,True
Copenhagen,Method1_Raw,Q1,2012-09-30,14,1.0,1.0,0.862069113905219,0.1,0.0,0.8754917437105788,9,1,True
Copenhagen,Method1_Raw,Q5,2012-09-30,13,1.0000000000000002,1.0,0.5552131022004906,0.1,0.0,0.9598899481581061,10,2,True
Copenhagen,Method2_PostMean,Q1,2012-09-30,15,0.9999999999999998,1.0,0.8216108534782608,0.1,0.0,0.8651981985505707,9,1,True
