Exchange,PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
Copenhagen,Q5,CAPM,Method2_PostMean minus Method1_Raw,-0.011089131041250692,-0.0009240942534375577,-0.24156706359300925,0.8092647767851335
Copenhagen,Q5,CAPM,Method3_ProbQ5 minus Method1_Raw,-0.007966357804158528,-0.000663863150346544,-0.14206883030569073,0.8871060036373513
Copenhagen,Q5,FF3,Method2_PostMean minus Method1_Raw,-0.012055345483319876,-0.0010046121236099896,-0.2871515462669385,0.7741776050421703
Copenhagen,Q5,FF3,Method3_ProbQ5 minus Method1_Raw,-0.0084851393582768,-0.0007070949465230666,-0.17856848878023682,0.858379267767889
Copenhagen,Q5,FF3+MOM,Method2_PostMean minus Method1_Raw,-0.011085317181160556,-0.0009237764317633797,-0.3044092470041133,0.7610103491243774
Copenhagen,Q5,FF3+MOM,Method3_ProbQ5 minus Method1_Raw,-0.005531297527854126,-0.0004609414606545105,-0.13971211769686195,0.8889678127607388
Copenhagen,Q5,FF5,Method2_PostMean minus Method1_Raw,-0.013254596328803592,-0.001104549694066966,-0.3149522785565651,0.7530006243768663
Copenhagen,Q5,FF5,Method3_ProbQ5 minus Method1_Raw,-0.009022349311901906,-0.0007518624426584922,-0.1978895716784995,0.8432470059181396
Copenhagen,Q5,FF5+MOM,Method2_PostMean minus Method1_Raw,-0.011918905788051978,-0.0009932421490043315,-0.3222324900435884,0.7474856785799453
Copenhagen,Q5,FF5+MOM,Method3_ProbQ5 minus Method1_Raw,-0.005354631219485505,-0.00044621926829045873,-0.1375470228548958,0.8906784338909954
Helsinki,Q5,CAPM,Method2_PostMean minus Method1_Raw,-0.001735489591581027,-0.00014462413263175225,-0.038857742142339925,0.9690242139912923
Helsinki,Q5,CAPM,Method3_ProbQ5 minus Method1_Raw,-0.00044963930610247144,-3.746994217520595e-05,-0.01080992145948017,0.9913811536907593
Helsinki,Q5,FF3,Method2_PostMean minus Method1_Raw,-0.0016592219026629051,-0.00013826849188857543,-0.040920553299332044,0.9673809515990488
Helsinki,Q5,FF3,Method3_ProbQ5 minus Method1_Raw,-0.0006159753202233456,-5.13312766852788e-05,-0.016353782402839544,0.986961416398779
Helsinki,Q5,FF3+MOM,Method2_PostMean minus Method1_Raw,-0.004644017953010331,-0.0003870014960841942,-0.12103829785788638,0.9037257017571214
Helsinki,Q5,FF3+MOM,Method3_ProbQ5 minus Method1_Raw,-0.003979579541761577,-0.0003316316284801314,-0.10664178249407512,0.9151342675336116
Helsinki,Q5,FF5,Method2_PostMean minus Method1_Raw,-0.0018302633636896257,-0.00015252194697413547,-0.04504871230341606,0.9640926535397512
Helsinki,Q5,FF5,Method3_ProbQ5 minus Method1_Raw,-0.001221974562620326,-0.00010183121355169383,-0.03285318806396982,0.9738104977106519
Helsinki,Q5,FF5+MOM,Method2_PostMean minus Method1_Raw,-0.00504141756723283,-0.0004201181306027358,-0.13724344478144662,0.8909130226808746
Helsinki,Q5,FF5+MOM,Method3_ProbQ5 minus Method1_Raw,-0.004642956354373999,-0.0003869130295311666,-0.13239524395871058,0.8947486349551697
Oslo,Q5,CAPM,Method2_PostMean minus Method1_Raw,-0.014940629527579623,-0.0012450524606316352,-0.28980986165143996,0.7721426149230202
Oslo,Q5,CAPM,Method3_ProbQ5 minus Method1_Raw,0.014837944546472935,0.0012364953788727446,0.29831661581357327,0.7656481377256645
Oslo,Q5,FF3,Method2_PostMean minus Method1_Raw,-0.014231090667059236,-0.0011859242222549363,-0.33954884685895126,0.7344136160039412
Oslo,Q5,FF3,Method3_ProbQ5 minus Method1_Raw,0.015192072530509387,0.0012660060442091156,0.3601227431241753,0.7189871223687883
Oslo,Q5,FF3+MOM,Method2_PostMean minus Method1_Raw,-0.024629973000539932,-0.0020524977500449943,-0.5099395157472659,0.610438892874019
Oslo,Q5,FF3+MOM,Method3_ProbQ5 minus Method1_Raw,0.006669718821826945,0.0005558099018189121,0.12911150865892418,0.8973490349528319
Oslo,Q5,FF5,Method2_PostMean minus Method1_Raw,-0.014290089485113656,-0.001190840790426138,-0.3325145754107151,0.7397157649282198
Oslo,Q5,FF5,Method3_ProbQ5 minus Method1_Raw,0.015103439855645225,0.0012586199879704354,0.35162316957302914,0.7253494497268504
Oslo,Q5,FF5+MOM,Method2_PostMean minus Method1_Raw,-0.02513462702934659,-0.0020945522524455492,-0.507074363213174,0.6124497224386498
Oslo,Q5,FF5+MOM,Method3_ProbQ5 minus Method1_Raw,0.005946613783779149,0.0004955511486482624,0.1125964864886467,0.9104206318576078
Stockholm,Q5,CAPM,Method2_PostMean minus Method1_Raw,-0.015055333042611259,-0.0012546110868842716,-0.3885878374742138,0.6977986908910079
Stockholm,Q5,CAPM,Method3_ProbQ5 minus Method1_Raw,-0.0020427203226439164,-0.0001702266935536597,-0.05123853564166765,0.9591623678306378
Stockholm,Q5,FF3,Method2_PostMean minus Method1_Raw,-0.014104054761027655,-0.0011753378967523046,-0.4063170986581184,0.6847407782344392
Stockholm,Q5,FF3,Method3_ProbQ5 minus Method1_Raw,-0.00150977105617775,-0.00012581425468147917,-0.04280547916172915,0.9658793181048715
Stockholm,Q5,FF3+MOM,Method2_PostMean minus Method1_Raw,-0.011249459614418353,-0.0009374549678681961,-0.2979955552152827,0.7658720293750538
