Exchange,PortfolioStrategy,FactorModel,Method,alpha_annualized,alpha_monthly,t_stat,p_value,r_squared,n_obs
Copenhagen,LongShort,CAPM,Method1_Raw,0.16736934629366615,0.013947445524472179,2.3329244137801877,0.020769999674441486,0.0034597829940116176,180
Copenhagen,LongShort,FF3,Method1_Raw,0.1548424078964348,0.012903533991369566,2.301434808453948,0.022538868120274946,0.0738489653096629,180
Copenhagen,LongShort,FF3+MOM,Method1_Raw,0.12321780230204626,0.010268150191837189,1.9418862458006263,0.05375654740485247,0.08590174122888783,180
Copenhagen,LongShort,FF5,Method1_Raw,0.14428791456100212,0.01202399288008351,2.3036799661287053,0.022423034367885064,0.15411188823442012,180
Copenhagen,LongShort,FF5+MOM,Method1_Raw,0.1316782070758989,0.010973183922991575,2.211562911319795,0.028307185651693656,0.15599929906008425,180
Copenhagen,LongShort,CAPM,Method2_PostMean,0.10378881147574684,0.008649067622978903,1.3793726568767684,0.16963531491242678,0.004139225304098493,168
Copenhagen,LongShort,FF3,Method2_PostMean,0.09120272260977369,0.007600226884147808,1.2985193339673142,0.19593188553851415,0.07860692087635068,168
Copenhagen,LongShort,FF3+MOM,Method2_PostMean,0.07784056668397647,0.006486713890331373,1.1651305926632507,0.24566838960920934,0.08101408616407957,168
Copenhagen,LongShort,FF5,Method2_PostMean,0.0857452673421808,0.007145438945181733,1.3060598912383719,0.19338363749045495,0.14971346852112877,168
Copenhagen,LongShort,FF5+MOM,Method2_PostMean,0.08957421396120661,0.007464517830100551,1.4501340154514106,0.14896646293363403,0.14990369021724903,168
Copenhagen,LongShort,CAPM,Method3_ProbQ5,0.07504720361305721,0.006253933634421434,1.4916920458437548,0.13743835105847113,0.02343605707281704,192
Copenhagen,LongShort,FF3,Method3_ProbQ5,0.06929533028927314,0.005774610857439428,1.4628050228532796,0.14519050437548287,0.06341140889448504,192
Copenhagen,LongShort,FF3+MOM,Method3_ProbQ5,0.03987658165761548,0.0033230484714679566,0.8762666498810032,0.38200932400641685,0.0807948216378288,192
Copenhagen,LongShort,FF5,Method3_ProbQ5,0.06529248520685482,0.005441040433904568,1.4773815420891436,0.14126460444282007,0.15001113577208391,192
Copenhagen,LongShort,FF5+MOM,Method3_ProbQ5,0.0489079720488588,0.0040756643374049,1.1325884438099263,0.2588528965830881,0.15536795676807214,192
Helsinki,LongShort,CAPM,Method1_Raw,0.10175988029063623,0.008479990024219687,2.634655721987645,0.009117037311247023,0.009580635835271578,192
Helsinki,LongShort,FF3,Method1_Raw,0.09306926290378667,0.007755771908648889,2.805303141149913,0.005555649747012614,0.15061648921157234,192
Helsinki,LongShort,FF3+MOM,Method1_Raw,0.08423136003391014,0.007019280002825846,2.2878248977997995,0.02326677043056158,0.1521738521151894,192
Helsinki,LongShort,FF5,Method1_Raw,0.09433418837606124,0.00786118236467177,2.94466747053829,0.003645711371914606,0.1917100128329633,192
Helsinki,LongShort,FF5+MOM,Method1_Raw,0.09378882122416715,0.00781573510201393,2.675706276188761,0.008126212596777593,0.19171590429020258,192
Helsinki,LongShort,CAPM,Method2_PostMean,0.10598786837639425,0.00883232236469952,3.137907536423169,0.001972784330735111,0.010737999655251795,192
Helsinki,LongShort,FF3,Method2_PostMean,0.0979594670049303,0.008163288917077524,3.5182909509412315,0.0005446472677461678,0.1525278498305318,192
Helsinki,LongShort,FF3+MOM,Method2_PostMean,0.08108690962995416,0.006757242469162846,2.7690796931160993,0.006187854817826688,0.15834426230644716,192
Helsinki,LongShort,FF5,Method2_PostMean,0.09830064774642769,0.00819172064553564,3.5627662713363804,0.00046621858773754354,0.19235291094510154,192
Helsinki,LongShort,FF5+MOM,Method2_PostMean,0.08960512612642046,0.007467093843868372,3.2134259271201593,0.0015474714632148778,0.1938876623820699,192
Helsinki,LongShort,CAPM,Method3_ProbQ5,0.09517430063908389,0.007931191719923658,3.2059974203824946,0.0015956895927409231,1.3244617869112574e-07,180
Helsinki,LongShort,FF3,Method3_ProbQ5,0.09110392748377619,0.007591993956981349,3.1984945561801474,0.0016384793933632569,0.08397305706654101,180
Helsinki,LongShort,FF3+MOM,Method3_ProbQ5,0.09092563892310056,0.007577136576925047,3.2457664971240763,0.0014036221265711912,0.08397411348773998,180
Helsinki,LongShort,FF5,Method3_ProbQ5,0.08755693675210163,0.007296411396008469,3.084435811594777,0.002372636852761012,0.10970608250103786,180
Helsinki,LongShort,FF5+MOM,Method3_ProbQ5,0.09343054709441335,0.007785878924534446,3.5611600528620113,0.0004770096333062135,0.11083711712234501,180
Oslo,LongShort,CAPM,Method1_Raw,0.10068422209851388,0.008390351841542824,1.994488169896142,0.047735658593107466,0.0024494244718269442,168
Oslo,LongShort,FF3,Method1_Raw,0.1050213984020724,0.0087517832001727,2.197746690065988,0.029368637468379033,0.08829778438910352,168
Oslo,LongShort,FF3+MOM,Method1_Raw,0.08462262371077464,0.00705188530923122,1.5078261222427176,0.13353477184703788,0.09284995588914768,168
Oslo,LongShort,FF5,Method1_Raw,0.10111592200108926,0.008426326833424105,2.0333220703679222,0.043652100070396216,0.21314565980014866,168
Oslo,LongShort,FF5+MOM,Method1_Raw,0.10744120865930487,0.008953434054942073,1.8005026574840628,0.0736532149062823,0.21357057601212237,168
Oslo,LongShort,CAPM,Method2_PostMean,0.101925689414557,0.008493807451213083,2.7370073156368644,0.006847799886075423,0.008759968797691697,175
Oslo,LongShort,FF3,Method2_PostMean,0.10404113912035631,0.00867009492669636,2.9037720956820503,0.00417368300577281,0.09597211479510614,175
Oslo,LongShort,FF3+MOM,Method2_PostMean,0.07960534587907804,0.006633778823256504,1.7965911999289261,0.07417597226857531,0.10212268843747396,175
Oslo,LongShort,FF5,Method2_PostMean,0.10776624677150412,0.00898052056429201,2.748382571260328,0.006639785669916742,0.19813339208916325,175
Oslo,LongShort,FF5+MOM,Method2_PostMean,0.10460714221776043,0.008717261851480036,2.0785510037243444,0.039178605813718015,0.19823199861006402,175
Oslo,LongShort,CAPM,Method3_ProbQ5,0.09810399871798588,0.008175333226498823,2.245872319087174,0.02603153143710868,0.006274973457402466,168
Oslo,LongShort,FF3,Method3_ProbQ5,0.09863295874197486,0.008219413228497905,2.5331116774502216,0.012243876144386823,0.06746280152510786,168
Oslo,LongShort,FF3+MOM,Method3_ProbQ5,0.0498420868475128,0.004153507237292733,1.1334923230356666,0.258671961037646,0.1025972685452855,168
Oslo,LongShort,FF5,Method3_ProbQ5,0.09928255765559969,0.008273546471299974,2.417396513817823,0.016741870160280392,0.17417813108447622,168
Oslo,LongShort,FF5+MOM,Method3_ProbQ5,0.06628229863035186,0.005523524885862655,1.420492969038018,0.15739792152497833,0.18978167805655632,168
Stockholm,LongShort,CAPM,Method1_Raw,0.13800143811318358,0.011500119842765298,3.170135072534709,0.001776371244608388,0.0016847429757713694,192
Stockholm,LongShort,FF3,Method1_Raw,0.13876365941848653,0.011563638284873877,3.5627389469126833,0.0004651270841220523,0.2291030422864968,192
Stockholm,LongShort,FF3+MOM,Method1_Raw,0.10632487061693657,0.008860405884744715,2.448149250546827,0.015281835773351737,0.2443445692399292,192
Stockholm,LongShort,FF5,Method1_Raw,0.12141167887304548,0.010117639906087123,3.772490124872278,0.00021710870158742068,0.3810845839273024,192
Stockholm,LongShort,FF5+MOM,Method1_Raw,0.1081926440285576,0.009016053669046467,2.949894819070606,0.003589616165165621,0.3835990866660206,192
Stockholm,LongShort,CAPM,Method2_PostMean,0.08993545500833723,0.0074946212506947696,1.9926278511673912,0.04773369437395103,2.8580996795035674e-05,192
Stockholm,LongShort,FF3,Method2_PostMean,0.09128652718680266,0.007607210598900222,2.364948067751162,0.01905135422342208,0.23339794073364872,192
Stockholm,LongShort,FF3+MOM,Method2_PostMean,0.05342665558188335,0.0044522212984902795,1.2709312536393587,0.20533183393553522,0.25473964833224916,192
Stockholm,LongShort,FF5,Method2_PostMean,0.07515938423506023,0.006263282019588353,2.3235643839745688,0.021229837809233043,0.4008948097884649,192
Stockholm,LongShort,FF5+MOM,Method2_PostMean,0.057782178542507376,0.004815181545208948,1.6120933062084213,0.10864629295218786,0.40536148295521424,192
Stockholm,LongShort,CAPM,Method3_ProbQ5,0.0683346825823436,0.005694556881861966,2.663897438382133,0.008387623156171253,0.0069302938816823145,192
Stockholm,LongShort,FF3,Method3_ProbQ5,0.06342971040769721,0.005285809200641435,2.5128831859976932,0.012815517594803483,0.13306294251754758,192
Stockholm,LongShort,FF3+MOM,Method3_ProbQ5,0.040562438796918225,0.0033802032330765186,1.615175657663254,0.10795860862932516,0.1517602776563417,192
Stockholm,LongShort,FF5,Method3_ProbQ5,0.055310562858038106,0.0046092135715031755,2.116974824195352,0.03559133025140171,0.21120131570234102,192
Stockholm,LongShort,FF5+MOM,Method3_ProbQ5,0.040918604455584894,0.0034098837046320743,1.5616611683488024,0.12007683323564122,0.21855905172686552,192
