Exchange,PortfolioStrategy,FactorModel,Method1_Raw_alpha_annualized,Method2_PostMean_alpha_annualized,Method3_ProbQ5_alpha_annualized,Method1_Raw_p_value,Method2_PostMean_p_value,Method3_ProbQ5_p_value,Method1_Raw_t_stat,Method2_PostMean_t_stat,Method3_ProbQ5_t_stat,Method2_PostMean_minus_Method1_Raw_alpha_difference_annualized,Method3_ProbQ5_minus_Method1_Raw_alpha_difference_annualized,Method2_PostMean_minus_Method1_Raw_p_value,Method3_ProbQ5_minus_Method1_Raw_p_value,Method2_PostMean_minus_Method1_Raw_t_stat,Method3_ProbQ5_minus_Method1_Raw_t_stat
Oslo,LongShort,FF5,0.10111592200108926,0.10776624677150412,0.09928255765559969,0.043652100070396216,0.006639785669916742,0.016741870160280392,2.0333220703679222,2.748382571260328,2.417396513817823,-0.0071265609369054565,-0.0018333643454965223,0.9090663185170584,0.9770190656154416,-0.11430563147098802,-0.028828567505853574
Oslo,LongShort,FF5+MOM,0.10744120865930487,0.10460714221776043,0.06628229863035186,0.0736532149062823,0.039178605813718015,0.15739792152497833,1.8005026574840628,2.0785510037243444,1.420492969038018,-0.013324636727081488,-0.041158910028953555,0.8637589913737467,0.5975543779190495,-0.17172832231997842,-0.5284452232018458
Oslo,Q5,CAPM,0.027805458987359595,0.016656608596319178,0.04264340353383276,0.43919617342865336,0.6517827691345377,0.2327807779019675,0.7754176077034303,0.45207290067120626,1.1975981012155656,-0.014940629527579623,0.014837944546472935,0.7721426149230202,0.7656481377256645,-0.28980986165143996,0.29831661581357327
Oslo,Q5,FF3,0.024076462714400497,0.017421339114199602,0.039268535244931096,0.4262291670540983,0.5367689176325774,0.19507007945585553,0.7976463057432672,0.6189561832290966,1.3010389501946604,-0.014231090667059236,0.015192072530509387,0.7344136160039412,0.7189871223687883,-0.33954884685895126,0.3601227431241753
Oslo,Q5,FF3+MOM,0.055763081192144834,0.0381022414751932,0.062432800013923845,0.12751661189741648,0.22903246517831866,0.08767751655598821,1.5317745133099403,1.2071991004664129,1.718098620261638,-0.024629973000539932,0.006669718821826945,0.610438892874019,0.8973490349528319,-0.5099395157472659,0.12911150865892418
Oslo,Q5,FF5,0.027235457344970886,0.022708207620369923,0.042338897200644994,0.37748187630351837,0.43691418031166496,0.1710350153992013,0.8849747625162782,0.7792638114281072,1.3749841573686838,-0.014290089485113656,0.015103439855645225,0.7397157649282198,0.7253494497268504,-0.3325145754107151,0.35162316957302914
Oslo,Q5,FF5+MOM,0.06130344797917195,0.04434185783081622,0.06725006176294973,0.09915007361264538,0.18005282478953943,0.0709614854199121,1.6585667156395918,1.3461963674994586,1.8177493359201524,-0.02513462702934659,0.005946613783779149,0.6124497224386498,0.9104206318576078,-0.507074363213174,0.1125964864886467
Stockholm,LongShort,CAPM,0.13800143811318358,0.08993545500833723,0.0683346825823436,0.001776371244608388,0.04773369437395103,0.008387623156171253,3.170135072534709,1.9926278511673912,2.663897438382133,-0.04806598310484629,-0.06966675553083997,0.4448579741593286,0.17204345962162448,-0.7648123709266363,-1.3682462498919634
Stockholm,LongShort,FF3,0.13876365941848653,0.09128652718680266,0.06342971040769721,0.0004651270841220523,0.01905135422342208,0.012815517594803483,3.5627389469126833,2.364948067751162,2.5128831859976932,-0.047477132231682054,-0.07533394901078697,0.39042465044429164,0.1088212696999129,-0.8598408755991012,-1.6073304673333904
Stockholm,LongShort,FF3+MOM,0.10632487061693657,0.05342665558188335,0.040562438796918225,0.015281835773351737,0.20533183393553522,0.10795860862932516,2.448149250546827,1.2709312536393587,1.615175657663254,-0.05289821503506008,-0.0657624318200294,0.38559750225578315,0.19459674898376744,-0.8686466407991216,-1.2994301796005
Stockholm,LongShort,FF5,0.12141167887304548,0.07515938423506023,0.055310562858038106,0.00021710870158742068,0.021229837809233043,0.03559133025140171,3.772490124872278,2.3235643839745688,2.116974824195352,-0.046252294637984304,-0.06610111601500618,0.31301435966655844,0.11378366840396814,-1.0102872477719131,-1.5851423628960677
Stockholm,LongShort,FF5+MOM,0.1081926440285576,0.057782178542507376,0.040918604455584894,0.003589616165165621,0.10864629295218786,0.12007683323564122,2.949894819070606,1.6120933062084213,1.5616611683488024,-0.05041046548605066,-0.06727403957297011,0.3285321118414266,0.1389303243504476,-0.9783669685802997,-1.4829824555941533
Stockholm,Q5,CAPM,0.07408739617727804,0.059032063134666815,0.07204467585463417,0.011062726663613853,0.024412331920460995,0.009865812117689998,2.565866557318396,2.268676331952031,2.606750961197126,-0.015055333042611259,-0.0020427203226439164,0.6977986908910079,0.9591623678306378,-0.3885878374742138,-0.05123853564166765
Stockholm,Q5,FF3,0.06827813587079182,0.05417408110978385,0.06676836481463383,0.007268705373206785,0.02627583568425851,0.008040843982664025,2.713866459301743,2.2397906070871674,2.6789159956567037,-0.014104054761027655,-0.00150977105617775,0.6847407782344392,0.9658793181048715,-0.4063170986581184,-0.04280547916172915
Stockholm,Q5,FF3+MOM,0.06523311069023788,0.05398365107580521,0.06375126236129205,0.017075551231026775,0.04239468267951829,0.01991588004265088,2.4065871311230036,2.043609257893572,2.348071985874927,-0.011249459614418353,-0.0014818483289316953,0.7658720293750538,0.9691434870995821,-0.2979955552152827,-0.03870845341182839
Stockholm,Q5,FF5,0.06603492197346228,0.05231718213980395,0.06453921546854212,0.009349744909906255,0.030037263115914037,0.009879757181141313,2.6263508064241097,2.1863656936360645,2.606819358454761,-0.013717739833684559,-0.0014957065049470974,0.6913136778472937,0.9660722135529767,-0.39738202667621664,-0.04256364355573269
Stockholm,Q5,FF5+MOM,0.0630437535661619,0.0519028439450845,0.06202354983685082,0.016544296148082394,0.04043683613886784,0.018008566924947678,2.4187148206570863,2.06375658166898,2.386704631301616,-0.011140909621075334,-0.0010202037293104219,0.7577543792062102,0.9778395612904109,-0.3086593538596597,-0.02779635232334968
