SizeGroup,PortfolioStrategy,FactorModel,Method,alpha_annualized,alpha_monthly,t_stat,p_value,r_squared,n_obs
SmallCap,LongShort,CAPM,Method1_Raw,0.20269428680528112,0.01689119056710676,5.132839714627747,7.024738553074172e-07,0.0011575346429261169,192
SmallCap,LongShort,FF3,Method1_Raw,0.19785188357484604,0.016487656964570503,5.41140745113856,1.8889838560021133e-07,0.05629716316866262,192
SmallCap,LongShort,FF3+MOM,Method1_Raw,0.15832172658308968,0.013193477215257474,3.802016531042408,0.00019414760145597398,0.08222466708503007,192
SmallCap,LongShort,FF5,Method1_Raw,0.18155329966939182,0.015129441639115985,6.899514088926443,7.935541113113231e-11,0.255209850321211,192
SmallCap,LongShort,FF5+MOM,Method1_Raw,0.16326257763292162,0.013605214802743468,5.265352941800703,3.857410735275124e-07,0.2607245101744434,192
SmallCap,LongShort,CAPM,Method2_PostMean,0.20663037699148337,0.017219198082623614,5.643982496786364,5.969759353519066e-08,0.003017480261581662,192
SmallCap,LongShort,FF3,Method2_PostMean,0.20277188978533778,0.016897657482111483,6.018153983530352,9.052798288777808e-09,0.06954384987421469,192
SmallCap,LongShort,FF3+MOM,Method2_PostMean,0.16609783046534599,0.013841485872112164,4.242190051551995,3.47866006964459e-05,0.09075716582477766,192
SmallCap,LongShort,FF5,Method2_PostMean,0.18903235299605248,0.015752696083004374,6.730307447171691,2.034772350612002e-10,0.2276177694663244,192
SmallCap,LongShort,FF5+MOM,Method2_PostMean,0.17206548955790943,0.014338790796492452,5.621726730166717,6.875843427955886e-08,0.23212850248648087,192
SmallCap,LongShort,CAPM,Method3_ProbQ5,0.16675617371560825,0.013896347809634021,3.880826622096697,0.0001434849666095417,0.006998681571409038,192
SmallCap,LongShort,FF3,Method3_ProbQ5,0.15820015190232292,0.013183345991860244,4.331026603926988,2.411862886164684e-05,0.06198231789192443,192
SmallCap,LongShort,FF3+MOM,Method3_ProbQ5,0.10161583057172427,0.008467985880977023,2.9193300742007358,0.0039387947922668864,0.11870192275261693,192
SmallCap,LongShort,FF5,Method3_ProbQ5,0.15060146594735196,0.012550122162279331,4.435222517319729,1.5711377009619554e-05,0.1508025451064957,192
SmallCap,LongShort,FF5+MOM,Method3_ProbQ5,0.10749567252101044,0.008957972710084203,3.5897726043515283,0.0004238446595969947,0.18350389351920826,192
LargeCap,LongShort,CAPM,Method1_Raw,0.028009403237394558,0.0023341169364495466,0.7472230084170367,0.455852677716972,0.025438010378252773,192
LargeCap,LongShort,FF3,Method1_Raw,0.023285136802321835,0.001940428066860153,0.6960570774014667,0.48725269591187503,0.0883324153551086,192
LargeCap,LongShort,FF3+MOM,Method1_Raw,-0.027994778959420805,-0.0023328982466184005,-0.7024613259758123,0.4832650013702957,0.1405057433547071,192
LargeCap,LongShort,FF5,Method1_Raw,-0.003344392918045798,-0.0002786994098371498,-0.09561065577935364,0.9239327325306692,0.42916300072386526,192
LargeCap,LongShort,FF5+MOM,Method1_Raw,-0.032999704098710274,-0.0027499753415591893,-0.8438617044695791,0.39983652654491353,0.446497540075818,192
LargeCap,LongShort,CAPM,Method2_PostMean,0.008912678557078986,0.0007427232130899154,0.2531750529176472,0.8004066648610784,0.018776247720975858,192
LargeCap,LongShort,FF3,Method2_PostMean,0.004045842002962263,0.00033715350024685525,0.12711257651251345,0.8989871505961937,0.08693319746829864,192
LargeCap,LongShort,FF3+MOM,Method2_PostMean,-0.036531112742537404,-0.0030442593952114505,-1.019840878100108,0.30912151772437824,0.12356723824440707,192
LargeCap,LongShort,FF5,Method2_PostMean,-0.02141274989524489,-0.0017843958246037408,-0.703808179805377,0.482432384176694,0.4476178580497603,192
LargeCap,LongShort,FF5+MOM,Method2_PostMean,-0.04041790025058533,-0.0033681583542154443,-1.2640429459958133,0.20780495676601296,0.4556018840575864,192
LargeCap,LongShort,CAPM,Method3_ProbQ5,0.012475803822188193,0.0010396503185156828,0.4533942176290252,0.650782284858674,0.002983849450575282,192
LargeCap,LongShort,FF3,Method3_ProbQ5,0.006053955478309957,0.0005044962898591632,0.27164830207784685,0.7861905260017505,0.12945562505991848,192
LargeCap,LongShort,FF3+MOM,Method3_ProbQ5,-0.030331603607435358,-0.0025276336339529466,-1.1062964630583432,0.27001938679663096,0.17652628334979958,192
LargeCap,LongShort,FF5,Method3_ProbQ5,-0.012407513758209473,-0.0010339594798507894,-0.47801451670661954,0.6332011909105648,0.4047505971530092,192
LargeCap,LongShort,FF5+MOM,Method3_ProbQ5,-0.03484733595098257,-0.0029039446625818807,-1.210461215301072,0.22764620249428158,0.42253684705166417,192
