Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2012,PCELL.ST,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,0.72,0.69,39.330000000000005,39.24,0.31,27.46,0.0,,-0.013474144209759772
2013,PCELL.ST,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2.27,1.99,47.1,46.95,0.0,15.27,0.0,,0.008513425016372067
2014,PCELL.ST,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1.37,1.92,47.440000000000005,47.17,1.05,73.28,0.0,220.7,-0.025518558951965108
2015,PCELL.ST,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4.88,4.74,70.64,69.88,0.43,11.79,0.0,1460.8,-0.08905852417302845
2016,PCELL.ST,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,11.97,9.1,76.97,70.76,0.0,34.62,0.0,1137.36,-0.09647602541883284
2017,PCELL.ST,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,35.52,24.9,82.43,64.04,0.09,188.83,0.0,1965.07,-0.04162474183127678
2018,PCELL.ST,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,56.67,34.81,98.03,69.16,0.77,124.18,0.0,1780.69,-0.06265099049766472
2019,PCELL.ST,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,62.21,43.1,115.41,77.16,18.26,530.03,0.0,7499.59,-0.07056204365790616
2020,PCELL.ST,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,105.96,79.57,135.41,74.83,53.18,477.78,0.0,17613.3,-0.18286659131817992
2021,PCELL.ST,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,160.11,110.97,149.61,80.37,15.13,373.59,0.0,9403.31,-0.09430123932653443
2022,PCELL.ST,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,232.49,125.1,181.38,87.73,14.74,313.32,0.0,5842.96,-0.003191625175539311
2023,PCELL.ST,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,308.82,185.4,219.26,113.96,11.83,277.3,0.0,2428.95,0.022683014785430906
2024,PCELL.ST,Powercell Sweden AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,339.96,221.81,228.02,112.76,2.72,425.33,0.0,1900.92,0.0003996896527401593
